time,ax,ay,az,aT
0.9740,-1.7340,-4.0850,-0.6500,4.485
0.9830,-2.3850,-2.8400,-2.7590,4.622
0.9920,-1.0390,-2.5140,-4.1600,4.970
1.0050,-0.7910,-1.5940,-4.2540,4.611
1.0130,-0.2530,-1.5450,-2.1010,2.620
1.0230,0.0310,-1.2110,0.9970,1.569
1.0390,0.7730,-0.8850,2.8650,3.097
1.0410,1.2980,-0.1320,3.5100,3.745
1.0510,1.2610,1.2180,3.1860,3.637
1.0620,1.0270,2.3370,2.0480,3.273
1.0750,0.8010,2.6960,1.0430,3.000
1.0820,0.0030,3.0760,1.0600,3.254
1.0920,-0.4450,2.9640,1.2300,3.240
1.1040,-3.5120,2.2990,1.1740,4.359
1.1120,-5.6380,1.8530,1.0020,6.019
1.1220,-6.1030,1.8440,1.5290,6.556
1.1320,-4.6790,1.6350,1.8460,5.289
1.1420,-1.7340,2.1710,2.0200,3.435
1.1530,2.0330,1.3350,0.6820,2.526
1.1620,2.7690,0.3570,-2.0350,3.455
1.1720,-1.4540,4.3160,-0.7280,4.612
1.1810,-4.9150,8.9370,1.0440,10.253
1.1920,-4.1970,10.5210,2.8270,11.675
1.2020,-2.0290,10.6290,4.3760,11.672
1.2120,0.6010,9.7940,5.7940,11.395
1.2240,1.1260,8.3500,9.4150,12.635
1.2320,3.3650,7.5490,9.2600,12.412
1.2470,4.8010,8.3240,10.4450,14.193
1.2540,7.2620,10.3590,12.9470,18.102
1.2620,9.1260,11.4330,14.8070,20.815
1.2720,8.9680,10.7850,16.3170,21.517
1.2820,7.0520,10.2870,18.1380,22.012
1.2920,4.8560,10.4510,20.2660,23.313
1.3020,4.0220,10.3620,22.1730,24.803
1.3120,4.9120,9.3410,23.3250,25.602
1.3280,6.5760,7.1910,24.1700,26.060
1.3320,7.1200,4.3130,24.9260,26.279
1.3480,6.4720,1.1770,25.9610,26.781
1.3530,6.4820,-0.8570,26.9210,27.704
1.3640,7.3150,-3.1160,26.8020,27.957
1.3730,6.8320,-6.6940,24.1370,25.963
1.3810,5.3650,-8.8500,20.7330,23.172
1.3990,3.2740,-10.6090,17.0430,20.340
1.4200,0.6090,-12.7310,13.3130,18.431
1.4200,-1.3470,-13.9870,10.1530,17.336
1.4970,-2.5440,-14.5480,6.3120,16.061
1.5040,-3.9910,-14.8240,1.9580,15.476
1.5050,-5.0580,-14.0220,-0.1940,14.908
1.5050,-5.6980,-13.0180,-1.3410,14.274
1.5050,-6.5000,-12.4570,-3.0060,14.369
1.5060,-7.4610,-12.4950,-5.3300,15.498
1.5080,-8.9640,-12.8040,-7.1730,17.197
1.5090,-10.3040,-13.5970,-8.3980,19.015
1.5100,-11.1080,-15.0300,-9.2180,20.839
1.5380,-11.4790,-17.0520,-9.5160,22.652
1.5380,-11.0920,-19.6140,-9.4230,24.424
1.5390,-9.5410,-22.3270,-8.0420,25.577
1.5430,-9.5990,-24.3470,-6.8290,27.047
1.5520,-9.2530,-26.2100,-5.9400,28.423
1.5730,-10.2930,-26.9170,-4.6830,29.196
1.5750,-11.6520,-26.1780,-2.6840,28.780
1.5810,-11.7540,-24.9040,-1.7640,27.595
1.5910,-11.4870,-23.9570,-0.8730,26.583
1.6020,-8.9780,-23.1820,-0.6740,24.869
1.6110,-6.5900,-22.4410,-1.3610,23.428
1.6210,-4.3250,-21.9100,-2.6970,22.495
1.6310,-2.7400,-21.4230,-4.1610,21.995
1.6410,-1.3700,-20.4900,-5.3970,21.233
1.6510,0.5540,-19.5550,-6.4220,20.590
1.6610,3.2120,-18.7220,-7.0910,20.276
1.6710,6.7320,-17.6520,-6.8390,20.092
1.6810,11.6590,-16.5530,-5.5420,20.992
1.6910,18.4990,-15.2860,-3.9940,24.327
1.7010,26.3380,-13.9360,-3.0580,29.954
1.7110,31.4710,-12.0230,-3.2070,33.842
1.7220,32.7760,-8.5040,-4.9510,34.221
1.7520,29.9600,-5.1750,-6.6490,31.122
1.7530,27.3480,-1.9850,-8.1900,28.617
1.7540,26.3950,-0.0200,-8.9910,27.884
1.7650,26.4590,1.2030,-8.6540,27.864
1.7740,26.3850,2.7490,-6.7930,27.384
1.7830,26.2470,4.5170,-3.8290,26.907
1.7910,26.0520,6.0700,-0.6670,26.758
1.8020,24.4800,7.1800,1.8000,25.575
1.8120,20.8830,8.0890,3.4850,22.664
1.8290,16.2810,8.8850,4.2340,19.025
1.8340,11.9320,9.3530,4.5510,15.829
1.8440,7.8860,9.5400,4.4840,13.165
1.8550,4.1920,9.5590,4.1280,11.224
1.8670,0.9900,9.4170,3.6830,10.160
1.8740,-1.7600,9.1360,3.3060,9.874
1.8820,-4.1470,8.6690,3.0730,10.089
1.8980,-6.3220,8.2250,2.8640,10.762
1.9030,-8.3200,7.9900,2.8550,11.883
1.9140,-10.0050,8.0240,3.0910,13.192
1.9230,-11.3460,8.3720,3.6050,14.554
1.9640,-12.2620,8.9580,4.5830,15.862
1.9660,-12.8580,9.7720,5.9590,17.214
1.9710,-13.1970,10.7170,7.6070,18.625
1.9760,-13.7140,11.4630,9.2820,20.140
1.9780,-13.8070,11.7210,10.8060,21.090
1.9840,-12.9170,11.4700,12.4750,21.308
1.9950,-11.4630,10.8940,14.6600,21.564
2.0010,-9.3560,9.7530,17.9600,22.477
2.0150,-6.1860,8.5570,22.0850,24.479
2.0240,-1.7990,7.5480,25.8300,26.970
2.0330,3.2510,6.8150,28.5780,29.559
2.0410,8.1070,6.6120,30.0730,31.841
2.0510,12.7910,6.3400,30.0900,33.305
2.0610,16.1200,4.7990,28.3390,32.954
2.0710,17.9560,2.4010,25.2080,31.042
2.0810,20.6770,-0.3790,21.9960,30.191
2.0910,25.0360,-2.2270,19.0650,31.547
2.1010,28.0790,-3.4070,15.7630,32.381
2.1100,28.3110,-4.1730,11.8370,30.968
2.1210,25.3310,-5.8610,8.6520,27.402
2.1310,22.4220,-8.2770,5.8930,24.617
2.1420,20.2910,-9.2970,3.6980,22.624
2.1510,20.2250,-7.5900,2.4810,21.744
2.1630,20.6900,-6.4650,1.5060,21.729
2.1710,20.9860,-7.6480,-0.5210,22.342
2.1810,18.3940,-9.9660,-1.4800,20.973
2.1910,12.4660,-11.8160,-2.8350,17.409
2.2010,5.2360,-13.4070,-3.7190,14.866
2.2110,1.0200,-15.2240,-4.1060,15.801
2.2210,-4.6450,-17.6830,-5.0210,18.960
2.2310,-10.0370,-19.2960,-5.8790,22.531
2.2410,-11.9430,-21.1210,-5.5180,24.883
2.2510,-10.4800,-22.5260,-4.6780,25.281
2.2610,-8.0600,-23.7900,-4.2890,25.482
2.2710,-7.1770,-25.0430,-4.1250,26.376
2.2820,-7.3860,-25.8210,-4.2390,27.189
2.2920,-8.2020,-26.0650,-5.2250,27.820
2.3020,-9.7090,-26.0710,-6.9950,28.686
2.3110,-11.1720,-25.2000,-9.6060,29.191
2.3210,-11.8880,-24.3450,-11.6560,29.493
2.3320,-11.5730,-23.6260,-12.8880,29.295
2.3420,-9.4160,-22.7250,-13.7160,28.164
2.3510,-6.3620,-22.1900,-13.5660,26.775
2.3610,-2.6370,-22.0090,-12.8480,25.621
2.3720,2.0030,-21.2140,-11.5360,24.231
2.3810,7.4520,-19.6340,-9.0930,22.885
2.3910,12.9740,-17.4310,-6.0990,22.569
2.4020,17.8210,-14.7050,-3.8400,23.422
2.4120,21.2960,-12.0820,-2.4520,24.607
2.4220,23.5560,-9.9230,-1.8180,25.625
2.4310,24.4230,-8.6160,-1.3790,25.935
2.4410,24.0260,-6.5000,-0.0980,24.890
2.4510,23.8710,-2.4770,1.4370,24.042
2.4600,26.1120,1.5630,2.1180,26.244
2.4730,27.2970,1.7120,2.0200,27.425
2.4810,29.0180,2.1520,0.5680,29.103
2.4920,30.1230,5.0980,-0.2140,30.552
2.5020,30.0030,7.6690,-0.7260,30.976
2.5130,28.2200,9.0290,-0.4290,29.632
2.5230,24.1500,9.6460,-0.1760,26.006
2.5330,18.8500,10.0150,0.2050,21.346
2.5430,13.2030,10.1700,0.7610,16.683
2.5510,8.4710,9.8640,1.3510,13.072
2.5620,4.8520,8.8360,1.8030,10.240
2.5710,2.0640,7.4440,2.1490,8.018
2.5810,-0.3730,6.0010,2.4860,6.506
2.5920,-2.8280,4.7450,2.8250,6.204
2.6030,-5.2510,3.8300,3.2170,7.252
2.6120,-7.6860,3.2880,3.5280,9.074
2.6210,-9.9240,3.1200,3.6510,11.025
2.6330,-11.6250,3.0280,3.6970,12.569
2.6430,-12.9790,3.7240,3.9520,14.069
2.6520,-14.6720,4.6880,4.3240,15.998
2.6620,-15.7910,6.0240,4.9000,17.597
2.6720,-16.4690,7.9280,5.2880,19.027
2.6810,-17.0420,10.1970,5.5810,20.629
2.6920,-16.6390,12.1210,5.5390,21.318
2.7020,-14.8130,13.4520,5.5050,20.753
2.7130,-11.9270,14.2310,6.1900,19.573
2.7230,-8.4490,14.9220,7.9980,18.921
2.7310,-4.7910,15.4010,10.5910,19.295
2.7420,-1.0760,15.1030,14.0770,20.674
2.7510,2.4380,13.4890,17.9230,22.564
2.7620,4.3390,11.0780,21.0590,24.187
2.7720,4.7930,7.9930,22.7630,24.597
2.7830,7.6950,6.0210,22.7080,24.721
2.7910,10.8920,5.5320,23.2540,26.268
2.8030,13.7120,5.3790,24.3200,28.433
2.8110,17.2120,4.9950,25.2500,30.964
2.8210,20.9140,3.3200,24.6410,32.490
2.8320,23.5000,0.9770,21.9850,32.195
2.8430,22.6840,-1.9860,17.8350,28.924
2.8510,19.8120,-5.8400,14.1830,25.056
2.8620,16.4030,-8.0700,11.2440,21.462
2.8710,14.4320,-7.9430,8.7650,18.660
2.8810,15.5560,-7.1460,5.7130,18.047
2.8910,17.4320,-7.5670,2.3890,19.153
2.9010,17.0290,-9.1510,-0.8090,19.349
2.9110,13.4510,-10.7570,-3.1470,17.508
2.9210,7.7550,-11.7990,-4.2270,14.739
2.9330,1.6390,-12.3480,-4.2370,13.157
2.9410,-3.3160,-13.1250,-3.6750,14.027
2.9520,-5.8750,-14.3230,-3.0710,15.783
2.9610,-6.9970,-16.0370,-1.7560,17.585
2.9710,-6.5060,-17.6510,-1.1340,18.846
2.9820,-5.6060,-19.4370,-1.0600,20.257
2.9910,-5.4830,-20.9870,-0.9450,21.712
3.0020,-5.6360,-22.0260,-1.0820,22.761
3.0110,-6.5820,-22.4940,-1.7360,23.501
3.0210,-7.6310,-22.8490,-2.6080,24.230
3.0310,-8.4170,-23.2870,-3.6480,25.029
3.0410,-8.4650,-23.7130,-4.8890,25.649
3.0510,-7.5240,-23.8500,-6.2800,25.785
3.0610,-6.0850,-23.4520,-7.8220,25.460
3.0730,-4.3300,-22.1740,-9.3150,24.438
3.0830,-4.2400,-21.5680,-10.0390,24.165
3.0920,-4.1270,-20.4630,-9.7240,23.029
3.1020,-2.8890,-19.4890,-8.9380,21.635
3.1130,-0.2440,-18.7320,-7.9080,20.334
3.1210,2.9290,-17.9680,-6.4830,19.325
3.1300,6.4130,-16.9550,-4.4100,18.656
3.1410,9.4750,-15.1200,-2.1800,17.976
3.1520,11.8650,-13.3510,0.6950,17.875
3.1630,15.7380,-11.5990,3.9440,19.944
3.1730,21.2830,-7.8570,6.4740,23.593
3.1820,27.2110,-1.8230,7.7760,28.359
3.1920,32.3180,3.1130,7.8400,33.401
3.2020,36.5770,4.2770,6.4270,37.383
3.2120,39.2690,4.2370,3.8880,39.688
3.2210,38.9280,6.1470,1.7160,39.448
3.2300,35.0010,8.3180,0.9990,35.990
3.2420,28.4130,9.3580,0.8730,29.927
3.2530,21.1800,9.6600,0.7190,23.290
3.2620,14.7180,9.6560,0.4050,17.607
3.2730,9.6680,9.0890,0.1500,13.270
3.2820,5.7520,8.2610,0.0390,10.066
3.2930,2.4860,7.4510,0.0190,7.855
3.3020,-0.1790,6.7300,0.1170,6.733
3.3120,-2.2950,5.9320,0.3220,6.369
3.3210,-3.8810,5.1360,0.5360,6.460
3.3310,-5.7070,4.1600,0.5130,7.081
3.3410,-3.8650,6.5280,-0.1990,7.589
3.3520,-9.5830,2.8350,-0.5510,10.009
3.3620,-12.6210,1.7770,-0.3830,12.751
3.3720,-14.2320,3.0340,0.3550,14.556
3.3810,-15.9060,3.9930,1.5910,16.477
3.3920,-16.3620,5.0500,2.7910,17.350
3.4030,-16.4670,6.1750,3.8650,18.006
3.4120,-16.3260,7.5990,4.9390,18.673
3.4220,-15.9880,9.0300,5.9000,19.286
3.4320,-15.1330,10.0160,6.8060,19.382
3.4410,-13.3290,10.5170,7.9410,18.744
3.4510,-10.5730,10.5230,9.6180,17.749
3.4610,-6.9700,10.3950,12.0780,17.393
3.4720,-3.4400,9.9120,15.0410,18.339
3.4820,-0.3070,9.3620,18.1990,20.468
3.4920,2.9010,8.6550,20.4690,22.412
3.5020,6.9170,7.7940,21.3680,23.774
3.5110,11.7080,6.9900,21.0740,25.101
3.5220,16.8270,6.3310,20.4510,27.230
3.5320,19.9920,5.0640,19.9490,28.693
3.5420,21.4040,2.8830,18.5020,28.439
3.5530,22.6980,1.7490,15.4620,27.520
3.5600,20.0690,-0.3520,12.8780,23.848
3.5710,16.4740,-2.3440,10.8070,19.841
3.5820,13.3240,-4.2200,8.9610,16.602
3.5900,11.0600,-4.8700,6.9070,13.919
3.6010,11.4150,-3.4630,4.7430,12.837
3.6100,13.7140,-3.0150,2.4820,14.259
3.6220,14.9400,-4.6620,0.1350,15.651
3.6320,13.4350,-6.9080,-1.7590,15.209
3.6410,9.5570,-8.6060,-2.6720,13.135
3.6510,4.4610,-10.0300,-2.8010,11.329
3.6610,-0.5620,-11.4290,-2.6350,11.742
3.6720,-4.6740,-12.6710,-2.3410,13.707
3.6820,-8.0100,-13.8400,-1.8710,16.100
3.6920,-9.2800,-15.0550,-0.6750,17.698
3.7000,-9.6580,-16.6900,-0.4390,19.288
3.7110,-9.1290,-18.7540,0.2130,20.859
3.7210,-7.7290,-20.6730,0.3540,22.073
3.7310,-6.6780,-22.2370,0.3470,23.221
3.7420,-6.6890,-23.2920,-0.2390,24.235
3.7510,-7.8060,-23.5580,-1.3910,24.857
3.7620,-9.5540,-23.0880,-3.0570,25.173
3.7710,-11.4510,-22.6990,-4.7800,25.869
3.7800,-12.7710,-22.0250,-6.5300,26.284
3.7900,-12.4400,-21.1360,-8.4330,25.935
3.8020,-10.3080,-20.2990,-10.1200,24.914
3.8110,-6.9460,-19.3890,-11.2930,23.489
3.8220,-3.0260,-18.3350,-11.1460,21.669
3.8320,1.8420,-16.6790,-9.4670,19.267
3.8420,7.3030,-14.7030,-7.1520,17.907
3.8540,12.5360,-12.9700,-5.0770,18.739
3.8600,15.8340,-11.5270,-3.7980,19.950
3.8700,17.1370,-10.0590,-3.5050,20.178
3.8800,17.3810,-8.7140,-4.0170,19.854
3.8900,17.9800,-6.6070,-3.9140,19.551
3.9000,19.8550,-2.7940,-2.9180,20.262
3.9140,23.1630,1.0940,-1.5920,23.243
3.9200,26.2090,2.5100,0.9320,26.345
3.9300,28.3910,1.8270,2.5030,28.560
3.9400,30.8710,2.3210,2.4310,31.053
3.9500,32.0300,4.7490,2.7450,32.496
3.9600,29.8470,6.6770,3.2360,30.755
12.6670,24.8010,7.4280,2.7780,26.038
12.6700,18.6630,7.7750,1.5020,20.273
12.6720,12.3720,7.9130,0.0400,14.686
12.6730,6.9470,7.6610,-1.2000,10.411
12.6750,2.5860,7.0200,-2.1250,7.777
12.6760,-13.8540,-18.9540,-4.9850,24.001
12.6780,-13.0820,-17.8430,-6.6210,23.094
12.6800,-11.3740,-17.0450,-8.5190,22.192
12.6830,-8.4370,-16.2770,-9.9380,20.854
12.6930,-4.8400,-14.9800,-10.2640,18.793
12.7030,-0.9860,-13.6670,-9.5270,16.689
12.7130,3.0210,-12.8680,-7.8750,15.386
12.7250,6.9900,-13.0060,-5.3900,15.718
12.7330,9.8730,-14.6360,-2.9560,17.900
12.7450,11.3490,-16.3930,0.2040,19.939
12.7550,13.3400,-15.5080,4.5060,20.947
12.7640,16.5440,-11.8810,7.9250,21.856
12.7740,21.5010,-7.7180,10.2620,25.043
12.7830,27.5410,-4.9160,12.0130,30.446
12.7950,32.8570,-4.2940,11.6080,35.111
12.8070,34.5180,-4.8190,9.3810,36.093
12.8150,32.3850,-3.0680,7.1790,33.313
12.8250,29.0100,-0.0420,6.3020,29.687
12.8330,26.3350,1.8240,5.1570,26.897
12.8450,22.9950,2.6770,3.4370,23.404
12.8550,18.1800,2.8070,1.2730,18.439
12.8670,12.5310,2.5050,-0.5370,12.790
12.8730,7.0110,2.1380,-1.7420,7.534
12.8830,2.2990,1.9380,-2.3490,3.816
12.8950,-1.0810,1.6640,-2.4960,3.189
12.9040,-3.1990,1.0340,-2.2340,4.037
12.9150,-4.4600,0.0800,-1.6700,4.763
12.9330,-5.2780,-0.9370,-0.9290,5.440
12.9350,-5.9730,-1.7660,-0.0960,6.229
12.9440,-6.7670,-2.3060,0.6510,7.179
12.9590,-7.6210,-2.4290,1.2860,8.101
12.9650,-8.5190,-2.2330,1.8870,9.007
12.9730,-9.3680,-1.8940,2.5370,9.889
12.9850,-9.9700,-1.5110,3.1830,10.574
12.9950,-10.2040,-1.0620,3.7960,10.939
13.0060,-10.2880,-0.4190,4.5250,11.247
13.0150,-10.3930,0.6360,5.3820,11.721
13.0250,-10.4590,2.2510,6.1180,12.324
13.0340,-10.3150,4.1370,6.6920,12.973
13.0440,-9.9300,5.8610,7.3710,13.685
13.0530,-9.4920,6.9040,8.6190,14.562
13.0640,-8.9030,7.2420,10.6840,15.680
13.0730,-7.7540,7.0520,13.3390,16.964
13.0850,-5.8290,6.6150,15.9140,18.193
13.0950,-3.4270,6.0450,18.1570,19.441
13.1060,-0.3740,5.5380,19.3030,20.085
13.1150,2.6270,5.2880,19.7860,20.648
13.1290,6.3930,6.0380,20.4170,22.230
13.1330,11.2730,7.3180,21.5900,25.432
13.1450,16.8810,7.6100,22.6020,29.219
13.1560,22.1890,6.4550,22.6890,32.385
13.1650,26.1620,4.5120,20.7230,33.679
13.1730,27.4710,1.9720,17.2030,32.473
13.1850,26.1570,-1.3110,13.2930,29.370
13.1930,24.2520,-4.5360,10.1150,26.665
13.2050,22.7560,-5.9060,7.2650,24.607
13.2160,21.6610,-6.1030,4.2810,22.908
13.2230,20.9410,-6.8980,1.0280,22.072
13.2350,19.0170,-9.2710,-1.6650,21.222
13.2440,15.2110,-11.4530,-3.4390,19.349
13.2530,9.8920,-12.5390,-4.1710,16.507
13.2630,3.9870,-12.8500,-3.9820,14.031
13.2750,-1.3900,-12.8590,-3.0450,13.288
13.2870,-4.9630,-13.0700,-1.5090,14.062
13.2960,-6.8940,-14.0400,0.4780,15.649
13.3060,-7.8190,-15.5050,1.2960,17.413
13.3160,-6.9260,-17.3690,3.9690,19.116
13.3270,-6.6660,-18.5110,2.8040,19.873
13.3350,-6.3490,-19.9720,2.7190,21.133
13.3450,-6.3190,-21.0450,2.5080,22.116
13.3560,-7.4770,-21.5120,1.8920,22.853
13.3650,-9.2760,-21.4640,0.8140,23.397
13.3750,-11.1650,-21.1130,-0.3090,23.885
13.3840,-12.9060,-20.7110,-1.3760,24.442
13.3950,-14.1230,-20.2020,-2.4330,24.769
13.4020,-14.4760,-19.6140,-3.5640,24.637
13.4150,-13.9860,-18.9460,-4.5890,23.992
13.4240,-12.5320,-18.2180,-5.4200,22.767
13.4340,-9.6460,-17.5620,-5.9880,20.912
13.4450,-5.2900,-16.8290,-5.9390,18.614
13.4530,-0.0640,-15.8860,-5.2920,16.744
13.4650,5.6500,-14.7880,-3.9570,16.318
13.4730,10.5410,-13.7600,-1.7780,17.424
13.4850,13.6400,-13.1430,0.4790,18.948
13.4940,15.2740,-12.8650,2.3220,20.105
13.5050,15.7930,-12.3120,3.5560,20.338
13.5130,17.5480,-9.8030,3.7000,20.438
13.5250,20.8780,-5.5390,3.5550,21.891
13.5330,24.5070,-2.3400,3.1970,24.825
13.5430,27.6410,-2.0930,2.4260,27.826
13.5540,29.3240,-2.5730,1.1200,29.458
13.5650,28.2630,-0.9350,1.4480,28.316
13.5730,28.3030,0.9650,2.1150,28.398
13.5830,27.0010,2.7360,3.0000,27.305
13.5930,22.8360,3.4590,1.8830,23.173
13.6070,17.7250,3.8190,0.1820,18.133
13.6130,11.9570,4.0740,-1.0840,12.678
13.6230,6.2480,4.0410,-1.8840,7.676
13.6350,1.9690,4.0380,-2.3660,5.077
13.6440,-0.6010,3.7180,-2.5520,4.549
13.6530,-1.9290,3.0250,-2.5100,4.379
13.6640,-2.7040,2.0700,-2.2760,4.096
13.6730,-3.4320,1.1410,-1.9760,4.121
13.6910,-4.3030,0.3390,-1.5340,4.581
13.6950,-5.2680,-0.2290,-1.0720,5.381
13.7030,-6.3280,-0.4880,-0.6130,6.376
13.7150,-7.5580,-0.4860,0.0440,7.574
13.7240,-8.8850,-0.2340,0.9270,8.936
13.7340,-10.1710,0.3600,1.9030,10.354
13.7450,-11.2750,1.3000,3.1520,11.779
13.7530,-12.1330,2.3560,4.3840,13.114
13.7650,-12.9150,3.6060,5.5210,14.501
13.7760,-13.5290,5.2270,6.6310,15.948
13.7840,-13.5710,6.9790,7.5180,17.012
13.7950,-12.3020,8.5230,8.5200,17.221
13.8020,-9.6480,9.3740,9.4140,16.419
13.8140,-6.3890,9.1190,10.5190,15.317
13.8230,-3.3330,8.3980,11.3370,14.497
13.8350,-0.9780,7.5760,12.1310,14.336
13.8430,1.0620,6.6680,13.5660,15.153
13.8520,3.3780,5.2440,15.4790,16.689
13.8620,6.3050,3.8090,17.5660,19.048
13.8720,9.1860,3.0290,18.8510,21.188
13.8890,11.6600,2.8560,19.8500,23.198
13.8930,14.9080,2.4070,21.0620,25.916
13.9060,19.4290,0.8580,21.2200,28.784
13.9140,22.6930,-1.3350,20.0580,30.316
13.9270,22.2790,-4.2970,16.9360,28.313
13.9350,19.2420,-7.6770,12.9180,24.414
13.9450,16.6340,-8.9100,8.4260,20.666
13.9520,15.3050,-8.7380,5.5210,18.468
22.2690,15.7110,-9.2090,3.3670,18.520
22.2810,16.1310,-9.8260,1.3200,18.934
22.2840,14.7110,-10.4680,-0.0010,18.055
22.2860,11.3020,-11.0380,-0.0040,15.798
22.2870,6.1570,-10.9540,0.5000,12.576
22.2890,-4.8000,-14.6110,2.8670,15.644
22.2900,-5.4040,-15.3600,4.5560,16.908
22.2910,-5.3870,-16.1450,5.2970,17.825
22.2920,-5.3540,-17.0560,5.5960,18.732
22.2930,-4.9720,-18.0240,5.4260,19.469
22.2960,-4.6630,-19.1220,4.7070,20.237
22.2970,-4.8770,-19.9160,3.8940,20.871
22.2990,-5.9330,-20.1450,3.2900,21.257
22.3060,-7.4260,-19.9930,2.7780,21.508
22.3170,-8.8580,-19.7550,2.2050,21.762
