time,wx,wy,wz
1.455,0.29,-1.02,1.04
1.456,0.42,-1.07,1.02
1.456,0.55,-1.09,0.98
1.459,0.66,-1.05,0.90
1.461,0.76,-0.82,0.73
1.466,0.82,-0.40,0.50
1.467,0.85,0.02,0.28
1.469,0.85,0.32,0.09
1.471,0.84,0.52,-0.06
1.474,0.81,0.64,-0.17
1.476,0.76,0.69,-0.26
1.479,0.71,0.68,-0.31
1.481,0.65,0.63,-0.32
1.484,0.59,0.57,-0.29
1.487,0.53,0.53,-0.20
1.489,0.47,0.53,-0.06
1.493,0.42,0.58,0.12
1.493,0.41,0.70,0.32
1.498,0.44,0.86,0.54
1.499,0.51,1.06,0.75
1.501,0.61,1.28,0.95
1.503,0.73,1.50,1.11
1.506,0.86,1.67,1.26
1.508,0.98,1.77,1.40
1.511,1.08,1.81,1.53
1.515,1.16,1.78,1.66
1.516,1.23,1.72,1.77
1.519,1.28,1.61,1.88
1.521,1.33,1.49,1.98
1.524,1.37,1.36,2.07
1.526,1.43,1.25,2.13
1.529,1.49,1.17,2.18
1.532,1.58,1.11,2.20
1.534,1.69,1.09,2.19
1.541,1.81,1.10,2.15
1.542,1.95,1.14,2.10
1.542,2.09,1.20,2.04
1.544,2.24,1.25,1.96
1.546,2.40,1.25,1.88
1.549,2.57,1.19,1.78
1.551,2.76,1.06,1.67
1.554,2.97,0.87,1.57
1.556,3.19,0.64,1.47
1.559,3.43,0.40,1.39
1.561,3.69,0.16,1.32
1.564,3.96,-0.07,1.26
1.574,4.25,-0.29,1.20
1.576,4.53,-0.50,1.17
1.576,4.83,-0.70,1.13
1.577,5.11,-0.90,1.11
1.578,5.39,-1.10,1.08
1.579,5.66,-1.29,1.06
1.584,5.92,-1.49,1.03
1.584,6.15,-1.69,1.00
1.589,6.37,-1.90,0.97
1.590,6.57,-2.12,0.94
1.591,6.74,-2.34,0.91
1.593,6.90,-2.56,0.88
1.596,7.04,-2.78,0.86
1.598,7.15,-2.99,0.83
1.601,7.24,-3.21,0.82
1.606,7.32,-3.42,0.82
1.607,7.37,-3.63,0.81
1.608,7.41,-3.83,0.82
1.611,7.43,-4.02,0.83
1.614,7.44,-4.21,0.84
1.616,7.44,-4.39,0.85
1.618,7.42,-4.57,0.87
1.625,7.39,-4.73,0.89
1.626,7.35,-4.88,0.92
1.627,7.30,-5.02,0.96
1.628,7.23,-5.15,1.01
1.631,7.16,-5.24,1.06
1.634,7.08,-5.31,1.11
1.636,6.99,-5.34,1.17
1.638,6.89,-5.34,1.23
1.641,6.78,-5.32,1.29
1.644,6.66,-5.26,1.36
1.646,6.53,-5.18,1.42
1.649,6.40,-5.05,1.48
1.651,6.27,-4.90,1.55
1.658,6.13,-4.72,1.60
1.660,5.97,-4.53,1.65
1.661,5.80,-4.32,1.69
1.669,5.60,-4.10,1.73
1.671,5.40,-3.88,1.76
1.672,5.18,-3.64,1.78
1.672,4.95,-3.39,1.78
1.674,4.71,-3.13,1.77
1.674,4.48,-2.87,1.75
1.676,4.24,-2.60,1.71
1.681,4.01,-2.35,1.64
1.681,3.79,-2.11,1.57
1.701,3.58,-1.89,1.50
1.701,3.38,-1.67,1.43
1.701,3.21,-1.47,1.38
1.702,3.05,-1.29,1.35
1.702,2.92,-1.12,1.34
1.702,2.80,-0.96,1.35
1.702,2.69,-0.81,1.38
1.703,2.59,-0.66,1.43
1.703,2.49,-0.53,1.51
1.706,2.40,-0.43,1.61
1.708,2.30,-0.36,1.73
1.711,2.21,-0.32,1.87
1.715,2.11,-0.31,2.04
1.717,2.01,-0.32,2.21
1.719,1.91,-0.34,2.39
1.722,1.81,-0.37,2.58
1.723,1.70,-0.41,2.77
1.726,1.60,-0.45,2.96
1.729,1.49,-0.50,3.16
1.732,1.37,-0.55,3.35
1.733,1.26,-0.59,3.54
1.738,1.14,-0.62,3.71
1.740,1.03,-0.64,3.88
1.745,0.91,-0.66,4.02
1.747,0.80,-0.68,4.15
1.748,0.69,-0.70,4.26
1.752,0.58,-0.72,4.37
1.754,0.47,-0.74,4.45
1.754,0.37,-0.75,4.52
1.761,0.28,-0.76,4.58
1.761,0.19,-0.77,4.63
1.762,0.11,-0.77,4.68
1.809,0.05,-0.77,4.71
1.810,-0.00,-0.77,4.73
1.812,-0.04,-0.76,4.75
1.813,-0.06,-0.74,4.75
1.813,-0.07,-0.68,4.75
1.813,-0.05,-0.58,4.74
1.813,-0.02,-0.47,4.74
1.813,0.01,-0.39,4.72
1.814,0.02,-0.34,4.70
1.814,0.03,-0.32,4.67
1.814,0.03,-0.29,4.63
1.814,0.03,-0.27,4.60
1.814,0.04,-0.23,4.56
1.815,0.06,-0.18,4.52
1.815,0.08,-0.12,4.46
1.815,0.09,-0.07,4.41
1.815,0.09,-0.01,4.34
1.815,0.08,0.03,4.27
1.816,0.06,0.08,4.20
1.816,0.04,0.13,4.13
1.820,0.00,0.18,4.06
1.821,-0.05,0.22,3.99
1.824,-0.11,0.23,3.91
1.834,-0.17,0.26,3.85
1.835,-0.24,0.32,3.81
1.835,-0.30,0.36,3.77
1.835,-0.37,0.41,3.75
1.835,-0.45,0.46,3.71
1.836,-0.54,0.51,3.66
1.839,-0.65,0.56,3.61
1.840,-0.77,0.61,3.54
1.843,-0.91,0.66,3.46
1.857,-1.06,0.72,3.37
1.860,-1.22,0.78,3.27
1.860,-1.39,0.85,3.17
1.861,-1.56,0.91,3.06
1.861,-1.72,0.97,2.94
1.861,-1.90,1.04,2.83
1.861,-2.08,1.11,2.72
1.861,-2.26,1.18,2.61
1.863,-2.45,1.25,2.51
1.866,-2.63,1.33,2.42
1.869,-2.82,1.42,2.32
1.876,-3.02,1.51,2.23
1.879,-3.21,1.59,2.15
1.882,-3.40,1.68,2.07
1.885,-3.59,1.76,2.00
1.886,-3.79,1.83,1.94
1.886,-3.98,1.91,1.88
1.887,-4.19,1.98,1.84
1.888,-4.41,2.06,1.80
1.892,-4.63,2.15,1.78
1.895,-4.86,2.23,1.76
1.900,-5.10,2.29,1.75
1.901,-5.32,2.37,1.75
1.902,-5.62,2.34,1.72
1.905,-5.95,2.28,1.68
1.908,-6.29,2.18,1.64
1.911,-6.64,2.04,1.59
1.912,-7.01,1.86,1.56
1.914,-7.39,1.64,1.52
1.916,-7.76,1.42,1.49
1.921,-8.13,1.22,1.47
1.922,-8.48,1.03,1.48
1.925,-8.82,0.86,1.51
1.926,-9.08,0.73,1.56
1.929,-9.36,0.65,1.63
1.931,-9.62,0.58,1.73
