time,wx,wy,wz
0.017,0.36,0.68,0.14
0.018,0.35,0.67,0.13
0.018,0.33,0.66,0.11
0.018,0.31,0.63,0.10
0.018,0.30,0.61,0.08
0.019,0.28,0.58,0.06
0.019,0.27,0.55,0.05
0.019,0.26,0.51,0.03
0.019,0.25,0.47,0.02
0.019,0.24,0.42,0.01
0.021,0.23,0.38,0.00
0.023,0.23,0.33,-0.00
0.025,0.23,0.27,-0.01
0.028,0.22,0.22,-0.00
0.030,0.22,0.16,-0.00
0.033,0.22,0.11,-0.00
0.038,0.21,0.05,0.00
0.038,0.21,-0.01,0.00
0.040,0.21,-0.07,0.01
0.044,0.20,-0.13,0.00
0.045,0.19,-0.19,-0.00
0.048,0.18,-0.25,-0.01
0.053,0.18,-0.31,-0.01
0.054,0.16,-0.37,-0.02
0.056,0.15,-0.43,-0.03
0.058,0.13,-0.49,-0.04
0.060,0.11,-0.53,-0.06
0.063,0.09,-0.58,-0.07
0.066,0.06,-0.62,-0.09
0.068,0.03,-0.65,-0.10
0.071,0.01,-0.68,-0.12
0.073,-0.02,-0.70,-0.13
0.076,-0.05,-0.71,-0.15
0.078,-0.08,-0.71,-0.16
0.080,-0.12,-0.71,-0.17
0.083,-0.14,-0.70,-0.18
0.095,-0.17,-0.68,-0.18
0.095,-0.20,-0.65,-0.18
0.096,-0.22,-0.62,-0.18
0.096,-0.24,-0.59,-0.18
0.097,-0.25,-0.55,-0.17
0.098,-0.27,-0.50,-0.17
0.100,-0.28,-0.46,-0.16
0.103,-0.29,-0.42,-0.15
0.105,-0.29,-0.38,-0.13
0.108,-0.30,-0.33,-0.12
0.110,-0.29,-0.29,-0.11
0.112,-0.29,-0.25,-0.09
0.115,-0.28,-0.20,-0.08
0.118,-0.28,-0.16,-0.06
0.127,-0.26,-0.12,-0.05
0.127,-0.25,-0.08,-0.03
0.127,-0.24,-0.04,-0.02
0.128,-0.22,-0.01,-0.01
0.131,-0.21,0.02,0.00
0.133,-0.20,0.04,0.01
0.136,-0.20,0.06,0.01
0.138,-0.19,0.08,0.01
0.140,-0.18,0.10,0.00
0.143,-0.17,0.12,-0.01
0.146,-0.16,0.14,-0.02
0.148,-0.15,0.16,-0.03
0.151,-0.13,0.19,-0.05
0.153,-0.11,0.22,-0.07
0.155,-0.09,0.25,-0.08
0.158,-0.06,0.28,-0.10
0.160,-0.04,0.30,-0.12
0.163,-0.02,0.33,-0.14
0.165,0.00,0.35,-0.16
0.167,0.02,0.36,-0.18
0.170,0.04,0.37,-0.20
0.172,0.05,0.36,-0.23
0.177,0.06,0.34,-0.25
0.178,0.06,0.31,-0.27
0.180,0.05,0.27,-0.30
0.185,0.05,0.20,-0.31
0.189,0.04,0.11,-0.33
0.189,0.02,0.01,-0.35
0.190,0.01,-0.11,-0.37
0.193,-0.01,-0.23,-0.40
0.195,-0.03,-0.35,-0.42
0.198,-0.05,-0.48,-0.46
0.200,-0.07,-0.60,-0.49
0.213,-0.08,-0.71,-0.53
0.213,-0.10,-0.79,-0.57
0.214,-0.11,-0.87,-0.60
0.214,-0.11,-0.92,-0.63
0.214,-0.12,-0.96,-0.66
0.215,-0.12,-0.99,-0.67
0.219,-0.12,-1.02,-0.68
0.220,-0.12,-1.04,-0.69
0.223,-0.12,-1.06,-0.68
0.226,-0.12,-1.08,-0.68
0.228,-0.13,-1.10,-0.66
0.230,-0.13,-1.13,-0.65
0.233,-0.14,-1.16,-0.63
0.236,-0.15,-1.19,-0.61
0.238,-0.15,-1.21,-0.59
0.240,-0.16,-1.23,-0.56
0.243,-0.17,-1.25,-0.54
0.246,-0.18,-1.27,-0.51
0.248,-0.19,-1.29,-0.48
0.251,-0.21,-1.29,-0.44
0.255,-0.22,-1.29,-0.41
0.256,-0.24,-1.29,-0.37
0.258,-0.26,-1.27,-0.33
0.260,-0.28,-1.25,-0.29
0.263,-0.30,-1.23,-0.25
0.265,-0.32,-1.20,-0.22
0.268,-0.35,-1.16,-0.19
0.271,-0.37,-1.12,-0.16
0.273,-0.39,-1.07,-0.14
0.275,-0.42,-1.02,-0.12
0.278,-0.45,-0.97,-0.11
0.281,-0.48,-0.94,-0.11
0.288,-0.52,-0.92,-0.13
0.289,-0.55,-0.90,-0.14
0.289,-0.59,-0.86,-0.16
