time,wx,wy,wz
0.635,-2.19,-1.11,1.80
0.635,-2.22,-1.02,1.83
0.635,-2.24,-0.94,1.86
0.638,-2.24,-0.85,1.89
0.638,-2.24,-0.76,1.91
0.639,-2.24,-0.68,1.94
0.641,-2.24,-0.60,1.96
0.644,-2.23,-0.52,1.98
0.647,-2.21,-0.45,2.00
0.648,-2.20,-0.39,2.02
0.651,-2.18,-0.33,2.04
0.654,-2.17,-0.28,2.05
0.668,-2.15,-0.23,2.06
0.668,-2.14,-0.18,2.07
0.669,-2.13,-0.14,2.08
0.669,-2.13,-0.09,2.08
0.669,-2.13,-0.05,2.08
0.670,-2.13,-0.00,2.08
0.672,-2.14,0.04,2.07
0.673,-2.16,0.09,2.06
0.676,-2.18,0.16,2.05
0.680,-2.21,0.23,2.05
0.681,-2.24,0.30,2.05
0.683,-2.28,0.38,2.04
0.686,-2.33,0.44,2.04
0.688,-2.38,0.49,2.04
0.691,-2.43,0.54,2.04
0.694,-2.50,0.56,2.03
0.696,-2.57,0.56,2.02
0.698,-2.65,0.54,2.00
0.701,-2.73,0.49,1.98
0.704,-2.81,0.42,1.95
0.719,-2.89,0.34,1.92
0.720,-2.97,0.23,1.87
0.721,-3.04,0.11,1.82
0.721,-3.11,-0.01,1.76
0.722,-3.17,-0.13,1.71
0.723,-3.23,-0.26,1.64
0.723,-3.28,-0.39,1.57
0.724,-3.33,-0.53,1.49
0.759,-3.37,-0.68,1.41
0.759,-3.40,-0.84,1.32
0.760,-3.43,-1.00,1.23
0.760,-3.46,-1.17,1.14
0.760,-3.48,-1.33,1.06
0.760,-3.49,-1.48,0.97
0.760,-3.50,-1.62,0.90
0.761,-3.50,-1.75,0.83
0.761,-3.50,-1.87,0.77
0.761,-3.50,-1.96,0.72
0.761,-3.49,-2.03,0.68
0.761,-3.48,-2.08,0.64
0.762,-3.48,-2.11,0.62
0.762,-3.48,-2.12,0.60
0.762,-3.47,-2.11,0.58
0.766,-3.48,-2.10,0.57
0.766,-3.48,-2.06,0.56
0.772,-3.48,-2.02,0.56
0.773,-3.49,-1.97,0.56
0.774,-3.49,-1.91,0.56
0.776,-3.50,-1.83,0.57
0.779,-3.51,-1.75,0.59
0.781,-3.52,-1.67,0.61
0.783,-3.53,-1.58,0.65
0.789,-3.54,-1.48,0.68
0.790,-3.56,-1.39,0.72
0.791,-3.56,-1.30,0.75
0.793,-3.57,-1.20,0.79
0.796,-3.58,-1.12,0.83
0.798,-3.59,-1.04,0.86
0.801,-3.61,-0.97,0.89
0.804,-3.61,-0.90,0.90
0.807,-3.62,-0.85,0.92
0.809,-3.63,-0.81,0.93
0.811,-3.63,-0.77,0.93
0.814,-3.64,-0.75,0.93
0.816,-3.63,-0.74,0.92
0.819,-3.63,-0.73,0.91
0.837,-3.63,-0.74,0.90
0.839,-3.62,-0.76,0.88
0.839,-3.61,-0.78,0.86
0.840,-3.60,-0.80,0.83
0.840,-3.58,-0.84,0.80
0.841,-3.57,-0.87,0.77
0.841,-3.55,-0.91,0.73
0.841,-3.54,-0.94,0.70
0.842,-3.52,-0.98,0.66
0.843,-3.50,-1.02,0.62
0.846,-3.48,-1.05,0.58
0.848,-3.46,-1.09,0.55
0.851,-3.44,-1.12,0.51
0.853,-3.41,-1.14,0.48
0.856,-3.38,-1.16,0.46
0.858,-3.35,-1.18,0.42
0.861,-3.32,-1.20,0.41
0.863,-3.28,-1.22,0.38
0.866,-3.25,-1.25,0.37
0.868,-3.21,-1.27,0.35
0.878,-3.17,-1.28,0.33
0.879,-3.14,-1.30,0.31
0.879,-3.11,-1.31,0.29
0.880,-3.08,-1.33,0.27
0.881,-3.05,-1.34,0.24
0.883,-3.02,-1.35,0.22
0.886,-3.00,-1.37,0.19
0.888,-2.97,-1.38,0.17
0.891,-2.94,-1.39,0.14
0.894,-2.90,-1.40,0.12
0.896,-2.86,-1.41,0.10
0.899,-2.83,-1.42,0.08
0.901,-2.79,-1.44,0.06
0.903,-2.75,-1.45,0.04
0.908,-2.71,-1.47,0.03
0.909,-2.67,-1.49,0.02
0.911,-2.64,-1.52,0.01
0.913,-2.61,-1.55,-0.00
0.916,-2.58,-1.58,-0.00
0.920,-2.56,-1.62,-0.00
0.932,-2.54,-1.65,0.00
0.932,-2.53,-1.69,0.00
0.933,-2.52,-1.73,0.01
0.933,-2.51,-1.76,0.02
0.933,-2.50,-1.78,0.03
0.933,-2.48,-1.80,0.04
0.936,-2.47,-1.81,0.05
0.938,-2.46,-1.81,0.07
0.941,-2.44,-1.80,0.08
0.944,-2.42,-1.79,0.10
0.946,-2.40,-1.76,0.11
0.948,-2.39,-1.73,0.12
0.951,-2.37,-1.70,0.13
0.953,-2.36,-1.67,0.14
0.956,-2.35,-1.63,0.15
0.958,-2.34,-1.58,0.15
0.961,-2.33,-1.53,0.15
0.963,-2.31,-1.47,0.14
0.966,-2.30,-1.40,0.14
0.968,-2.29,-1.33,0.13
0.971,-2.27,-1.25,0.13
0.973,-2.25,-1.17,0.13
0.976,-2.24,-1.09,0.13
0.978,-2.22,-1.01,0.14
0.981,-2.21,-0.94,0.15
0.983,-2.19,-0.87,0.15
0.987,-2.18,-0.80,0.16
0.988,-2.17,-0.74,0.17
0.991,-2.16,-0.68,0.18
0.993,-2.14,-0.62,0.18
0.995,-2.14,-0.57,0.19
0.998,-2.13,-0.51,0.20
1.000,-2.11,-0.46,0.20
1.003,-2.11,-0.41,0.21
1.008,-2.10,-0.37,0.22
1.008,-2.09,-0.32,0.22
1.012,-2.08,-0.29,0.23
1.013,-2.07,-0.26,0.23
1.015,-2.06,-0.23,0.24
1.018,-2.05,-0.21,0.24
1.021,-2.05,-0.19,0.24
1.039,-2.04,-0.17,0.24
1.040,-2.03,-0.16,0.23
1.040,-2.02,-0.15,0.24
1.040,-2.00,-0.14,0.23
1.040,-1.99,-0.12,0.23
1.041,-1.97,-0.11,0.24
1.041,-1.94,-0.10,0.24
1.041,-1.91,-0.09,0.25
1.043,-1.87,-0.07,0.27
1.046,-1.82,-0.06,0.28
1.049,-1.77,-0.04,0.29
1.051,-1.70,-0.02,0.31
1.054,-1.62,0.02,0.34
1.056,-1.54,0.06,0.36
1.059,-1.44,0.11,0.38
1.061,-1.33,0.17,0.40
1.064,-1.21,0.24,0.42
1.066,-1.09,0.31,0.44
1.068,-0.96,0.39,0.46
1.071,-0.84,0.48,0.50
1.074,-0.72,0.57,0.53
1.076,-0.61,0.68,0.57
1.078,-0.50,0.79,0.62
1.081,-0.41,0.90,0.66
1.083,-0.33,1.00,0.70
1.086,-0.25,1.10,0.74
1.088,-0.19,1.18,0.77
1.091,-0.14,1.25,0.80
1.094,-0.09,1.32,0.83
1.096,-0.05,1.38,0.85
1.099,-0.01,1.43,0.87
1.101,0.01,1.47,0.89
1.104,0.04,1.50,0.91
1.109,0.05,1.51,0.93
1.110,0.07,1.51,0.94
1.111,0.09,1.49,0.95
1.114,0.11,1.45,0.96
1.116,0.13,1.39,0.96
1.120,0.17,1.31,0.96
1.134,0.21,1.21,0.94
1.135,0.26,1.08,0.92
1.137,0.33,0.94,0.89
1.137,0.40,0.80,0.85
1.137,0.48,0.66,0.81
1.137,0.57,0.52,0.76
1.138,0.67,0.39,0.71
1.139,0.77,0.28,0.66
1.141,0.88,0.19,0.61
1.143,0.99,0.12,0.56
1.146,1.11,0.07,0.50
1.148,1.22,0.04,0.45
1.151,1.33,0.02,0.40
1.153,1.45,0.01,0.35
1.156,1.56,0.03,0.31
1.159,1.68,0.06,0.28
1.161,1.80,0.12,0.26
1.163,1.92,0.19,0.26
1.166,2.04,0.26,0.29
1.168,2.15,0.33,0.34
1.171,2.25,0.40,0.40
1.173,2.35,0.46,0.49
1.176,2.45,0.50,0.59
1.178,2.54,0.54,0.68
1.181,2.64,0.58,0.78
1.183,2.73,0.59,0.88
1.186,2.84,0.60,0.96
1.189,2.95,0.59,1.03
1.191,3.07,0.58,1.07
1.193,3.19,0.56,1.10
1.196,3.32,0.57,1.10
1.198,3.45,0.58,1.07
1.201,3.58,0.59,1.02
1.204,3.71,0.59,0.96
1.207,3.84,0.56,0.89
1.208,3.97,0.53,0.80
1.211,4.12,0.52,0.71
1.213,4.27,0.52,0.61
1.216,4.42,0.56,0.50
1.218,4.56,0.67,0.40
1.223,4.67,0.81,0.31
1.226,4.75,0.92,0.24
1.226,4.80,0.95,0.21
1.228,4.80,0.91,0.20
1.235,4.78,0.79,0.23
1.236,4.75,0.61,0.28
1.236,4.73,0.42,0.36
1.250,4.71,0.25,0.48
1.250,4.71,0.11,0.64
1.250,4.72,0.01,0.84
1.250,4.72,-0.06,1.06
1.251,4.72,-0.10,1.28
1.251,4.71,-0.12,1.49
1.254,4.69,-0.12,1.66
1.256,4.66,-0.13,1.80
1.259,4.62,-0.15,1.91
1.263,4.58,-0.17,1.97
1.264,4.55,-0.21,2.01
1.265,4.52,-0.27,2.02
1.270,4.49,-0.35,2.02
1.271,4.48,-0.45,2.01
1.273,4.47,-0.57,1.98
1.275,4.47,-0.71,1.96
1.278,4.48,-0.88,1.93
1.281,4.49,-1.08,1.90
1.283,4.51,-1.29,1.85
1.286,4.54,-1.50,1.81
1.288,4.59,-1.73,1.76
1.291,4.64,-1.96,1.71
1.293,4.71,-2.20,1.65
1.295,4.77,-2.44,1.61
1.298,4.82,-2.63,1.56
1.303,4.84,-2.73,1.51
1.306,4.83,-2.78,1.48
1.307,4.84,-2.86,1.45
1.308,4.85,-2.97,1.43
1.310,4.89,-3.09,1.40
1.313,4.95,-3.21,1.37
1.315,5.03,-3.36,1.32
1.318,5.13,-3.52,1.26
1.325,5.25,-3.69,1.20
1.326,5.40,-3.89,1.12
1.326,5.55,-4.10,1.04
1.330,5.72,-4.31,0.96
1.331,5.91,-4.51,0.87
1.333,6.11,-4.71,0.78
1.335,6.32,-4.89,0.69
1.346,6.54,-5.06,0.60
1.347,6.76,-5.22,0.52
1.347,6.99,-5.36,0.45
1.347,7.21,-5.49,0.37
1.348,7.43,-5.61,0.30
1.351,7.63,-5.73,0.23
1.354,7.83,-5.85,0.16
1.355,8.02,-5.98,0.09
1.358,8.19,-6.12,0.02
1.360,8.34,-6.28,-0.05
1.363,8.47,-6.45,-0.13
1.365,8.59,-6.65,-0.22
1.369,8.67,-6.86,-0.31
1.371,8.74,-7.11,-0.41
1.373,8.78,-7.39,-0.51
1.376,8.79,-7.71,-0.62
1.378,8.79,-8.06,-0.72
1.380,8.76,-8.42,-0.81
1.383,8.72,-8.80,-0.89
1.385,8.67,-9.17,-0.95
1.388,8.61,-9.53,-1.00
1.390,8.55,-9.87,-1.02
1.393,8.49,-10.19,-1.02
1.395,8.44,-10.49,-1.00
1.398,8.39,-10.75,-0.95
1.400,8.36,-10.96,-0.87
1.404,8.33,-11.12,-0.77
1.405,8.32,-11.23,-0.64
1.408,8.32,-11.32,-0.50
1.410,8.33,-11.39,-0.35
1.413,8.35,-11.44,-0.19
1.415,8.39,-11.47,-0.03
1.420,8.44,-11.47,0.13
1.420,8.50,-11.43,0.30
1.425,8.58,-11.34,0.48
1.427,8.66,-11.20,0.65
1.428,8.74,-11.00,0.82
1.430,8.81,-10.77,0.96
1.433,8.88,-10.51,1.09
1.435,8.93,-10.22,1.18
1.454,8.97,-9.91,1.24
1.455,9.00,-9.59,1.28
1.455,9.01,-9.24,1.30
1.455,9.00,-8.87,1.28
1.456,8.97,-8.47,1.26
1.456,8.92,-8.02,1.22
1.456,8.84,-7.54,1.16
1.456,8.74,-7.02,1.11
1.458,8.62,-6.47,1.07
1.460,8.48,-5.88,1.05
1.463,8.34,-5.26,1.04
1.465,8.17,-4.63,1.06
1.468,8.00,-3.98,1.09
1.471,7.81,-3.32,1.14
1.473,7.59,-2.64,1.19
1.475,7.33,-1.91,1.23
1.479,7.05,-1.14,1.27
1.481,6.75,-0.44,1.33
1.483,6.45,0.19,1.41
1.486,6.14,0.74,1.51
1.488,5.84,1.21,1.62
1.490,5.55,1.59,1.75
1.493,5.26,1.91,1.88
1.503,4.98,2.16,2.02
1.507,4.70,2.34,2.17
1.508,4.47,2.52,2.33
1.508,4.24,2.65,2.49
1.509,3.97,2.62,2.64
1.509,3.72,2.62,2.77
1.511,3.50,2.68,2.89
1.517,3.27,2.71,3.00
1.517,3.03,2.75,3.10
1.518,2.79,2.79,3.20
1.562,2.53,2.85,3.28
1.563,2.29,3.01,3.37
1.563,2.03,3.21,3.46
1.563,1.77,3.42,3.57
1.563,1.51,3.63,3.67
1.563,1.25,3.86,3.77
1.564,0.99,4.12,3.87
1.565,0.73,4.40,3.96
1.565,0.47,4.71,4.03
1.565,0.20,5.02,4.09
1.565,-0.07,5.34,4.12
1.566,-0.36,5.63,4.12
1.566,-0.64,5.90,4.08
1.566,-0.93,6.14,4.00
1.566,-1.23,6.35,3.90
1.566,-1.53,6.55,3.78
1.566,-1.83,6.74,3.63
1.567,-2.11,6.94,3.48
1.590,-2.39,7.16,3.31
1.591,-2.66,7.40,3.14
1.592,-2.91,7.64,2.95
1.592,-3.16,7.86,2.76
1.593,-3.40,8.06,2.57
1.594,-3.63,8.24,2.39
1.595,-3.84,8.39,2.21
1.596,-4.04,8.52,2.02
1.596,-4.20,8.59,1.85
1.597,-4.43,8.64,1.72
1.598,-4.66,8.68,1.59
1.598,-4.89,8.71,1.49
1.600,-5.12,8.74,1.40
1.601,-5.33,8.82,1.33
1.613,-5.56,8.93,1.29
1.614,-5.83,9.09,1.26
1.618,-6.12,9.27,1.25
1.618,-6.40,9.47,1.25
1.619,-6.74,9.66,1.28
1.622,-7.04,9.82,1.33
1.623,-7.33,9.95,1.37
1.623,-7.57,10.04,1.42
1.624,-7.79,10.13,1.48
1.625,-7.98,10.20,1.56
1.625,-8.16,10.25,1.65
1.629,-8.32,10.30,1.75
1.653,-8.48,10.31,1.87
1.654,-8.63,10.30,1.98
1.655,-8.78,10.23,2.10
1.656,-8.92,10.11,2.20
1.658,-9.04,9.95,2.29
1.659,-9.15,9.77,2.37
1.661,-9.24,9.56,2.43
1.661,-9.30,9.33,2.47
1.662,-9.35,9.08,2.50
1.663,-9.39,8.82,2.51
1.664,-9.41,8.54,2.51
1.665,-9.41,8.26,2.50
1.666,-9.40,8.00,2.48
1.670,-9.37,7.76,2.45
1.673,-9.33,7.54,2.43
1.674,-9.27,7.34,2.40
1.675,-9.19,7.19,2.36
1.676,-9.09,7.07,2.33
1.678,-8.97,6.98,2.29
1.679,-8.83,6.91,2.25
1.680,-8.69,6.84,2.20
1.683,-8.54,6.78,2.14
1.685,-8.39,6.69,2.08
1.688,-8.24,6.59,2.01
1.690,-8.11,6.48,1.95
1.693,-8.00,6.36,1.88
1.695,-7.91,6.26,1.82
1.698,-7.87,6.18,1.77
1.700,-7.87,6.12,1.71
1.703,-7.91,6.07,1.62
1.705,-7.96,6.01,1.52
1.708,-8.00,5.90,1.40
1.710,-8.03,5.77,1.26
1.713,-8.04,5.62,1.11
1.715,-8.03,5.47,0.93
1.718,-8.01,5.33,0.75
1.722,-7.99,5.22,0.59
1.724,-7.96,5.12,0.42
1.725,-7.92,5.04,0.27
1.728,-7.88,4.95,0.13
1.730,-7.82,4.87,0.01
1.733,-7.74,4.80,-0.10
1.735,-7.67,4.74,-0.21
1.738,-7.59,4.68,-0.32
1.741,-7.51,4.60,-0.42
1.743,-7.42,4.53,-0.52
1.746,-7.33,4.48,-0.62
1.751,-7.24,4.45,-0.71
1.755,-7.15,4.42,-0.80
1.757,-7.04,4.40,-0.89
1.757,-6.94,4.41,-0.98
1.758,-6.83,4.43,-1.07
1.761,-6.73,4.47,-1.17
1.763,-6.61,4.51,-1.26
1.765,-6.51,4.56,-1.35
1.768,-6.40,4.60,-1.43
1.771,-6.31,4.64,-1.52
1.773,-6.20,4.65,-1.60
1.776,-6.11,4.65,-1.68
1.778,-6.01,4.65,-1.75
1.781,-5.91,4.65,-1.82
1.783,-5.82,4.66,-1.87
1.786,-5.72,4.67,-1.91
1.788,-5.62,4.71,-1.93
1.790,-5.51,4.75,-1.94
1.793,-5.41,4.80,-1.95
1.796,-5.30,4.85,-1.96
1.798,-5.19,4.88,-1.98
1.800,-5.09,4.88,-2.00
1.803,-4.99,4.86,-2.03
1.805,-4.90,4.81,-2.07
1.808,-4.80,4.75,-2.12
1.822,-4.69,4.67,-2.17
1.823,-4.59,4.59,-2.22
1.824,-4.49,4.50,-2.28
1.825,-4.40,4.41,-2.34
1.826,-4.28,4.33,-2.39
1.826,-4.13,4.29,-2.44
1.827,-3.98,4.25,-2.51
1.834,-3.82,4.21,-2.59
1.836,-3.64,4.15,-2.66
1.837,-3.45,4.08,-2.73
1.838,-3.26,4.00,-2.79
1.839,-3.05,3.91,-2.83
1.845,-2.82,3.83,-2.87
1.846,-2.58,3.77,-2.91
1.848,-2.33,3.70,-2.96
1.849,-2.07,3.64,-3.00
1.853,-1.81,3.57,-3.04
1.854,-1.54,3.48,-3.09
1.858,-1.28,3.40,-3.16
1.860,-1.03,3.33,-3.21
1.863,-0.78,3.29,-3.27
1.864,-0.54,3.25,-3.33
1.867,-0.32,3.22,-3.38
1.870,-0.11,3.19,-3.42
1.871,0.09,3.17,-3.45
1.873,0.29,3.15,-3.47
1.887,0.48,3.15,-3.47
1.892,0.66,3.15,-3.45
1.893,0.83,3.14,-3.42
1.897,1.01,3.13,-3.37
1.898,1.18,3.11,-3.29
1.899,1.35,3.11,-3.20
1.900,1.53,3.11,-3.08
1.901,1.71,3.13,-2.95
1.901,1.89,3.14,-2.81
1.902,2.07,3.13,-2.68
1.903,2.26,3.09,-2.54
1.903,2.46,3.04,-2.40
1.905,2.66,2.98,-2.26
1.908,2.87,2.90,-2.10
1.910,3.10,2.83,-1.92
1.914,3.34,2.75,-1.76
1.915,3.60,2.69,-1.62
1.918,3.84,2.54,-1.50
1.920,4.08,2.38,-1.38
1.923,4.33,2.25,-1.27
1.925,4.61,2.16,-1.17
1.928,4.91,2.10,-1.09
1.931,5.21,2.03,-1.04
1.933,5.52,1.94,-1.00
1.935,5.84,1.85,-0.99
1.938,6.17,1.78,-0.98
1.940,6.50,1.72,-0.98
1.944,6.84,1.67,-1.01
1.946,7.16,1.64,-1.04
1.948,7.48,1.61,-1.06
1.950,7.79,1.60,-1.08
1.957,8.09,1.62,-1.11
1.959,8.39,1.66,-1.14
1.959,8.68,1.73,-1.18
1.965,8.93,1.79,-1.21
1.969,9.18,1.88,-1.25
1.973,9.39,1.96,-1.28
1.975,9.56,2.06,-1.31
1.975,9.71,2.17,-1.35
1.977,9.84,2.30,-1.37
1.979,9.94,2.42,-1.40
1.980,10.02,2.54,-1.41
1.981,10.09,2.66,-1.41
1.983,10.16,2.76,-1.41
1.990,10.23,2.83,-1.41
1.991,10.30,2.88,-1.40
1.994,10.39,2.92,-1.40
1.996,10.49,2.92,-1.40
1.998,10.59,2.90,-1.41
2.002,10.72,2.86,-1.42
2.003,10.86,2.82,-1.45
2.005,11.01,2.76,-1.48
2.006,11.17,2.70,-1.54
2.007,11.34,2.66,-1.60
2.019,11.50,2.64,-1.68
2.020,11.66,2.64,-1.77
2.021,11.82,2.69,-1.85
2.022,11.96,2.77,-1.93
2.023,12.09,2.89,-2.00
2.023,12.19,3.03,-2.04
2.025,12.27,3.14,-2.06
2.028,12.33,3.24,-2.05
