time,wx,wy,wz
1.590,-1.11,-2.08,0.93
1.599,-1.08,-2.07,0.92
1.599,-1.04,-2.06,0.92
1.600,-1.01,-2.05,0.92
1.600,-0.97,-2.04,0.91
1.600,-0.93,-2.02,0.90
1.600,-0.89,-2.00,0.89
1.607,-0.85,-1.97,0.88
1.607,-0.81,-1.95,0.87
1.607,-0.76,-1.91,0.85
1.609,-0.72,-1.87,0.84
1.610,-0.67,-1.83,0.81
1.615,-0.61,-1.79,0.79
1.615,-0.56,-1.73,0.77
1.617,-0.51,-1.68,0.74
1.619,-0.45,-1.62,0.71
1.621,-0.39,-1.55,0.68
1.625,-0.33,-1.49,0.66
1.626,-0.27,-1.42,0.63
1.629,-0.21,-1.35,0.60
1.631,-0.15,-1.28,0.58
1.634,-0.09,-1.20,0.55
1.636,-0.04,-1.13,0.53
1.639,0.02,-1.06,0.51
1.641,0.07,-0.98,0.50
1.644,0.11,-0.91,0.49
1.646,0.16,-0.84,0.49
1.649,0.19,-0.76,0.48
1.651,0.23,-0.68,0.48
1.654,0.26,-0.61,0.48
1.656,0.28,-0.53,0.49
1.669,0.30,-0.46,0.50
1.670,0.30,-0.38,0.52
1.670,0.31,-0.31,0.53
1.670,0.31,-0.24,0.55
1.670,0.30,-0.17,0.57
1.671,0.29,-0.10,0.59
1.673,0.27,-0.04,0.62
1.676,0.25,0.03,0.65
1.679,0.23,0.10,0.68
1.681,0.20,0.16,0.70
1.684,0.18,0.22,0.73
1.686,0.15,0.28,0.76
1.689,0.12,0.34,0.80
1.691,0.10,0.39,0.82
1.694,0.08,0.45,0.86
1.696,0.05,0.50,0.89
1.699,0.03,0.55,0.92
1.702,0.02,0.59,0.96
1.704,-0.00,0.63,1.00
1.706,-0.01,0.68,1.04
1.709,-0.03,0.71,1.09
1.711,-0.05,0.75,1.14
1.714,-0.07,0.79,1.20
1.716,-0.09,0.83,1.25
1.719,-0.10,0.88,1.32
1.723,-0.12,0.92,1.38
1.730,-0.14,0.97,1.44
1.731,-0.15,1.02,1.50
1.732,-0.16,1.07,1.56
1.732,-0.18,1.13,1.62
1.734,-0.20,1.18,1.68
1.736,-0.21,1.24,1.74
1.739,-0.23,1.29,1.79
1.741,-0.24,1.35,1.85
1.745,-0.25,1.40,1.90
1.746,-0.26,1.46,1.94
1.749,-0.28,1.50,1.99
1.751,-0.29,1.55,2.03
1.754,-0.30,1.59,2.06
1.756,-0.32,1.63,2.09
1.759,-0.34,1.66,2.12
1.766,-0.36,1.69,2.15
1.767,-0.38,1.70,2.17
1.768,-0.40,1.72,2.20
1.768,-0.43,1.73,2.22
1.771,-0.45,1.74,2.24
1.774,-0.48,1.74,2.26
1.778,-0.51,1.75,2.28
1.780,-0.54,1.75,2.29
1.781,-0.57,1.75,2.31
1.784,-0.60,1.75,2.33
1.786,-0.63,1.76,2.34
1.789,-0.66,1.77,2.35
1.791,-0.69,1.78,2.36
1.793,-0.73,1.80,2.38
1.796,-0.76,1.81,2.38
1.799,-0.80,1.83,2.38
1.801,-0.83,1.85,2.38
1.804,-0.86,1.87,2.38
1.808,-0.90,1.89,2.37
1.809,-0.93,1.90,2.36
1.811,-0.97,1.91,2.35
1.813,-1.01,1.91,2.34
1.817,-1.05,1.91,2.32
1.818,-1.09,1.91,2.31
1.821,-1.13,1.90,2.29
1.823,-1.16,1.88,2.27
1.826,-1.20,1.86,2.25
1.828,-1.24,1.84,2.22
1.831,-1.27,1.82,2.20
1.834,-1.31,1.80,2.17
1.836,-1.34,1.77,2.14
1.841,-1.38,1.74,2.11
1.843,-1.41,1.71,2.08
1.852,-1.44,1.69,2.05
1.853,-1.46,1.66,2.02
1.857,-1.49,1.63,1.99
1.861,-1.51,1.60,1.95
1.862,-1.54,1.58,1.92
1.863,-1.56,1.55,1.88
1.863,-1.57,1.52,1.85
1.870,-1.59,1.49,1.82
1.871,-1.61,1.46,1.79
1.872,-1.62,1.43,1.76
1.872,-1.63,1.40,1.74
