time,wx,wy,wz
0.040,-0.70,-0.26,-0.28
0.040,-0.70,-0.24,-0.28
0.041,-0.69,-0.22,-0.29
0.041,-0.68,-0.20,-0.31
0.041,-0.67,-0.16,-0.32
0.041,-0.66,-0.13,-0.34
0.042,-0.65,-0.09,-0.35
0.042,-0.64,-0.06,-0.38
0.042,-0.63,-0.02,-0.40
0.042,-0.62,0.01,-0.42
0.043,-0.60,0.04,-0.45
0.043,-0.58,0.07,-0.47
0.043,-0.56,0.10,-0.49
0.043,-0.54,0.12,-0.53
0.044,-0.53,0.12,-0.54
0.044,-0.52,0.11,-0.57
0.044,-0.52,0.07,-0.61
0.044,-0.53,-0.00,-0.65
0.045,-0.53,-0.06,-0.69
0.045,-0.51,-0.09,-0.72
0.048,-0.49,-0.11,-0.75
0.049,-0.47,-0.12,-0.77
0.051,-0.44,-0.11,-0.79
0.054,-0.40,-0.10,-0.80
0.057,-0.36,-0.07,-0.81
0.059,-0.32,-0.03,-0.83
0.062,-0.29,0.02,-0.84
0.065,-0.27,0.07,-0.86
0.066,-0.25,0.12,-0.88
0.082,-0.23,0.19,-0.91
0.083,-0.22,0.25,-0.92
0.083,-0.20,0.30,-0.94
0.083,-0.20,0.35,-0.95
0.084,-0.21,0.39,-0.97
0.084,-0.22,0.43,-0.98
0.084,-0.25,0.47,-1.00
0.086,-0.27,0.50,-1.02
0.089,-0.30,0.53,-1.03
0.091,-0.34,0.56,-1.05
0.094,-0.38,0.59,-1.07
0.097,-0.42,0.61,-1.09
0.099,-0.46,0.64,-1.11
0.102,-0.50,0.68,-1.13
0.106,-0.54,0.72,-1.15
0.108,-0.57,0.75,-1.18
0.109,-0.61,0.79,-1.20
0.112,-0.64,0.84,-1.23
0.114,-0.67,0.88,-1.26
0.116,-0.70,0.92,-1.28
0.121,-0.73,0.95,-1.30
0.122,-0.76,0.97,-1.32
0.124,-0.79,0.99,-1.34
0.126,-0.81,1.02,-1.36
0.129,-0.84,1.04,-1.38
0.132,-0.86,1.06,-1.40
0.134,-0.88,1.07,-1.42
0.138,-0.90,1.08,-1.44
0.139,-0.92,1.08,-1.47
0.142,-0.94,1.07,-1.50
0.144,-0.95,1.06,-1.53
0.146,-0.96,1.03,-1.56
0.149,-0.95,0.99,-1.61
0.152,-0.94,0.93,-1.67
0.173,-0.93,0.87,-1.71
0.174,-0.94,0.80,-1.75
0.174,-0.94,0.71,-1.79
0.175,-0.94,0.62,-1.83
0.175,-0.93,0.53,-1.87
0.175,-0.92,0.44,-1.92
0.176,-0.90,0.36,-1.96
0.176,-0.90,0.27,-2.01
0.176,-0.89,0.17,-2.06
0.177,-0.90,0.07,-2.09
0.197,-0.90,-0.04,-2.12
0.197,-0.91,-0.15,-2.15
0.197,-0.92,-0.25,-2.17
0.198,-0.91,-0.33,-2.20
0.198,-0.91,-0.39,-2.23
