time,ax,ay,az,aT
0.0250,-0.9640,0.6640,-0.8180,1.428
0.0260,-0.9750,0.3840,-1.2350,1.620
0.0260,-0.8630,0.1730,-1.5910,1.818
0.0260,-0.7650,0.2860,-1.7050,1.891
0.0370,-0.4370,0.1970,-2.0240,2.080
0.0460,-0.1570,-0.1090,-1.8020,1.812
0.0570,-0.7520,-0.0640,-0.3230,0.821
0.0660,-0.0500,-0.4220,-1.3980,1.461
0.0760,0.3560,-0.7900,-2.8970,3.024
0.0870,0.4560,-1.7770,-2.3740,3.000
0.0960,0.0620,-2.6290,-1.6520,3.106
0.1080,-0.7930,-1.1690,-1.8750,2.348
0.1170,-0.7140,-0.7350,-2.5040,2.706
0.1260,0.2320,-1.4140,-2.0570,2.507
0.1360,0.1630,-1.3010,-1.4490,1.954
0.1540,0.0730,-1.6380,-1.4230,2.171
0.1590,0.2640,-1.8550,-1.1200,2.183
0.1670,0.3150,-2.1530,-1.0570,2.419
0.1870,0.5930,-2.2090,-1.2280,2.596
0.1870,0.0410,-1.4250,-0.9570,1.717
0.1970,-1.5130,1.6750,0.2620,2.272
0.2090,-0.6230,1.8460,0.3090,1.973
0.2170,-0.2020,1.4200,0.5270,1.528
0.2270,-0.1580,1.0170,0.1550,1.041
0.2360,-0.1100,1.0640,-0.6370,1.245
0.2520,0.1750,1.0930,-0.8490,1.395
0.2570,0.5660,0.9700,-1.4900,1.866
0.2670,0.9830,0.8810,-1.9840,2.383
0.2820,1.0810,0.8140,-2.1440,2.535
0.2860,1.1160,0.4470,-1.9670,2.305
0.2970,0.4970,0.6890,1.5270,1.747
0.3070,1.4800,-0.3610,1.7810,2.344
0.3160,-0.1250,-0.2190,0.5310,0.588
0.3330,0.4850,-0.1970,1.0660,1.188
0.3360,0.6500,-0.6850,1.0790,1.434
0.3460,0.7050,-0.5920,-0.1020,0.926
0.3560,0.8460,-0.1080,-0.0010,0.853
0.3670,1.0660,-0.2200,0.8350,1.372
0.3770,1.0900,-0.2210,1.2730,1.690
0.3870,0.8230,-0.2760,1.5720,1.796
0.3960,0.1970,-0.2710,1.6860,1.719
0.4070,-0.1350,-0.1780,1.7010,1.716
0.4160,-0.2670,-0.0340,1.0890,1.122
0.4330,-0.6060,-0.3700,0.8270,1.090
0.4360,-0.9120,-0.8490,1.0080,1.603
0.4490,-0.8290,-0.8820,1.6370,2.036
0.4660,-0.9250,-0.9020,2.9200,3.193
0.4660,-0.9280,-1.3050,1.9990,2.561
0.4790,-1.0440,-0.9590,1.5150,2.075
0.4860,-1.7980,-0.1620,1.6720,2.461
0.4970,-0.5200,0.3310,0.7510,0.972
0.5070,0.7410,0.1100,-0.1190,0.759
0.5170,0.7970,0.0240,-0.1010,0.804
0.5340,0.9370,-0.1270,0.1270,0.954
0.5360,0.6030,-0.4190,0.1030,0.741
0.5470,0.2200,-0.5530,-0.3430,0.687
0.5760,0.2610,-0.6740,-0.6090,0.945
0.5760,0.1070,-0.6530,-0.9680,1.173
0.5770,0.2130,-0.8850,-1.1320,1.453
0.6000,2.1750,-2.0590,-1.0150,3.162
0.6010,0.4630,-1.2880,-0.7460,1.559
0.6070,-0.4320,-0.6130,-0.6190,0.972
0.6230,-0.2160,-0.9830,-0.8130,1.294
0.6290,0.2240,-1.7790,-1.2010,2.158
0.6360,0.7440,-2.1930,-1.0540,2.544
0.6470,0.7680,-2.4470,-0.2160,2.574
0.6610,0.4180,-2.1530,0.0420,2.194
0.6670,-0.0580,-1.9840,0.2260,1.998
0.6780,-0.6160,-1.7860,0.1780,1.898
0.6880,0.1220,-1.3890,-1.5720,2.101
