timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.449,-0.43,-0.32,0.32,-0.95,0.87,-0.54
0.46900000000000003,-0.2399999999999975,-1.5700000000000052,-0.12999999999999956,-0.8394117647058823,0.831764705882353,-0.5029411764705882
0.48900000000000005,0.7500000000000007,-2.919999999999998,-0.35000000000000114,-0.7749999999999999,0.8700000000000003,-0.4099999999999994
0.5090000000000001,0.5699999999999943,-2.18999999999999,-0.7099999999999997,-0.7029411764705877,0.8670588235294112,-0.26882352941176424
0.5290000000000001,-0.17000000000000023,-0.5099999999999937,-0.5400000000000001,-0.5887499999999992,0.7649999999999995,-0.23187499999999994
0.5490000000000002,-0.32000000000000745,0.6100000000000081,-0.720000000000009,-0.47999999999999965,0.7099999999999995,-0.20999999999999974
0.5690000000000002,-0.9499999999999873,1.0199999999999907,-1.5600000000000065,-0.4264705882352938,0.6382352941176469,-0.16470588235294079
0.5890000000000002,-0.2700000000000007,0.6499999999999978,-2.6500000000000177,-0.41,0.63,-0.14
0.6090000000000002,-0.14999999999998223,0.6100000000000049,-3.6500000000000052,-0.3982352941176468,0.63,-0.1341176470588234
0.6290000000000002,1.459999999999996,0.7499999999999973,-3.889999999999994,-0.3747058823529409,0.6376470588235296,-0.09941176470588182
0.6490000000000002,0.4199999999999858,0.7700000000000007,-3.860000000000011,-0.3499999999999997,0.7500000000000014,-0.10000000000000013
0.6690000000000003,-0.32000000000000733,0.4699999999999991,-4.720000000000002,-0.3206249999999993,0.8693750000000007,-0.10812499999999986
0.6890000000000003,-1.0600000000000156,0.35999999999999766,-4.820000000000003,-0.23058823529411576,0.8729411764705868,-0.0711764705882342
0.7090000000000003,-2.1500000000000203,0.30000000000000365,-4.760000000000012,-0.1482352941176467,0.7611764705882333,0.005294117647059997
0.7290000000000003,-3.300000000000007,0.25999999999999335,-4.969999999999974,-0.07882352941176314,0.7505882352941184,0.08352941176470727
0.7490000000000003,-4.050000000000006,0.089999999999996,-4.11,0.02000000000000098,0.8300000000000013,0.19000000000000197
0.7690000000000003,-4.430000000000019,-0.080000000000001,-3.6999999999999846,0.08058823529411883,0.8982352941176469,0.3058823529411782
0.7890000000000004,-5.499999999999996,-0.029999999999987675,-2.829999999999992,0.0362499999999948,0.6162499999999849,0.40625000000000144
0.8090000000000004,-5.17,0.610000000000006,-2.5099999999999993,-0.07294117647058637,-0.6105882352941483,0.48529411764706026
0.8290000000000004,-5.31,0.9800000000000177,-2.239999999999981,0.06705882352941545,-0.3011764705882063,0.4794117647058813
0.8490000000000004,-4.979999999999996,1.8300000000000036,-1.4599999999999929,0.18999999999999845,0.7600000000000044,0.39999999999999925
0.8690000000000004,-4.990000000000006,1.930000000000015,-1.2200000000000089,0.10705882352940838,0.9105882352941148,0.3770588235294128
0.8890000000000005,-5.169999999999992,2.239999999999978,-1.2999999999999667,-0.05625000000000416,0.7637499999999958,0.4062499999999997
0.9090000000000005,-5.270000000000028,1.2999999999999858,-0.16999999999996226,-0.20294117647059057,0.5876470588235257,0.35294117647058615
0.9290000000000005,-6.617272727272735,0.07818181818180828,1.3981818181818493,-0.2935294117647077,0.40764705882352525,0.2588235294117626
0.9490000000000005,-6.960000000000004,-0.2300000000000438,2.60000000000003,-0.2799999999999981,0.31000000000000033,0.18999999999999773
0.9690000000000005,-6.829999999999985,-1.7200000000000413,3.3400000000000056,-0.18823529411764117,0.3252941176470598,0.10411764705882058
0.9890000000000005,-6.630000000000017,-3.28400000000003,3.483999999999997,-0.030909090909090067,0.3354545454545441,0.03363636363636397
1.0090000000000006,-6.804999999999964,-4.430000000000056,3.4079999999999933,-0.0006060606060597634,0.28696969696969565,0.045757575757576094
1.0290000000000006,-5.405999999999964,-5.853000000000013,3.5510000000000224,0.08647058823529788,0.08647058823528508,0.04235294117647021
1.0490000000000006,-4.560000000000041,-6.189999999999989,4.2500000000000275,0.17000000000000118,-0.00999999999999902,0.06000000000000274
1.0690000000000006,-5.449999999999989,-5.9730000000000185,5.519000000000027,0.20529411764706001,0.019411764705883336,0.14235294117647335
1.0890000000000006,-4.715999999999965,-6.947000000000037,6.129999999999995,0.21499999999999833,0.08500000000000499,0.21875000000000208
1.1090000000000007,-3.6039999999999854,-8.109000000000034,5.73,0.13705882352940857,0.23058823529412192,0.24411764705882316
1.1290000000000007,-2.8169999999999353,-9.180000000000007,5.836000000000005,0.03117647058823189,0.36411764705882765,0.22470588235294042
1.1490000000000007,-2.0100000000000233,-9.428999999999998,6.1719999999999935,-0.08000000000000314,0.5100000000000016,0.23000000000000156
1.1690000000000007,-2.535999999999989,-9.278000000000013,6.3640000000000185,-0.16529411764706017,0.5517647058823534,0.2752941176470602
1.1890000000000007,-2.15,-9.658000000000007,6.621999999999986,-0.19375000000000042,0.5524999999999992,0.30750000000000083
1.2090000000000007,-2.156999999999998,-9.81,6.486999999999997,-0.1882352941176462,0.5458823529411769,0.3317647058823538
1.2290000000000008,-2.1200000000000077,-9.546999999999974,6.539000000000007,-0.12647058823529125,0.5194117647058808,0.34
1.2490000000000008,-2.4350000000000116,-8.898999999999983,6.569999999999984,-0.019999999999994907,0.4599999999999977,0.28999999999999765
1.2690000000000008,-2.732000000000025,-8.34999999999997,6.094999999999981,0.1362500000000068,0.3793749999999947,0.22437499999999855
1.2890000000000008,-3.5090000000000305,-7.417999999999952,5.5599999999999765,0.30352941176471215,0.24470588235293583,0.20411764705882401
