time,ax,ay,az,atotal
23.275,-7.55,-11.89,2.87,14.38
23.285,-7.57,-13.05,3.08,15.4
23.295,-7.62,-14.19,3.04,16.39
23.305,-7.76,-15.16,2.65,17.24
23.315,-7.95,-15.48,1.88,17.5
23.325,-8.14,-15.43,0.94,17.47
23.335,-8.3,-15.33,0.36,17.44
23.345,-8.27,-14.88,0.26,17.03
23.355,-8.23,-13.87,0.18,16.13
23.365,-7.67,-12.18,0.08,14.4
23.375,-5.25,-9.88,0.49,11.2
23.385,-0.95,-7.42,0.44,7.49
23.395,3.77,-5.75,-0.74,6.92
23.405,8.93,-4.55,-2.21,10.26
23.415,14.43,-2.87,-3.64,15.16
23.425,19.35,-1.07,-3.68,19.73
23.435,22.78,0.85,-0.75,22.8
23.445,22.94,3.04,0.79,23.16
23.456,21.99,4.21,0.63,22.4
23.465,21.37,4.15,0.15,21.77
23.475,20.32,3.37,0.11,20.6
23.485,18.15,2.79,0.54,18.38
23.495,15.47,2.45,1.58,15.75
23.505,13.01,2.5,2.92,13.57
23.515,10.86,2.73,3.81,11.83
23.525,8.99,2.98,3.85,10.22
23.535,7.25,3.3,3.25,8.6
23.545,5.76,3.83,2.61,7.39
23.554,4.49,4.61,2.15,6.79
23.565,3.48,5.51,1.87,6.79
23.575,2.52,6.41,1.71,7.1
23.585,1.64,7.1,1.69,7.48
23.595,0.76,7.5,1.75,7.74
23.605,-0.23,7.7,1.71,7.89
23.615,-1.19,7.76,1.66,8.03
23.625,-2.32,7.86,1.58,8.34
23.635,-3.56,8.08,1.5,8.96
23.645,-4.63,8.57,1.55,9.86
23.654,-5.66,9.26,1.68,10.98
23.664,-6.64,10.04,1.81,12.17
23.675,-7.37,10.72,2.14,13.18
23.684,-7.93,11.25,2.73,14.04
23.694,-8.31,11.62,3.65,14.75
23.704,-8.42,11.82,4.92,15.33
23.714,-8.32,11.88,6.37,15.85
23.725,-8.04,11.88,7.78,16.32
23.734,-7.47,11.86,8.78,16.54
23.744,-6.8,11.73,9.08,16.32
23.754,-5.89,11.45,8.93,15.67
23.764,-4.37,10.91,8.99,14.8
23.775,-2.4,10.29,9.49,14.2
23.784,-0.24,9.67,10.08,13.97
23.794,2.26,8.96,10.72,14.15
23.804,4.83,8.28,11.35,14.85
23.814,7.35,7.72,12.1,16.12
23.824,9.64,7.23,13.16,17.84
23.834,11.29,6.88,14.58,19.68
23.845,12.34,6.57,16.38,21.54
23.855,13.07,6.29,18.57,23.56
23.864,13.97,5.92,21.03,25.93
23.875,15.11,5.21,23.08,28.07
23.884,16.33,4.17,24.5,29.74
23.895,17.45,2.81,25.38,30.93
23.904,18.11,1.11,24.98,30.87
23.915,17.95,-0.66,23.25,29.38
23.925,17.33,-2.18,21.05,27.35
23.934,16.34,-3.08,18.57,24.92
23.945,14.89,-3.37,15.3,21.61
23.954,13.24,-3.28,11.74,18
23.965,11.42,-2.93,8.81,14.72
23.974,9.44,-2.5,6.89,11.95
23.984,7.32,-2.13,5.78,9.57
23.994,5.33,-1.83,5.34,7.77
24.004,3.71,-1.7,4.9,6.38
24.014,2.43,-2.01,4.04,5.13
24.024,1.17,-2.57,2.92,4.07
24.034,-0.04,-3.38,1.98,3.92
24.044,-1.26,-4.41,1.12,4.72
24.054,-2.57,-5.52,0.33,6.1
24.064,-4.03,-6.64,-0.35,7.78
24.074,-5.67,-7.83,-0.91,9.71
24.084,-7.42,-8.93,-1.17,11.67
24.094,-8.93,-10.12,-1.07,13.54
24.104,-10.05,-11.46,-0.81,15.26
24.114,-10.63,-12.68,-0.86,16.57
24.124,-10.88,-13.49,-1.39,17.39
24.134,-10.86,-13.83,-2.02,17.7
24.144,-10.93,-14.14,-2.2,18.01
24.154,-10.92,-14.58,-1.75,18.31
24.164,-10.61,-15.01,-0.83,18.4
24.174,-9.79,-15,0.19,17.91
24.184,-8.27,-14.12,0.89,16.39
24.194,-6.2,-13.11,1.1,14.55
24.204,-3.42,-12.26,1.12,12.78
24.214,0.26,-11.76,1.02,11.81
24.224,4.47,-11.49,0.5,12.34
24.234,8.61,-10.95,-0.23,13.93
24.244,12.69,-10.03,-0.52,16.18
24.254,16.56,-8.72,-0.37,18.72
24.264,19.4,-7.12,-0.19,20.66
24.274,21.69,-5.66,-0.39,22.42
24.284,23.4,-4.37,-1.05,23.83
24.294,24.02,-2.75,-1.58,24.23
24.304,24.2,-0.77,-1.15,24.24
24.314,24.47,1.34,0.55,24.52
24.324,24.29,3.1,2.72,24.64
24.334,23.09,4.04,4.16,23.81
24.344,21.12,4.21,4.88,22.08
24.354,18.51,4.03,5.38,19.69
24.364,15.49,3.8,5.76,16.96
24.374,12.28,3.7,5.94,14.13
24.383,9.13,3.84,5.78,11.47
24.393,6.43,4.16,5.43,9.39
24.403,4.02,4.74,5.08,8.03
24.413,1.77,5.55,4.87,7.59
24.423,-0.24,6.62,4.92,8.25
24.433,-1.98,7.96,5.16,9.68
24.443,-3.47,9.41,5.43,11.4
24.453,-4.67,10.78,5.61,13.02
24.463,-5.68,11.97,5.68,14.42
24.473,-6.53,12.77,5.66,15.42
24.483,-7.35,13.15,5.49,16.03
24.493,-8.14,13.25,5.25,16.41
24.503,-9.16,13.34,4.91,16.91
24.513,-10.27,13.47,4.6,17.56
24.523,-11.14,13.45,4.46,18.02
24.533,-11.52,13.04,4.53,17.98
24.543,-11.43,12.24,4.83,17.43
24.553,-11.1,11.43,5.46,16.84
24.563,-10.66,10.71,6.2,16.34
24.573,-10.05,9.98,6.97,15.78
24.583,-9.22,9.28,7.63,15.15
24.593,-8.18,8.56,8.12,14.36
24.603,-6.93,7.76,8.43,13.39
24.613,-5.2,6.85,8.74,12.26
24.623,-3.12,5.9,8.87,11.1
24.633,-0.61,5.22,9.11,10.52
24.643,3.12,4.79,10.11,11.62
24.653,8.24,4.4,11.7,14.97
24.663,13.48,4,12.95,19.12
24.674,17.52,4.12,13,22.2
24.683,20.48,4.98,12.68,24.6
24.693,22.13,6.61,13.29,26.65
24.703,22.76,8.63,14.92,28.55
24.713,23.31,10.33,16.66,30.45
24.724,23.35,9.82,15.34,29.61
24.733,22.33,7.14,11.01,25.9
24.743,20.74,3.8,7.71,22.45
24.753,18.37,0.75,5.02,19.06
24.763,15.29,-2.98,-0.47,15.59
24.773,11.95,-4.99,-1.81,13.08
24.783,8.53,-5.38,-0.92,10.12
24.793,5.45,-5.25,-0.3,7.58
24.803,2.9,-5.03,0.82,5.86
24.813,0.7,-5,1.92,5.4
24.823,-1.41,-5.16,3.11,6.18
24.833,-3.37,-5.47,4.06,7.6
24.843,-5,-6.14,4.44,9.08
24.853,-6.12,-7.24,4.43,10.46
24.863,-7,-8.57,4.42,11.92
24.873,-7.99,-9.9,4.5,13.49
24.883,-8.69,-11.26,4.68,14.97
24.893,-9.27,-12.6,4.85,16.37
24.903,-9.81,-13.84,4.82,17.64
24.913,-10.07,-15.05,4.32,18.61
24.923,-10.03,-15.76,3.41,18.99
24.933,-9.72,-15.89,2.45,18.79
24.943,-9.21,-16.25,1.64,18.75
24.953,-8.49,-16.23,1.03,18.35
24.963,-7.83,-15.81,0.54,17.65
24.973,-7.02,-15.22,0.15,16.76
24.982,-5.85,-14.5,-0.26,15.64
24.993,-4.49,-13.68,-0.7,14.41
25.002,-3.2,-12.96,-1.03,13.39
25.012,-2,-12.25,-1.14,12.46
25.022,-0.39,-11.09,-0.87,11.13
25.032,1.5,-9.48,-0.72,9.63
25.042,3.85,-8.17,-1,9.09
25.052,7.26,-7.54,-0.93,10.51
25.062,11.73,-7.1,0.07,13.71
25.073,16.2,-6.34,1.86,17.49
25.083,19.88,-5.21,4.29,21
25.093,22.81,-4.09,6.08,23.96
25.102,24.38,-3.14,5.53,25.2
25.113,25,-2.54,3.95,25.43
25.123,24.87,-1.83,3.02,25.12
25.133,23.46,-1,2.79,23.65
25.143,21.24,-0.04,2.46,21.39
25.152,18.92,0.98,1.92,19.04
25.163,16.56,1.86,1.67,16.74
25.172,13.77,2.65,1.74,14.13
25.182,10.65,3.42,1.95,11.35
25.192,7.57,4.14,2.07,8.88
25.202,4.87,4.79,2.23,7.19
25.212,2.78,5.23,2.61,6.48
25.222,1.22,5.49,3.43,6.59
25.232,-0.09,5.65,4.44,7.19
25.242,-1.32,5.77,5.46,8.06
25.252,-2.44,5.84,6.31,8.94
25.262,-3.35,5.79,6.9,9.61
25.272,-4.39,5.83,7.2,10.25
25.282,-5.55,6.03,7.22,10.92
25.292,-6.86,6.38,7.11,11.76
25.302,-8.33,7.06,7.03,12.98
25.312,-9.67,7.93,7.15,14.4
25.322,-10.83,8.83,7.36,15.79
25.332,-11.89,9.76,7.5,17.11
25.342,-12.65,10.79,7.7,18.32
25.352,-12.84,11.79,8.27,19.3
25.362,-12.5,12.51,9.08,19.88
25.372,-11.77,12.79,9.75,19.93
25.382,-10.75,12.46,9.99,19.25
25.392,-9.55,11.9,9.72,18.09
25.402,-8.13,11.61,9.27,16.94
25.412,-6.67,10.06,8.52,14.78
25.422,-5.28,8.43,7.67,12.56
25.432,-3.81,7.11,7.15,10.78
25.442,-1.92,6.04,6.92,9.39
25.452,0.82,4.98,6.7,8.39
25.462,4.22,3.79,6.24,8.44
25.472,8.77,2.51,5.89,10.86
25.482,13.54,1.46,5.6,14.73
25.492,16.82,1.44,5.15,17.65
25.502,19.07,2.7,5.26,19.96
25.512,21.25,4.3,6.35,22.59
25.522,23.12,5.96,7.89,25.15
25.532,24.33,7.08,9.35,27.01
25.542,24.36,7.35,10.73,27.61
25.552,23.2,7.58,11.94,27.17
25.562,21.39,5.99,11.52,25.02
25.572,19.3,2.51,8.31,21.17
25.582,16.99,-0.68,4.53,17.6
25.592,14.51,-2.93,2.25,14.97
25.602,11.91,-4.48,1.32,12.79
25.612,9.21,-5.38,1.03,10.72
25.622,6.72,-5.89,0.04,8.93
25.631,4.39,-5.99,-0.49,7.44
25.641,2.38,-5.79,-0.29,6.27
25.651,0.87,-5.69,-0.03,5.76
25.662,-0.29,-5.81,0.09,5.82
25.672,-1.1,-5.98,0.09,6.08
25.681,-1.43,-6.15,0.07,6.31
25.691,-1.62,-6.31,0.07,6.52
25.701,-1.71,-6.46,0.12,6.69
25.711,-1.57,-6.78,0.09,6.96
25.721,-1.38,-7.32,-0.2,7.45
25.731,-1.22,-8,-0.74,8.12
25.741,-1.03,-8.85,-1.47,9.03
25.751,-0.92,-9.78,-2.14,10.05
25.761,-0.91,-10.62,-2.72,11
25.771,-0.87,-11.42,-3.12,11.87
25.781,-0.86,-12.11,-3.28,12.58
25.791,-0.78,-12.57,-3.18,12.99
25.801,-0.47,-12.75,-3.03,13.11
25.811,-0.11,-12.65,-2.79,12.96
25.821,0.21,-12.2,-2.27,12.41
25.831,0.28,-11.34,-1.24,11.41
25.841,0.39,-10.12,1.03,10.18
25.851,1.31,-8.43,5.49,10.15
25.861,3.46,-6.5,10.37,12.72
25.871,5.55,-5.16,9.88,12.45
25.881,5.71,-4.44,4.93,8.75
25.891,4.99,-4.04,1.11,6.51
25.901,5.09,-3.4,0.95,6.2
25.911,5.56,-1.51,4.51,7.31
25.921,4.93,1.55,10.28,11.51
25.931,3.35,3.55,13.32,14.19
25.941,2.24,4.14,11.97,12.86
25.951,2.29,4.06,8.35,9.56
25.961,2.76,3.29,4.81,6.45
25.971,2.66,2.46,3,4.71
25.981,2.31,2.63,3.78,5.15
25.991,2.01,3.39,6.26,7.4
26.001,1.79,3.45,7.98,8.88
26.011,1.66,2.59,7.67,8.26
26.021,1.81,1.69,5.8,6.31
26.031,1.85,0.9,3.68,4.22
26.041,1.62,0.28,2.25,2.79
26.051,1.12,-0.07,1.76,2.09
26.061,0.5,0.01,1.82,1.89
26.071,-0.19,0.32,1.67,1.71
26.081,-0.75,0.59,0.99,1.38
26.091,-1.03,0.77,0.25,1.31
26.101,-1.01,0.85,-0.02,1.32
26.111,-0.66,0.63,-0.2,0.94
26.121,-0.42,0.31,-0.42,0.67
26.131,-0.3,-0.02,-0.61,0.67
26.141,-0.27,-0.42,-0.75,0.91
26.151,-0.24,-0.99,-0.95,1.4
26.161,-0.26,-1.65,-1.08,1.99
26.171,-0.28,-2.31,-1.12,2.58
26.181,-0.28,-2.94,-1.08,3.15
26.191,-0.21,-3.59,-1.24,3.8
26.201,-0.09,-4.16,-1.64,4.47
26.211,-0.05,-4.54,-2.3,5.09
26.221,-0.06,-4.72,-2.97,5.58
26.231,-0.2,-4.64,-3.39,5.76
26.241,-0.33,-4.39,-3.47,5.6
26.251,-0.29,-4.12,-3.31,5.29
26.261,-0.21,-3.91,-2.92,4.88
26.27,-0.18,-3.65,-2.29,4.32
26.28,-0.07,-3.41,-1.5,3.73
26.291,0.08,-3.17,-0.61,3.23
26.3,0.27,-2.97,0.32,3
26.311,0.5,-2.82,1.02,3.04
26.321,0.63,-2.75,1.24,3.08
26.33,0.49,-2.65,1.34,3.01
26.341,0.24,-2.57,1.77,3.13
26.35,0.35,-2.35,2.5,3.45
26.36,1.74,-1.42,2.7,3.51
26.37,3.02,0.44,2.79,4.14
26.38,2.23,0.68,2.47,3.4
26.39,0.55,-1.04,2.41,2.69
26.4,0.29,-1.9,2.79,3.39
26.41,0.34,-2.08,3.51,4.09
26.42,0.19,-1.77,3.7,4.11
26.43,-0.15,-1.43,3.46,3.75
26.44,-0.31,-1.34,3.14,3.43
26.45,-0.34,-1.33,3.06,3.35
26.46,-0.59,-1.17,2.61,2.93
26.47,-1.02,-0.56,2.84,3.07
26.48,-1.44,0.05,2.66,3.02
26.49,-1.46,0.92,2.08,2.71
26.5,-1.48,2.26,1.91,3.31
26.51,-1.69,3.32,1.73,4.1
26.52,-2.16,3.65,1.17,4.39
26.53,-2.38,3.04,0.69,3.92
26.54,-2.02,1.74,0.39,2.69
26.55,-1.55,0.46,0.16,1.63
26.56,-1.12,-0.45,0.14,1.21
26.57,-0.7,-1.13,0.24,1.35
26.58,-0.33,-1.56,0.35,1.63
26.59,-0.02,-1.86,0.53,1.93
26.6,0.24,-2.13,0.67,2.25
26.61,0.47,-2.21,0.56,2.32
26.62,0.7,-2.13,0.37,2.27
26.63,0.86,-2.02,0.27,2.22
26.64,0.91,-1.92,0.25,2.14
26.65,0.92,-1.81,0.22,2.04
26.66,0.87,-1.7,0.13,1.92
26.67,0.78,-1.59,-0.05,1.77
26.68,0.6,-1.49,-0.25,1.62
26.69,0.45,-1.39,-0.38,1.51
26.7,0.36,-1.25,-0.5,1.39
26.71,0.32,-1.11,-0.62,1.31
26.72,0.31,-1.03,-0.74,1.31
26.73,0.34,-0.89,-0.84,1.27
26.74,0.45,-0.76,-0.81,1.2
26.75,0.6,-0.58,-0.63,1.04
26.76,0.65,-0.29,-0.38,0.8
26.77,0.61,-0.07,-0.04,0.62
26.78,0.5,-0.06,0.24,0.56
26.79,0.36,-0.34,0.41,0.65
26.8,0.23,-0.76,0.55,0.97
26.81,0.19,-1.07,0.67,1.28
26.82,0.27,-1.16,0.73,1.4
26.83,0.39,-1.04,0.63,1.28
26.84,0.42,-0.77,0.41,0.97
26.85,0.44,-0.47,0.24,0.69
26.86,0.43,-0.2,0.34,0.58
26.87,0.41,-0.01,0.6,0.73
26.88,0.39,0.16,0.82,0.92
26.89,0.45,0.34,0.84,1.01
26.9,0.64,0.55,0.58,1.03
26.91,0.82,0.63,0.29,1.07
26.92,0.93,0.51,0.12,1.06
26.93,0.93,0.31,0.06,0.98
26.94,0.84,0.1,0.03,0.85
26.949,0.82,-0.15,-0.05,0.83
26.96,0.97,-0.51,-0.02,1.1
26.969,0.82,-0.69,0.13,1.08
26.98,0.58,-0.82,0.44,1.09
26.989,0.42,-0.84,0.81,1.24
26.999,0.34,-0.87,1.13,1.47
27.01,0.49,-0.88,1.37,1.7
27.019,0.8,-0.84,1.57,1.95
27.029,1.13,-0.8,1.71,2.2
27.039,1.48,-0.74,1.76,2.42
27.05,1.83,-0.67,1.76,2.62
27.059,2.09,-0.6,1.75,2.8
27.069,2.27,-0.55,1.72,2.9
27.079,2.27,-0.56,1.57,2.82
27.089,2.08,-0.61,1.26,2.51
27.099,1.8,-0.65,1.09,2.2
27.109,1.42,-0.56,0.93,1.79
27.119,1.09,-0.37,0.66,1.33
27.129,0.86,-0.19,0.49,1.01
27.139,0.74,-0.08,0.21,0.77
27.149,0.66,-0.23,-0.06,0.7
27.159,0.61,-0.45,-0.34,0.83
27.169,0.61,-0.56,-0.56,1
27.179,0.61,-0.51,-0.62,1.01
27.189,0.61,-0.37,-0.48,0.86
27.199,0.62,-0.18,-0.29,0.7
27.209,0.62,0.1,-0.09,0.63
27.219,0.67,0.37,-0.15,0.78
27.229,0.74,0.49,-0.25,0.92
27.239,0.84,0.46,-0.21,0.98
27.249,1.01,0.36,-0.04,1.07
27.259,1.2,0.27,0.2,1.24
27.269,1.36,0.21,0.45,1.44
27.279,1.52,0.14,0.66,1.66
27.289,1.69,0.08,0.83,1.88
27.299,1.84,0.06,0.86,2.03
27.309,1.92,0.14,0.78,2.08
27.319,1.96,0.27,0.63,2.07
27.329,1.96,0.44,0.47,2.06
27.339,1.88,0.66,0.32,2.02
