time,wx,wy,wz
11.789,-0.98,-0.39,-0.69
11.805,-1.04,-0.35,-0.63
11.822,-1.04,-0.32,-0.49
11.839,-1.01,-0.34,-0.3
11.855,-0.96,-0.41,-0.07
11.872,-0.87,-0.47,0.2
11.889,-0.74,-0.46,0.44
11.906,-0.59,-0.42,0.59
11.922,-0.46,-0.4,0.61
11.939,-0.37,-0.37,0.54
11.955,-0.27,-0.29,0.4
11.972,-0.2,-0.19,0.24
11.989,-0.15,-0.1,0.07
12.005,-0.12,-0.05,-0.09
12.022,-0.08,-0.03,-0.19
12.039,-0.02,-0.03,-0.2
12.055,0.06,-0.02,-0.15
12.072,0.14,-0.04,-0.04
12.089,0.2,-0.07,0.11
12.105,0.23,-0.1,0.28
12.122,0.24,-0.09,0.44
12.139,0.24,-0.08,0.55
12.155,0.23,-0.11,0.57
12.172,0.19,-0.19,0.53
12.189,0.18,-0.3,0.46
12.205,0.16,-0.37,0.36
12.222,-0.01,-0.24,0.21
12.253,-0.09,-0.06,0.17
12.269,-0.16,0.1,0.14
12.286,-0.22,0.23,0.13
12.303,-0.26,0.33,0.11
12.319,-0.28,0.38,0.11
12.336,-0.25,0.39,0.12
12.352,-0.18,0.27,0.19
12.386,-0.16,0.23,0.27
12.403,-0.18,0.42,0.43
12.419,-0.23,0.54,0.42
12.453,-0.46,0.58,0.21
12.469,-0.54,0.61,0.07
12.486,-0.56,0.72,-0.05
12.503,-0.45,0.83,-0.16
12.519,-0.28,0.92,-0.27
12.536,-0.1,0.91,-0.26
12.552,0.42,0.6,-0.31
12.569,1.43,-0.08,-0.62
12.589,2.3,-0.7,-1.13
12.605,2.59,-1.14,-1.57
12.622,2.45,-1.23,-1.68
12.639,1.58,-1.12,-1.22
12.656,0.25,-1.47,-0.66
12.672,-0.54,-1.75,-0.18
12.689,-0.66,-1.59,0.3
12.706,-0.64,-1.43,0.55
12.722,-0.35,-1.05,0.45
12.739,0.16,-0.66,0.02
12.756,0.6,-0.52,-0.5
12.772,1.06,-0.39,-0.99
12.789,1.13,0.08,-1.37
12.811,0.5,-0.89,-1.3
12.836,1.04,-1.15,-0.84
12.853,1.64,-0.69,-0.32
12.869,1.62,0.13,0.05
12.886,0.73,0.67,0.27
12.903,-0.15,0.68,0.33
12.919,-0.42,0.71,0.33
12.936,-0.28,0.86,0.29
12.969,-0.3,0.84,0.17
12.986,-0.45,0.86,-0.17
13.003,-0.64,0.79,-0.27
13.036,-1,0.47,-0.22
13.053,-1.05,0.33,-0.13
13.069,-1.08,0.2,-0.04
13.089,-1.07,0.07,0.03
13.106,-1,-0.06,0.04
13.122,-0.85,-0.12,-0.01
13.139,-0.67,-0.13,-0.11
13.155,-0.5,-0.1,-0.23
13.172,-0.34,0.03,-0.35
13.189,-0.14,0.35,-0.43
13.206,0.26,0.52,-0.3
13.222,0.95,0.14,-0.03
13.239,1.51,-0.68,0.17
13.256,1.94,-1.46,0.38
13.272,2.03,-1.27,0.64
13.289,0.92,0.52,0.94
13.306,0.04,0.5,1
13.322,-0.14,-0.17,0.8
13.339,0.15,-0.4,0.37
13.356,0.53,-0.2,-0.04
13.372,0.87,0.33,-0.3
13.389,1.13,0.71,-0.44
13.406,0.96,0.45,-0.55
13.422,0.44,-0.28,-0.66
13.439,0.05,-0.59,-0.68
13.456,-0.17,-0.54,-0.58
13.486,-0.23,-0.62,-0.51
13.503,-0.28,-0.66,-0.41
13.519,-0.29,-0.6,-0.32
13.536,-0.3,-0.45,-0.24
13.553,-0.33,-0.26,-0.2
13.569,-0.39,-0.09,-0.18
13.589,-0.4,0.14,0.04
13.606,-0.29,0.15,0.26
13.622,-0.09,0.07,0.49
13.639,0.18,-0.03,0.69
13.656,0.46,-0.05,0.84
13.672,0.73,0.09,0.9
13.689,0.95,0.29,0.86
13.706,1.08,0.47,0.71
13.722,1.13,0.55,0.49
13.739,1.12,0.55,0.24
13.756,1.07,0.53,0
13.773,0.98,0.53,-0.19
13.789,0.83,0.61,-0.27
