time,ax,ay,az,atotal
8.687,-0.65,-10.94,2.84,11.33
8.697,0.58,-8.52,4.81,9.8
8.707,2.79,-5.54,6.73,9.16
8.717,5.5,-2.71,8.06,10.13
8.727,8.24,-0.16,8.98,12.19
8.737,10.78,2.37,9.34,14.46
8.747,12.74,4.5,8.96,16.21
8.757,13.42,5.84,8.35,16.85
8.767,13.22,6.34,7.58,16.51
8.777,11.53,6.47,7.33,15.11
8.787,9.4,6.94,7.19,13.72
8.797,7.94,7.39,5.92,12.35
8.807,6.43,7.28,4.66,10.77
8.817,5.25,6.51,4.18,9.35
8.827,3.84,4.68,3.4,6.95
8.837,2.22,1.39,2.16,3.4
8.847,0.7,-2.94,0.78,3.13
8.857,-0.76,-7.25,-0.69,7.32
8.867,-2.03,-10.78,-2.2,11.19
8.877,-2.82,-13.41,-4.03,14.29
8.887,-2.36,-15.2,-5.37,16.3
8.897,-1.09,-15.68,-6.19,16.89
8.907,0.06,-15.21,-6.6,16.58
8.917,0.64,-13.88,-6.17,15.2
8.927,1.05,-11.66,-5.26,12.84
8.937,0.78,-9.19,-4.59,10.3
8.947,0.17,-6.21,-3.67,7.21
8.957,-0.38,-3.06,-2.8,4.16
8.967,-0.94,-0.09,-2.04,2.25
8.977,-1.65,2.68,-1.08,3.32
8.987,-2.32,5.04,0.41,5.57
8.997,-2.63,7.1,2.36,7.93
9.007,-2.28,8.63,4.13,9.83
9.017,-1.46,9.28,4.9,10.59
9.027,-0.6,8.9,4.75,10.1
9.037,0.53,7.8,4.51,9.03
9.047,1.98,6.7,4.43,8.27
9.057,3.68,6.1,4.63,8.49
9.067,5.88,6.15,5.07,9.91
9.077,9.13,7.05,5.61,12.83
9.087,13.71,8.25,6.41,17.23
9.097,18.04,8.38,6.8,21.02
9.107,20.19,7.4,5.78,22.27
9.117,20.31,6.96,4.36,21.91
9.127,20.01,7.4,3.32,21.59
9.137,19.47,7.92,2.01,21.11
9.147,18.24,8.73,1.32,20.27
9.157,17.83,9.55,1.95,20.32
9.167,15.75,9.85,1.78,18.67
9.176,11.84,9.36,0.82,15.11
9.186,7.72,8.36,0.12,11.39
9.196,2.98,7.04,-0.56,7.67
9.206,-1.68,5.49,-0.85,5.81
9.216,-5.87,3.97,-0.77,7.13
9.226,-9.16,2.5,-0.72,9.52
9.236,-10.91,1.02,-0.76,10.98
9.246,-11.45,-0.41,-0.99,11.5
9.256,-11.36,-1.89,-1.53,11.62
9.266,-10.86,-3.66,-2.52,11.73
9.277,-10.15,-5.12,-2.57,11.66
9.286,-9.08,-6.31,-2.65,11.37
9.296,-7.82,-7.23,-3.36,11.17
9.306,-6.72,-7.66,-4.45,11.12
9.316,-5.9,-7.77,-5.35,11.13
9.326,-5.26,-7.67,-5.5,10.8
9.336,-4.72,-7.46,-4.86,10.08
9.346,-4.2,-7.34,-3.79,9.27
9.356,-3.55,-7.27,-2.61,8.5
9.366,-2.69,-7.29,-1.58,7.93
9.376,-1.86,-7.44,-0.78,7.71
9.386,-1.43,-7.54,-0.07,7.68
9.396,-0.88,-7.23,1.15,7.37
9.406,0.14,-5.82,3.17,6.63
9.416,2.02,-2.87,5.94,6.9
9.426,4.59,0.85,9.27,10.38
9.436,7.31,4.92,11.94,14.84
9.446,10.24,9.25,13.27,19.14
9.456,13.08,12.33,14.31,22.98
9.466,14.72,13.86,14.34,24.78
9.476,13.46,13.5,12.74,22.93
9.487,11.21,12.67,11.06,20.21
9.496,9.86,11.45,8.24,17.2
9.506,7.37,8.74,4.12,12.15
9.516,4.81,5.55,0.78,7.39
9.526,3.06,2.61,-0.86,4.11
9.536,1.77,-0.26,-1.68,2.46
9.546,0.68,-3.15,-2.1,3.85
9.556,-0.35,-6.11,-2.1,6.48
9.566,-1.15,-9.22,-1.67,9.44
9.576,-1.67,-12.4,-1.4,12.59
9.586,-2.12,-15.18,-1.69,15.42
9.596,-2.11,-16.79,-2.55,17.11
9.606,-1.71,-16.91,-3.52,17.36
9.616,-1.67,-16.02,-4.07,16.61
9.626,-2.11,-14.35,-3.96,15.03
9.636,-2.73,-11.72,-3.02,12.41
9.646,-3.56,-8.6,-1.35,9.41
9.656,-3.93,-5.42,0.57,6.72
9.666,-3.78,-2.46,1.63,4.79
9.676,-3.81,0.1,1.54,4.11
9.686,-3.92,2.35,1.49,4.81
9.696,-3.87,4.13,2.24,6.09
9.706,-3.4,5.33,3.38,7.17
9.716,-2.35,5.86,3.97,7.46
9.726,-0.74,5.76,3.77,6.93
9.736,1.03,5.22,3.01,6.11
9.746,2.56,4.87,1.88,5.81
9.756,4.17,4.8,0.72,6.4
9.766,6.23,5.15,0.46,8.1
9.775,8.58,6.06,0.97,10.54
9.786,10.74,7.39,1.78,13.15
9.796,12.39,8.36,2.88,15.23
9.805,13.18,8.61,3.63,16.16
9.816,12.5,8.92,3.63,15.78
9.826,12.6,9.36,4.04,16.21
9.836,13,9.73,4.3,16.8
9.846,11.93,10.03,4.16,16.13
9.855,11.17,9.94,5.05,15.78
9.865,9.73,9.4,5.72,14.68
9.875,7.36,8.64,5.48,12.61
9.886,4.81,7.82,4.74,10.33
9.896,2.01,7.12,3.87,8.35
9.905,-0.85,6.69,3.06,7.41
9.915,-3.95,6.38,2.39,7.87
9.925,-7.05,6.13,2.38,9.64
9.935,-9.5,5.79,3.16,11.56
9.945,-10.39,5.34,4.06,12.36
9.955,-10.3,4.73,4,12.02
9.965,-10.08,3.86,2.93,11.18
9.975,-9.48,2.89,1.68,10.05
9.985,-8.38,2.05,0.78,8.66
9.995,-7.72,1.28,-0.35,7.83
10.005,-7.24,0.75,-1.49,7.43
10.015,-6.35,0.46,-2.35,6.79
10.025,-5.24,0.11,-2.99,6.03
10.035,-4.14,-0.54,-3.09,5.2
10.045,-3.25,-1.71,-2.65,4.53
10.055,-2.39,-3.23,-2.04,4.51
10.065,-1.49,-5,-1.58,5.45
10.075,-0.6,-6.72,-1.41,6.89
10.085,0.22,-8.05,-1.45,8.18
10.095,0.66,-9.26,-1.17,9.35
10.105,0.3,-10,-0.21,10.01
10.115,0.35,-9.22,2.51,9.56
10.125,1.46,-5.34,6.73,8.71
10.135,3.27,-0.16,11.83,12.27
10.145,6.97,5.51,16.29,18.56
10.155,13.05,10.03,17.58,24.08
10.165,17.69,12.14,16.73,27.2
10.176,19.35,12.89,16.58,28.55
10.185,18.4,11.46,16.08,26.99
10.195,15.72,9.42,13.7,22.89
10.205,12.76,6.77,8.28,16.65
10.215,9.39,3.34,2.85,10.36
10.225,6.24,0.41,0.54,6.28
10.235,4.2,-1.84,-0.04,4.58
10.245,3.04,-3.58,-0.65,4.74
10.255,2.19,-5.19,-0.88,5.7
10.265,1.69,-6.85,-1.24,7.17
10.275,0.95,-8.56,-1.9,8.82
10.285,-0.2,-10.35,-2.47,10.64
10.295,-1.04,-11.9,-2.81,12.27
10.305,-1.42,-12.72,-3.28,13.21
10.315,-1.62,-12.83,-4.19,13.6
10.325,-2.03,-12.31,-4.73,13.34
10.335,-2.64,-11.09,-4.52,12.26
10.345,-3.74,-9.45,-3.76,10.84
10.355,-4.99,-7.43,-2.53,9.3
10.365,-5.83,-5.03,-1.21,7.8
10.375,-6.34,-2.65,-0.46,6.88
10.385,-6.01,-0.6,-0.15,6.04
10.394,-5,1.13,0.21,5.13
10.404,-4.27,2.53,0.64,5.01
10.415,-3.94,3.46,1.27,5.4
10.424,-3.22,4.03,2.2,5.61
10.435,-1.32,4.37,3.17,5.56
10.444,1.13,4.47,3.56,5.83
10.454,3.21,4.65,3.54,6.66
10.464,4.97,5.04,3.87,8.07
10.474,6.75,5.68,4.94,10.11
10.485,9.79,6.56,6.47,13.44
10.495,14.26,7.44,7.1,17.58
10.505,17.4,7.56,6.11,19.93
10.515,18.53,6.59,4.75,20.23
10.525,17.62,5.59,3.79,18.87
10.535,16.07,6,4.27,17.67
10.545,14.55,7.49,5.11,17.14
10.555,12.88,9.32,4.84,16.62
10.565,12.01,11.25,4.6,17.09
10.574,11.77,12.61,4.45,17.81
10.584,10.48,12.87,3.79,17.02
10.594,8.38,12.86,3.27,15.7
10.604,5.77,12.67,3.29,14.3
10.614,2.55,11.75,3.77,12.6
10.624,-0.67,9.77,3.95,10.56
10.634,-3.9,7.59,3.67,9.29
10.644,-6.44,5.59,3.47,9.21
10.654,-7.57,3.73,3.42,9.1
10.664,-7.45,2.1,3.15,8.36
10.674,-6.6,0.6,2.2,6.98
10.684,-5.59,-0.82,0.68,5.69
10.694,-5.04,-2.26,-0.82,5.58
10.704,-4.7,-3.54,-1.85,6.17
10.714,-4.16,-4.44,-2.35,6.52
10.724,-3.37,-5.08,-2.53,6.6
10.734,-2.52,-5.52,-2.7,6.64
10.744,-1.74,-5.98,-3,6.91
10.754,-1.18,-6.65,-3.1,7.43
10.764,-0.82,-7.54,-2.9,8.12
10.774,-0.65,-8.54,-2.62,8.95
10.784,-0.3,-9.53,-2.07,9.76
10.794,0.33,-10.36,-1.24,10.44
10.804,0.87,-10.77,-0.14,10.8
10.814,1.4,-10.25,2.01,10.54
10.824,2.57,-7.28,5.85,9.69
10.834,5.65,-2.66,11.97,13.5
10.844,10.28,2.08,16.81,19.81
10.854,14.39,5.74,15.76,22.1
10.864,18.48,7.34,13.45,24.01
10.874,21.13,8.28,12.71,26.01
10.884,20.89,8.03,11.32,25.08
10.894,17.97,6.75,8.83,21.13
10.904,14.21,6.06,5.67,16.46
10.914,10.88,5.23,3.22,12.49
10.924,7.62,4.02,2.24,8.9
10.934,5.31,2.74,2.25,6.38
10.944,4.01,1.12,2.46,4.84
10.954,2.39,-1.17,2.28,3.51
10.964,0.23,-3.94,2.17,4.5
10.974,-1.6,-6.97,2.44,7.56
10.984,-2.66,-9.94,2.44,10.57
10.994,-3.41,-12.87,1.74,13.43
11.004,-4.12,-15.46,0.07,16
11.014,-5.22,-16.68,-2.44,17.64
11.024,-5.88,-16.36,-4.24,17.89
11.034,-5.47,-14.62,-4.63,16.28
11.044,-4.09,-11.64,-3.99,12.96
11.054,-2.54,-8.18,-3.41,9.22
11.064,-1.29,-5.18,-3.39,6.33
11.073,-0.18,-2.57,-3.44,4.3
11.084,1.15,-0.08,-3.09,3.29
11.094,2.16,2.13,-2.15,3.72
11.103,2.71,4.04,-0.86,4.94
11.114,2.7,5.52,0.09,6.15
11.123,2.39,6.47,0.61,6.92
11.134,2.5,7.12,0.9,7.6
11.144,2.94,7.68,1.25,8.32
11.154,3.31,8.08,1.65,8.89
11.163,3.8,8.47,2.06,9.51
11.173,4.99,9.15,2.5,10.72
11.183,7.25,10.09,3.14,12.81
11.194,10.13,10.98,3.76,15.4
11.203,13.34,11.36,4.57,18.11
11.214,15.56,10.49,4.71,19.34
11.224,14.09,8.8,3.16,16.91
11.234,12.15,8.11,2.5,14.82
11.244,12.58,8.54,3.55,15.62
11.254,12.49,9.29,3.7,16
11.264,11.94,10.04,3.78,16.05
11.273,12.23,10.75,5.14,17.07
11.283,12.24,11.12,7.05,17.97
11.294,11.36,10.77,8.35,17.75
11.303,9.68,9.73,8.24,16.01
11.313,7.58,8.17,7.25,13.3
11.323,4.94,6.34,6.19,10.15
11.333,1.86,4.62,4.82,6.93
11.343,-0.9,3.21,3.28,4.67
11.353,-2.6,1.95,1.62,3.63
11.363,-3.48,0.61,-0.26,3.54
11.373,-3.86,-0.73,-2.37,4.59
11.383,-3.7,-1.87,-4.09,5.83
11.393,-3.09,-2.93,-5.04,6.59
11.403,-2.64,-4,-5.61,7.38
11.413,-2.52,-5.09,-5.82,8.13
11.423,-2.45,-6.16,-5.41,8.55
11.433,-2.17,-7.27,-4.67,8.91
11.443,-1.96,-8.64,-4.12,9.77
11.453,-1.97,-9.65,-4.1,10.66
11.463,-2.06,-10.36,-4.02,11.31
11.473,-1.91,-11.24,-3.33,11.87
11.483,-1.51,-12.14,-2.24,12.44
11.493,-1.46,-12.84,-1.48,13.01
11.503,-1.48,-13.41,-0.6,13.5
11.513,-1.19,-13.67,0.85,13.75
11.523,-1.03,-13.25,2.77,13.58
11.533,-0.63,-10.94,5.44,12.23
11.543,0.69,-6.16,8.59,10.59
11.553,2.78,-1.54,10.91,11.37
11.563,4.13,1.85,10.12,11.09
11.573,5.24,4.85,8.59,11.17
11.583,7.37,7.59,9.25,14.05
11.593,9.5,9.72,10.47,17.16
11.603,9.5,10.51,10.27,17.5
11.613,7.27,10.57,9.4,15.9
11.623,5.16,10.31,8.23,14.16
11.633,3.57,8.91,5.93,11.29
11.643,1.09,6.72,3.06,7.47
11.653,-1.66,4.47,1.29,4.94
11.663,-3.16,1.9,0.36,3.7
11.673,-3.81,-1.4,-0.63,4.11
11.683,-4.07,-5.27,-1.89,6.92
11.693,-3.72,-9.23,-2.66,10.3
11.703,-3.21,-13.14,-2.59,13.78
11.713,-2.68,-17,-2.88,17.45
11.723,-1.46,-20.16,-3.63,20.53
11.733,0.67,-21.51,-3.87,21.87
11.743,2.66,-21.31,-3.98,21.84
11.752,4.25,-21.45,-4.26,22.28
11.763,5.12,-19.7,-4.89,20.93
11.772,5.33,-16.13,-5.87,17.98
11.783,6.25,-12.63,-5.97,15.3
11.793,6.86,-8.22,-5.41,12
11.802,6.48,-3.92,-5.18,9.17
11.812,5.34,0.1,-5.04,7.35
11.822,3.79,3.65,-4.28,6.78
11.832,2.76,6.38,-2.44,7.37
11.843,2.18,8.55,0.02,8.82
11.853,1.93,10.01,1.71,10.34
11.862,1.8,10.82,2.21,11.19
11.872,1.87,11.48,2.61,11.92
11.882,1.97,11.81,3.41,12.45
11.892,2.42,11.91,4.32,12.9
11.902,4.09,12.37,4.93,13.93
11.912,7.17,12.9,5.13,15.63
11.922,10.82,12.75,4.87,17.42
11.932,14.32,11.57,4.54,18.96
11.942,16.05,9.44,4.12,19.07
11.953,14.38,7.47,3.35,16.55
11.962,13.84,7.22,4.59,16.27
11.972,15.79,7.52,5.92,18.46
11.982,16.11,7.52,4.13,18.25
11.992,15.81,7.58,2.32,17.69
12.002,15.32,7.89,1.95,17.34
12.012,13.51,8.54,2.37,16.16
12.022,11.06,9.27,3.28,14.8
12.032,8.62,9.46,3.67,13.31
12.042,5.94,8.9,2.76,11.06
12.052,3.01,7.89,1.49,8.58
12.062,0.11,6.85,0.79,6.89
12.072,-2.24,5.9,0.62,6.34
12.082,-3.1,4.87,0.52,5.8
12.092,-2.83,3.42,0.06,4.44
12.102,-2.24,1.58,-0.87,2.87
12.112,-1.63,-0.42,-1.88,2.52
12.122,-1.21,-2.43,-2.58,3.74
12.132,-0.96,-4.25,-2.33,4.94
12.142,-0.87,-5.94,-1.84,6.28
12.152,-0.6,-7.41,-1.57,7.6
12.162,-0.45,-8.73,-1.67,8.9
12.172,-0.61,-9.93,-1.78,10.1
12.182,-0.58,-11.07,-1.55,11.19
12.192,-0.08,-12.21,-0.93,12.24
12.202,0.35,-13.4,-0.31,13.41
12.212,0.36,-14.49,0.12,14.49
12.222,0.18,-14.99,0.57,15
12.232,-0.04,-15.03,1.37,15.1
12.242,-0.27,-13.94,2.42,14.15
12.252,-0.01,-10.89,4.24,11.69
12.262,1.03,-6.22,6.86,9.31
12.272,3.15,-1.01,9.56,10.12
12.282,6.47,3.21,10.14,12.44
12.292,10.95,6.24,8.73,15.33
12.302,14.48,8.4,8.42,18.74
12.312,15.84,8.83,9.11,20.3
12.322,15.64,9.5,8.64,20.23
12.332,14.27,8.69,5.61,17.62
12.342,12.57,6.69,1.92,14.37
12.352,10.8,5,-0.46,11.91
12.361,8.71,3.75,-1.71,9.64
12.371,6.57,2.86,-2.08,7.46
12.381,5.25,1.87,-1.71,5.83
12.391,4.48,0.25,-1.4,4.7
12.401,3.32,-1.98,-1.57,4.17
12.411,1.96,-4.05,-2.78,5.29
12.421,1.37,-6.1,-3.81,7.32
12.431,1.78,-8.56,-3.39,9.37
12.441,1.87,-10.75,-4,11.62
12.451,2.1,-12.55,-5.52,13.87
12.461,2.92,-13.35,-7.14,15.42
12.471,3.56,-13.26,-7.72,15.75
12.481,3.6,-12.4,-6.96,14.67
12.491,3.08,-10.7,-4.67,12.07
12.501,2.19,-8.18,-1.72,8.64
12.511,1.18,-5.29,0.29,5.43
12.521,0.29,-2.3,0.92,2.5
12.531,-0.21,0.73,1.36,1.56
12.541,-0.68,3.8,2.65,4.68
12.551,-1.24,6.77,4.77,8.38
12.561,-1.65,9.26,6.73,11.56
12.571,-1.9,11,7.42,13.4
12.581,-1.87,12.2,7.2,14.29
12.591,-1.25,12.99,7.29,14.95
12.601,-0.35,13.64,7.87,15.75
12.611,0.31,14.36,8.6,16.74
12.621,1.49,15.32,9.08,17.87
12.631,2.91,16.24,8.15,18.41
12.641,4.56,16.53,6.49,18.33
12.651,6.99,15.72,5.55,18.08
12.661,8.22,14.26,5.65,17.4
12.671,10.28,13.28,7.84,18.53
12.681,12.33,12.77,8.79,19.8
12.691,12.62,11.84,6.4,18.45
12.701,12.25,10.91,4.54,17.02
12.711,12.55,10.51,5.43,17.24
12.721,12.34,10.1,6.58,17.25
12.731,11.55,9.42,6.2,16.14
12.741,11.04,8.64,5.11,14.92
12.751,10.57,7.57,4.13,13.64
12.761,9.42,5.97,3.01,11.55
12.771,8.03,3.86,1.89,9.1
12.781,6.44,1.49,0.87,6.67
12.791,4.89,-0.73,-0.25,4.95
12.801,3.62,-2.63,-1.44,4.7
12.811,2.84,-4.19,-2.46,5.62
12.821,2.3,-5.5,-3.21,6.77
12.831,1.89,-6.66,-3.34,7.69
12.841,1.81,-7.61,-2.91,8.34
12.851,2.1,-8.35,-2.3,8.91
12.861,2.22,-9.11,-1.95,9.58
12.871,1.87,-9.92,-1.61,10.22
12.881,1.53,-10.7,-0.92,10.84
12.891,1.28,-11.34,-0.09,11.41
12.901,1.16,-11.77,0.66,11.85
12.911,1.28,-11.94,1.43,12.09
12.921,1.71,-11.88,2.5,12.26
12.931,2.19,-11.56,3.76,12.36
12.941,2.79,-10.86,4.79,12.19
12.951,3.43,-9.67,5.56,11.67
12.961,4.51,-7.93,6.53,11.22
12.971,6.53,-5.76,7.99,11.82
12.981,9.49,-3.58,9.41,13.83
12.991,11.78,-1.48,9.68,15.31
13.001,13.93,0.38,9.01,16.6
13.011,15.44,1.3,7.54,17.23
13.021,15.1,0.93,5.59,16.13
13.03,13.73,-0.09,3.93,14.28
13.04,11.81,-0.59,2.7,12.13
13.051,9.72,-0.3,1.63,9.86
13.061,7.86,0.08,1.12,7.94
13.071,6.25,0.53,1.17,6.38
13.08,5.14,1.13,1.26,5.41
13.091,5.28,1.92,1.44,5.81
13.1,7.03,2.19,1.79,7.57
13.111,9,0.81,1.96,9.25
13.12,9.76,-1.97,1.48,10.06
13.13,9.21,-5.19,-0.27,10.58
13.14,8.32,-7.99,-2.71,11.85
13.151,7.98,-10.63,-4.4,14
13.161,7.85,-12.4,-6.73,16.14
13.17,7.67,-12.98,-8.96,17.53
13.18,7.36,-12.34,-9.83,17.41
13.19,6.85,-10.52,-9.01,15.45
13.2,5.61,-7.85,-6.51,11.64
13.21,3.95,-4.66,-2.92,6.77
13.22,2.61,-1.28,0.21,2.91
13.23,1.23,2.08,1.62,2.91
13.24,0.29,5.23,2.44,5.78
13.25,-0.14,8.04,3.97,8.97
13.26,-0.54,10.58,5.78,12.07
13.27,-0.87,12.36,6.8,14.13
13.28,-0.7,13.42,7.04,15.18
13.29,-0.21,13.76,7.22,15.54
13.3,0.09,13.44,7.63,15.45
13.31,0.56,12.92,8.14,15.28
13.32,1.34,12.58,8.23,15.09
13.33,2.73,12.55,7.68,14.97
13.34,5.57,13.19,6.96,15.92
13.35,9.27,14.24,6.69,18.26
13.36,11.52,14.44,6.59,19.62
13.371,11.53,13.33,6.42,18.76
13.381,10.42,11.77,6.92,17.18
13.39,10.43,10.63,8.48,17.14
13.4,10.18,9.72,8.18,16.28
13.41,8.74,9.03,6.43,14.12
13.42,7.21,8.84,6.61,13.19
13.43,6.95,9.32,8.41,14.35
13.44,7.42,10.24,9.14,15.6
13.45,7.97,11.27,8.67,16.3
13.46,8.25,11.98,8.4,16.79
13.47,8.51,11.92,8.1,16.74
13.48,8.67,10.92,6.41,15.34
13.49,8.07,9.06,3.59,12.65
13.5,7.02,6.51,1.42,9.68
13.51,5.98,3.66,0.18,7.01
13.52,5.13,0.8,-0.88,5.27
13.53,4.7,-1.77,-2.07,5.44
13.54,4.6,-3.98,-3.22,6.88
13.55,4.6,-6.02,-3.92,8.53
13.56,4.42,-8.02,-4.03,10
13.57,4.1,-9.9,-3.84,11.38
13.58,3.49,-11.27,-3.79,12.39
13.59,2.87,-12.1,-3.32,12.87
13.6,2.32,-12.69,-2.72,13.19
13.61,1.85,-13.21,-2.52,13.57
13.62,1.54,-13.74,-2.42,14.04
13.63,1.38,-14.26,-1.99,14.46
13.64,1.54,-14.52,-1.47,14.68
13.65,1.92,-14.48,-0.56,14.61
13.66,2.01,-14.32,0.61,14.48
13.67,2.18,-13.16,1.91,13.48
13.68,3,-10.47,3.15,11.34
13.69,4.59,-7.53,4.03,9.69
13.7,6.65,-4.62,4.25,9.15
13.71,8.4,-1.37,4.06,9.43
13.72,10.03,2.09,4.57,11.22
13.729,11.62,5.22,5.8,14
13.739,11.67,7.51,6.87,15.48
13.749,10.97,8.71,6.64,15.5
13.76,9.51,8.88,4.55,13.78
13.769,7.88,7.82,1.86,11.26
13.779,6.78,6.19,-0.37,9.19
13.79,5.49,4.74,-1.83,7.47
13.799,4.04,3.17,-2.01,5.51
13.809,2.87,1.39,-1.35,3.46
13.819,3.34,-0.55,-0.61,3.44
13.829,4.48,-2.81,-0.6,5.32
13.839,4.07,-5.44,-1.09,6.89
13.849,3.35,-8.1,-1.17,8.84
13.859,2.86,-10.57,-1.32,11.03
13.869,2.23,-12.78,-2.08,13.14
13.879,2.06,-14.17,-3.13,14.66
13.889,2.68,-14.68,-3.94,15.43
13.899,3.29,-14.4,-4.31,15.39
13.909,3.64,-14.04,-4.03,15.05
13.919,4.23,-12.71,-2.97,13.72
13.929,4.36,-10.29,-1.91,11.34
13.939,3.91,-7.58,-0.96,8.58
13.949,3.44,-4.8,0.09,5.91
13.959,3.12,-2.13,1.05,3.92
13.969,2.7,0.63,1.77,3.29
13.979,2.18,3.47,2.41,4.75
13.989,1.67,6.04,3.31,7.09
13.999,1.6,8.19,4.8,9.63
14.009,1.99,10.24,6.74,12.42
14.019,2.56,11.93,8.28,14.74
14.029,3.13,12.86,8.87,15.93
14.039,3.54,13.22,8.92,16.33
14.049,4.8,13.28,9.74,17.15
14.059,7.09,13.32,10.55,18.41
14.069,9.4,13.26,9.75,18.95
14.079,12.14,12.75,8.42,19.51
14.089,14.53,11.05,7.15,19.61
14.099,14.45,8.49,5.36,17.6
14.109,12.76,6.7,4.37,15.06
14.119,12.21,6.03,4.98,14.5
14.129,11.32,5.74,4.56,13.49
14.139,9.21,6.03,3.85,11.66
14.149,8.28,6.83,4.98,11.84
14.159,7.89,7.9,6.55,12.94
14.169,6.97,9.15,7.13,13.54
14.179,6.01,10.22,7.14,13.84
14.189,4.94,10.62,6.99,13.64
14.199,3.79,10.1,6.48,12.58
14.209,2.61,8.68,5.3,10.5
14.219,1.02,6.74,3.79,7.8
14.229,-0.37,4.72,2.65,5.43
14.239,-1.06,2.86,1.67,3.47
14.249,-1.03,1.26,0.66,1.75
14.259,-0.36,-0.13,-0.3,0.49
14.269,0.32,-1.39,-1.18,1.85
14.279,0.73,-2.63,-1.79,3.26
14.289,0.92,-3.88,-2.07,4.49
14.299,0.89,-5.15,-2.22,5.67
14.309,1.11,-6.3,-2.43,6.85
14.319,1.55,-7.42,-2.92,8.12
14.329,1.6,-8.51,-3.61,9.39
14.339,1.31,-9.24,-4.25,10.25
14.349,1.09,-9.72,-4.44,10.74
14.359,1.03,-10.33,-4.1,11.16
14.369,1.12,-10.89,-3.41,11.47
14.379,1.27,-11.37,-2.56,11.72
14.389,1.28,-11.76,-1.67,11.95
14.399,1.3,-11.98,-0.45,12.06
14.408,1.54,-11.68,1.01,11.82
14.419,1.49,-10.12,2.92,10.64
14.429,1.7,-6.84,5.5,8.94
14.438,2.91,-2.73,8.7,9.57
14.449,5.96,1.97,11.3,12.93
14.459,10.56,5.99,11.46,16.7
14.468,14.04,8.26,9.3,18.75
14.478,14.84,8.96,7.32,18.81
14.488,14.11,8.25,7.28,17.9
14.498,12.8,6.57,7.8,16.37
14.508,10.69,4.85,5.59,13
14.518,8.31,3.22,1.82,9.1
14.528,5.96,1.88,-0.7,6.29
14.538,4.08,1.08,-1.11,4.36
14.548,3.08,0.55,-0.33,3.15
14.558,2.49,-0.21,0.25,2.51
14.568,2.79,-1.37,0.33,3.13
14.578,4.09,-3.1,0.18,5.13
14.588,4.73,-5.46,-0.42,7.23
14.598,3.97,-7.98,-1.26,9
14.608,3.1,-10.46,-1.78,11.06
14.618,2.5,-12.58,-2.32,13.03
14.628,1.91,-13.82,-2.82,14.23
14.638,2.06,-14.13,-2.92,14.58
14.648,2.48,-13.45,-2.94,13.99
14.658,2.54,-11.81,-3.02,12.45
14.668,2.16,-9.63,-2.95,10.3
14.678,1.58,-7.32,-2.64,7.94
14.688,0.83,-5.09,-1.97,5.52
14.698,0.01,-2.78,-0.93,2.94
14.708,-0.6,-0.46,0.22,0.79
14.718,-0.98,1.7,1.22,2.31
14.728,-1.77,3.83,2,4.67
14.738,-2.8,6.11,2.98,7.35
14.748,-3.49,8.61,4.6,10.37
14.758,-3.39,11.2,6.58,13.42
14.768,-2.25,13.48,7.84,15.76
14.778,-0.43,15.28,7.74,17.13
14.788,1.83,16.67,7.18,18.24
14.798,5.18,17.34,7.3,19.51
14.808,10.45,16.7,7.91,21.23
14.818,15.21,14.3,6.98,22.01
14.828,16.34,10.97,4.16,20.12
14.838,15.64,8.15,3.21,17.93
14.848,15.87,6.41,5.95,18.12
14.859,15.67,5.16,7.56,18.15
14.869,13.43,4.72,6.45,15.63
14.878,11.69,5.61,6.84,14.66
14.888,10.55,7.19,9.07,15.66
14.898,8.37,9.27,10.67,16.43
14.908,6.52,11.54,11.07,17.27
14.918,5.46,13.04,10.42,17.56
14.928,4,13.14,8.35,16.08
14.938,2.1,11.76,5.46,13.14
14.948,0.5,9.44,3.13,9.96
14.958,-0.46,6.8,1.66,7.02
14.968,-0.19,4.38,0.61,4.42
14.978,1,2.14,-0.59,2.43
14.988,2.37,0.35,-0.98,2.59
14.998,3.15,-0.7,2.67,4.18
15.008,2.68,-3.82,4.29,6.34
15.018,4.95,-8.99,-2.38,10.53
15.028,5.62,-11.84,-5.72,14.3
15.038,4.84,-13.24,-8.61,16.52
15.048,4.04,-13.92,-9.47,17.31
15.057,3.19,-14.77,-8.97,17.58
15.068,2.26,-15.24,-7.57,17.17
15.078,1.53,-15.15,-5.64,16.24
15.088,0.75,-14.82,-3.64,15.28
15.098,0.17,-14.3,-2.12,14.46
15.107,-0.02,-13.54,-0.74,13.56
15.118,-0.02,-12.39,0.8,12.42
15.128,0.11,-10.38,2.97,10.8
15.137,0.45,-7.46,5.94,9.55
15.147,1.2,-4.22,9.2,10.19
15.157,2.5,-1.51,10.8,11.18
15.167,4.06,0.29,9.73,10.54
15.177,6.39,1.43,7.96,10.3
15.187,9.05,2.02,7.14,11.7
15.197,10.44,2.2,6.96,12.74
15.207,10.26,1.81,6.37,12.21
15.218,9,1.35,4.76,10.27
15.227,7.46,1.06,2.68,8
15.237,5.98,1.03,1.39,6.22
15.247,4.38,1.35,1.24,4.75
15.257,2.73,1.58,1.73,3.6
15.267,1.32,0.95,2.12,2.67
15.278,0.56,-1.02,2.1,2.4
15.287,0.62,-3.88,1.3,4.14
15.297,1.54,-6.7,-0.01,6.88
15.307,2.56,-9.41,-1.2,9.82
15.317,3.21,-12.06,-2.17,12.67
