time,ax,ay,az,atotal
41.346,-0.83,3.83,0.16,3.92
41.356,-0.98,3.76,0.08,3.88
41.366,-0.93,3.59,0.05,3.71
41.376,-0.68,3.34,0.08,3.41
41.386,-0.29,3.01,0.16,3.03
41.396,0.14,2.59,0.21,2.6
41.406,0.53,2.14,0.23,2.22
41.416,0.88,1.73,0.21,1.95
41.426,1.18,1.32,0.19,1.78
41.436,1.29,1.1,0.16,1.7
41.446,1.29,0.93,0.11,1.6
41.456,1.13,0.85,0.02,1.42
41.466,0.78,0.88,-0.1,1.18
41.476,0.37,0.91,-0.24,1.01
41.486,-0.08,0.94,-0.43,1.04
41.496,-0.5,0.98,-0.57,1.24
41.506,-0.88,0.99,-0.67,1.49
41.516,-1.25,1.05,-0.73,1.79
41.526,-1.51,1.09,-0.75,2.01
41.536,-1.68,1.12,-0.76,2.16
41.546,-1.83,1.09,-0.73,2.25
41.556,-1.82,0.94,-0.65,2.15
41.566,-1.7,0.72,-0.5,1.92
41.576,-1.49,0.4,-0.37,1.58
41.586,-1.21,0.02,-0.24,1.23
41.596,-1,-0.34,-0.15,1.07
41.606,-0.83,-0.67,-0.06,1.07
41.616,-0.68,-0.96,0.03,1.18
41.626,-0.6,-1.24,0.06,1.37
41.635,-0.56,-1.45,0.04,1.55
41.646,-0.57,-1.58,0.02,1.68
41.656,-0.52,-1.69,0.01,1.77
41.665,-0.51,-1.68,-0.01,1.75
41.675,-0.5,-1.72,-0.12,1.8
41.685,-0.5,-1.81,-0.25,1.89
41.695,-0.6,-1.81,-0.36,1.94
41.705,-0.73,-1.81,-0.41,1.99
41.715,-0.84,-1.78,-0.41,2.01
41.725,-0.94,-1.78,-0.41,2.06
41.735,-1,-1.81,-0.4,2.11
41.745,-1.07,-1.88,-0.42,2.21
41.755,-1.19,-1.99,-0.47,2.37
41.765,-1.28,-2.09,-0.49,2.5
41.775,-1.3,-2.19,-0.45,2.59
41.785,-1.34,-2.27,-0.43,2.67
41.795,-1.32,-2.42,-0.42,2.79
41.805,-1.28,-2.61,-0.44,2.94
41.815,-1.27,-2.76,-0.49,3.08
41.825,-1.34,-2.88,-0.57,3.22
41.835,-1.43,-2.98,-0.6,3.36
41.845,-1.47,-3.08,-0.59,3.46
41.855,-1.47,-3.2,-0.56,3.56
41.865,-1.46,-3.31,-0.57,3.66
41.875,-1.46,-3.4,-0.62,3.75
41.885,-1.44,-3.47,-0.66,3.81
41.895,-1.4,-3.51,-0.67,3.84
41.905,-1.49,-3.46,-0.69,3.83
41.915,-1.57,-3.42,-0.71,3.83
41.925,-1.61,-3.4,-0.7,3.83
41.935,-1.66,-3.4,-0.69,3.84
41.945,-1.76,-3.35,-0.68,3.84
41.955,-1.89,-3.3,-0.6,3.85
41.965,-1.96,-3.28,-0.51,3.86
41.975,-2.01,-3.23,-0.46,3.83
41.985,-2.07,-3.19,-0.46,3.83
41.995,-2.08,-3.14,-0.44,3.79
42.005,-2.14,-2.98,-0.46,3.7
42.015,-2.35,-2.73,-0.51,3.64
42.025,-2.55,-2.57,-0.54,3.66
42.035,-2.62,-2.53,-0.53,3.68
42.045,-2.66,-2.46,-0.44,3.65
42.055,-2.73,-2.33,-0.37,3.61
42.065,-2.75,-2.26,-0.35,3.58
42.075,-2.76,-2.24,-0.35,3.57
42.085,-2.75,-2.21,-0.32,3.54
42.095,-2.7,-2.21,-0.23,3.49
42.105,-2.55,-2.2,-0.12,3.37
42.115,-2.4,-2.2,-0.02,3.25
42.125,-2.14,-2.23,0.14,3.1
42.135,-1.76,-2.3,0.33,2.92
42.145,-1.34,-2.28,0.55,2.7
42.155,-0.96,-2.23,0.68,2.52
42.165,-0.62,-2.14,0.82,2.37
42.175,-0.36,-1.99,0.93,2.22
42.185,-0.21,-1.77,0.96,2.02
42.195,-0.13,-1.52,0.94,1.79
42.205,-0.27,-1.11,0.83,1.41
42.215,-0.41,-0.81,0.8,1.21
42.225,-0.7,-0.4,0.67,1.05
42.235,-1.11,0.03,0.55,1.24
42.245,-1.58,0.4,0.59,1.74
42.255,-2.12,0.72,0.67,2.33
42.265,-2.55,1.04,0.82,2.87
42.275,-2.84,1.33,1.06,3.31
42.285,-3,1.44,1.31,3.57
42.294,-3.1,1.54,1.55,3.8
42.305,-3.21,1.61,1.76,4
42.315,-3.28,1.7,2.04,4.22
42.325,-3.19,1.78,2.34,4.34
42.334,-3,1.77,2.61,4.35
42.344,-2.71,1.74,2.92,4.34
42.355,-2.46,1.72,3.16,4.36
42.364,-2.17,1.79,3.34,4.37
42.374,-1.8,1.81,3.51,4.34
42.384,-1.53,1.84,3.62,4.34
42.394,-1.29,1.89,3.69,4.34
42.404,-1.11,1.98,3.75,4.39
42.414,-1.04,2.1,3.81,4.48
42.424,-0.98,2.2,3.91,4.59
42.434,-0.92,2.31,3.96,4.67
42.444,-0.79,2.35,3.99,4.7
42.454,-0.66,2.43,3.93,4.67
42.464,-0.6,2.55,3.87,4.67
42.474,-0.6,2.63,3.85,4.7
42.484,-0.68,2.8,3.94,4.88
42.494,-0.78,2.9,4.04,5.03
42.504,-0.82,2.97,4.19,5.2
42.514,-0.81,2.98,4.23,5.24
42.524,-0.79,2.88,4.15,5.12
42.534,-0.69,2.81,4,4.94
42.544,-0.66,2.72,3.66,4.61
42.554,-0.61,2.59,3.39,4.31
42.564,-0.48,2.41,3.2,4.03
42.574,-0.48,2.34,2.95,3.8
42.584,-0.41,2.22,2.92,3.69
42.594,-0.33,2.11,2.88,3.58
42.604,-0.28,1.98,2.71,3.37
42.614,-0.28,2,2.47,3.2
42.624,-0.32,2.07,2.26,3.08
42.634,-0.47,2.17,2.13,3.08
42.644,-0.62,2.27,1.94,3.05
42.654,-0.67,2.25,1.65,2.87
42.664,-0.48,2.01,1.45,2.52
42.674,-0.42,1.78,1.17,2.17
42.684,-0.35,1.64,0.98,1.94
42.694,-0.23,1.47,0.76,1.67
42.704,-0.21,1.25,0.48,1.36
42.714,-0.25,1.09,0.21,1.14
42.724,-0.43,1.1,-0.09,1.18
42.734,-0.92,1.26,-0.44,1.62
42.744,-1.37,1.36,-0.68,2.04
42.754,-1.55,1.36,-0.68,2.17
42.764,-1.59,1.2,-0.63,2.09
42.774,-1.47,0.95,-0.52,1.83
42.784,-1.33,0.76,-0.59,1.64
42.794,-1.14,0.5,-0.71,1.44
42.804,-1.01,0.17,-0.75,1.27
42.814,-0.89,-0.18,-0.68,1.13
42.824,-0.78,-0.43,-0.68,1.12
42.834,-0.59,-0.62,-0.72,1.12
42.844,-0.28,-0.74,-0.93,1.22
42.854,-0.13,-0.74,-1.07,1.31
42.864,0,-0.84,-0.95,1.27
42.874,0.19,-0.91,-0.72,1.18
42.884,0.29,-0.96,-0.57,1.15
42.894,0.32,-0.96,-0.49,1.13
42.904,0.35,-0.93,-0.46,1.1
42.914,0.44,-0.93,-0.49,1.14
42.924,0.46,-0.98,-0.56,1.22
42.933,0.35,-0.9,-0.63,1.15
42.944,0.15,-0.87,-0.57,1.05
42.954,0.28,-0.36,-0.72,0.86
42.963,-0.04,-0.36,-0.22,0.43
42.974,-0.99,-0.49,-0.06,1.1
42.984,-1.19,0.09,0.12,1.2
42.993,-1.49,0.3,0.6,1.63
43.004,-1.64,0.53,0.95,1.97
43.014,-1.66,0.7,1.03,2.07
43.023,-1.62,0.76,0.97,2.04
43.033,-1.48,0.75,0.94,1.91
43.043,-1.4,0.73,0.9,1.82
43.053,-1.4,0.71,0.84,1.78
43.063,-1.35,0.64,0.78,1.68
43.073,-1.31,0.56,0.81,1.64
43.083,-1.08,0.5,0.75,1.41
43.093,-0.76,0.47,0.59,1.07
43.103,-0.51,0.42,0.39,0.77
43.113,-0.37,0.46,0.11,0.6
43.123,-0.29,0.53,-0.14,0.62
43.133,-0.19,0.66,-0.43,0.81
43.143,0.02,0.81,-0.65,1.03
43.153,0.26,0.92,-0.68,1.18
43.163,0.37,1.1,-0.75,1.38
43.173,0.34,1.13,-0.73,1.38
43.183,0.35,1.34,-0.73,1.56
43.193,0.4,1.43,-0.67,1.62
43.203,0.45,1.51,-0.52,1.66
43.213,0.39,1.62,-0.42,1.72
43.223,0.28,1.75,-0.38,1.81
43.233,0.14,1.82,-0.36,1.86
43.243,-0.06,1.87,-0.4,1.91
43.253,-0.1,1.95,-0.36,1.98
43.263,0,1.97,-0.32,2
43.273,0.06,1.99,-0.27,2.01
43.283,0.04,1.97,-0.16,1.97
43.293,-0.08,1.98,-0.02,1.98
43.303,-0.29,2.04,0.01,2.06
43.313,-0.51,2.08,0.04,2.14
43.323,-0.79,2.11,-0.11,2.26
43.333,-1,2.04,-0.41,2.31
43.343,-0.88,1.97,-0.68,2.27
43.353,-0.69,1.87,-0.73,2.12
43.363,-0.7,1.76,-0.71,2.02
43.373,-0.71,1.73,-0.71,2
43.383,-0.81,1.68,-0.83,2.04
43.393,-0.85,1.51,-0.83,1.92
43.403,-0.83,1.43,-0.65,1.78
43.413,-0.8,1.4,-0.51,1.69
43.423,-0.82,1.32,-0.48,1.62
43.433,-0.85,1.2,-0.48,1.55
43.443,-0.79,1.07,-0.44,1.4
43.453,-0.71,0.94,-0.37,1.24
43.463,-0.77,0.85,-0.29,1.18
43.473,-0.89,0.79,-0.22,1.21
43.483,-1.04,0.79,-0.26,1.34
43.493,-1.15,0.85,-0.38,1.47
43.503,-1.21,0.93,-0.46,1.59
43.513,-1.26,0.99,-0.36,1.64
43.523,-1.33,1.01,-0.12,1.67
43.533,-1.41,1.04,0.21,1.77
43.543,-1.48,1.08,0.46,1.89
43.553,-1.49,1.09,0.65,1.96
43.563,-1.47,1.08,0.67,1.95
43.573,-1.45,1.06,0.54,1.88
43.583,-1.39,1.05,0.32,1.77
43.593,-1.28,1.03,0.14,1.65
43.603,-1.17,1.03,-0.04,1.56
43.612,-0.99,1.05,-0.14,1.45
43.623,-0.79,1.09,-0.13,1.36
43.632,-0.63,1.18,-0.05,1.34
43.643,-0.49,1.35,0.06,1.43
43.652,-0.41,1.56,0.2,1.62
43.662,-0.4,1.81,0.25,1.87
43.672,-0.4,1.97,0.24,2.03
43.682,-0.36,2.07,0.2,2.11
43.692,-0.33,2.11,0.11,2.13
