time,wx,wy,wz
7.23,7.09,-0.13,3.05
7.246,6.61,-0.02,2.54
7.263,6.11,0.31,2.03
7.28,5.64,0.66,1.6
7.296,5.12,0.69,1.25
7.313,4.48,0.35,0.85
7.33,3.69,-0.29,0.4
7.346,2.74,-1.03,-0.12
7.363,1.82,-1.62,-0.67
7.38,1.2,-1.88,-1.26
7.396,0.74,-1.93,-1.89
7.413,0.24,-2.11,-2.55
7.43,-0.27,-2.5,-3.29
7.446,-0.8,-3.02,-4.13
7.463,-1.37,-3.56,-5.05
7.48,-2.36,-4.16,-6.56
7.513,-2.92,-4.19,-6.79
7.53,-3.61,-2.61,-5.87
7.546,-3.42,-1.35,-4.96
7.58,-3.34,-0.9,-3.76
7.596,-2.86,-0.97,-3.52
7.613,-2.32,-1.12,-3.34
7.63,-1.68,-1.05,-3.05
7.646,-0.82,-0.63,-2.52
7.663,-0.09,-0.13,-1.74
7.68,0.26,0.25,-0.85
7.696,0.41,0.59,0.05
7.713,0.54,0.9,0.84
7.729,0.7,1.06,1.5
7.746,0.8,1.05,1.98
7.763,0.81,1.03,2.35
7.78,0.69,1.2,2.76
7.796,0.49,1.67,3.23
7.813,0.46,2.32,3.91
7.83,0.51,2.69,4.64
7.846,0.49,2.71,5.31
7.863,0.41,2.69,5.87
7.88,0.38,2.76,6.13
7.896,0.41,2.76,5.98
7.913,0.54,2.61,5.43
7.93,0.69,2.43,4.65
7.946,0.94,2.29,3.94
7.963,1.31,2.25,3.5
7.98,1.81,2.22,3.33
7.996,2.31,2.13,3.36
8.013,2.74,2.03,3.42
8.03,3.05,1.92,3.44
8.046,3.23,1.74,3.34
8.063,3.13,-0.03,2.2
8.096,2.85,-1.53,1.12
8.113,2.32,-3.06,-1.25
8.13,2,-2.83,-2.18
8.163,0.44,-2.19,-3.2
8.179,-0.34,-1.84,-3.52
8.196,-1.11,-1.79,-3.93
8.213,-1.77,-2.1,-4.45
8.23,-2.35,-2.73,-4.95
8.246,-3.09,-3.6,-5.27
8.263,-4.02,-4.44,-5.34
