time,ax,ay,az,aT
0.8910,-1.8330,-0.9910,-2.5320,3.279
0.9010,-1.8810,-1.2960,-1.7840,2.898
0.9110,-1.5840,-1.4220,-0.8770,2.302
0.9200,-1.1870,-1.5350,-0.2430,1.956
0.9320,2.2370,-4.0530,0.2330,4.635
0.9410,3.9510,-6.4590,-0.2040,7.574
0.9530,-0.8690,-1.9780,-1.3320,2.538
0.9610,-3.6340,0.1720,-1.8600,4.086
0.9710,-5.2430,0.1590,-2.2240,5.697
0.9800,-4.6210,-0.5120,-2.3220,5.197
0.9920,-2.2590,-1.8340,-2.3120,3.716
1.0010,-0.0040,-2.9610,-2.1720,3.672
1.0140,1.1770,-3.2770,-1.8580,3.947
1.0210,1.2730,-3.0310,-1.2780,3.527
1.0300,0.7010,-2.6090,-0.8610,2.835
1.0410,0.0030,-2.3470,-0.5030,2.400
1.0500,-0.4870,-2.3940,-0.0970,2.445
1.0620,-0.7160,-2.8670,0.0560,2.956
1.0710,-0.6640,-3.5540,0.0510,3.616
1.0810,-0.2700,-4.4150,0.0200,4.423
1.0910,0.0340,-5.2030,0.1540,5.205
1.1020,0.2110,-5.6460,0.6400,5.686
1.1120,0.5820,-5.7850,1.3720,5.974
1.1220,1.2550,-5.7980,2.2100,6.331
1.1310,2.0760,-5.4660,3.1480,6.641
1.1410,3.1930,-5.0460,3.9760,7.174
1.1510,4.4300,-4.8770,4.7980,8.151
1.1620,5.4320,-4.4750,5.5920,8.989
1.1880,6.1690,-3.1780,5.9580,9.146
1.1890,6.6900,-3.1520,6.0700,9.567
1.1910,6.8830,-2.6730,5.7590,9.364
1.2010,6.7210,-2.6480,5.3420,8.984
1.2200,6.1850,-2.4260,5.1010,8.376
1.2240,5.4070,-1.5580,4.8350,7.419
1.2350,5.1520,-0.7460,5.1080,7.293
1.2420,4.7980,0.1980,5.4300,7.249
1.2530,4.1420,0.9530,5.5440,6.986
1.2790,3.4330,1.3320,5.1890,6.363
1.2800,2.8750,1.4750,4.3390,5.410
1.2910,2.3000,1.9090,3.1940,4.374
1.2980,1.7030,2.4560,2.0140,3.604
1.3070,1.2310,2.8890,1.0550,3.313
1.3160,0.9060,3.4380,0.5450,3.597
1.3390,0.6680,4.1420,0.3300,4.208
1.3510,0.3480,5.0270,0.3490,5.051
1.3520,-0.1920,5.9460,0.3340,5.958
1.3540,-1.0990,6.6260,0.1750,6.719
1.3890,-2.0210,7.0980,0.2300,7.384
1.3970,-2.7440,7.0460,0.5120,7.579
1.3980,-3.5630,6.5430,0.7470,7.488
1.3980,-4.7090,6.1530,1.0900,7.824
1.4030,-5.3240,6.3250,1.4500,8.394
1.4100,-5.3300,6.3410,2.1640,8.562
1.4200,-4.8920,5.0530,2.6310,7.509
1.4300,-4.2970,3.2630,2.7280,6.046
1.4400,-3.3470,2.1110,2.7320,4.809
1.4500,-1.8340,1.3900,2.5390,3.427
1.4620,0.1350,0.4930,1.8320,1.902
1.4710,2.4340,-0.5370,0.6400,2.573
1.4820,4.5330,-1.8850,-0.6110,4.947
1.4910,6.0370,-3.9640,-1.9180,7.472
1.5010,7.4180,-6.3240,-3.3350,10.303
1.5100,9.7800,-8.7360,-3.9280,13.689
1.5200,12.9390,-10.0610,-3.3850,16.736
1.5290,15.2280,-10.4300,-2.2110,18.589
1.5410,16.3010,-10.5160,-1.0540,19.427
1.5500,15.5340,-11.3670,-0.8500,19.267
1.5600,13.6020,-12.7550,-1.4500,18.703
1.5720,12.3130,-13.8300,-2.1610,18.643
1.5980,12.3320,-15.3740,-2.9640,19.930
1.6010,13.1230,-16.5540,-3.5290,21.417
1.6110,14.8590,-18.0370,-3.4400,23.621
1.6250,16.7350,-20.3400,-2.4640,26.455
1.6310,16.7750,-21.7100,-0.8960,27.450
1.6370,13.7920,-21.5180,-0.8440,25.573
1.6420,9.4620,-21.5550,-1.9360,23.620
1.6580,4.9670,-21.6040,-2.0900,22.266
1.6650,1.2070,-19.6720,-0.9080,19.730
1.6740,-0.6560,-16.7610,0.8410,16.795
1.6820,-1.0480,-13.9100,2.7610,14.220
1.6900,-1.2470,-10.1310,5.7030,11.693
1.7060,-2.7530,-6.1860,9.4980,11.664
1.7110,-6.3010,-2.5190,13.1600,14.807
1.7690,-11.0830,1.0830,15.4710,19.062
1.7730,-15.8470,5.7590,16.3610,23.494
1.7760,-20.4800,12.7590,14.8020,28.308
1.7800,-22.8190,17.6250,10.5980,30.719
1.7810,-20.8600,15.6920,4.6830,26.520
1.7830,-13.8150,10.7670,-0.3040,17.518
1.7840,-5.7990,7.3510,-2.6650,9.735
1.7920,0.3750,4.8950,-3.8580,6.244
1.8050,3.0110,3.9220,-4.4250,6.635
1.8380,2.1340,4.8660,-3.7520,6.505
1.8380,-0.8770,6.7070,-2.0010,7.054
1.8430,-3.8230,7.4070,-0.7220,8.367
1.8430,-5.2470,6.3410,-0.6640,8.257
1.8560,-5.3820,4.9170,-0.7410,7.327
1.8750,-5.5040,4.4200,-0.0520,7.059
1.8760,-6.1490,4.3770,1.0760,7.624
1.8830,-7.1390,4.4110,1.7130,8.565
1.8900,-8.2450,4.6010,1.9110,9.633
1.9000,-9.2320,5.1170,1.8620,10.718
1.9100,-10.2240,5.6350,1.6970,11.797
1.9210,-11.0920,6.3180,1.4100,12.843
1.9300,-11.1030,6.9950,0.9270,13.155
1.9410,-9.7290,7.2490,0.4670,12.142
1.9500,-7.5750,7.1990,0.0140,10.450
1.9610,-5.5300,6.9620,-0.4760,8.904
1.9700,-4.2450,6.2950,-0.7190,7.627
1.9800,-3.5520,5.7860,-0.8270,6.839
1.9940,-3.5680,5.5640,-1.0950,6.700
2.0010,-4.3630,5.8120,-1.4040,7.402
2.0110,-5.5840,6.1220,-2.0690,8.541
2.0200,-6.6040,6.4660,-2.9040,9.688
2.0300,-6.8090,6.9310,-3.7570,10.417
2.0400,-6.2400,7.4800,-4.3020,10.649
2.0500,-5.6150,8.1070,-4.2590,10.742
2.0610,-5.4440,8.5000,-3.8510,10.804
2.0700,-5.7220,8.7740,-3.1620,10.942
2.0800,-6.2210,8.8900,-2.3700,11.106
2.0900,-6.6970,8.8950,-1.5820,11.246
2.1030,-7.0940,8.9290,-0.8410,11.435
2.1100,-7.4800,8.9070,-0.1150,11.632
2.1200,-7.9660,8.9420,0.4130,11.983
2.1310,-8.1460,9.1830,0.5310,12.287
2.1410,-7.9560,8.8600,0.2390,11.910
2.1510,-7.5720,8.2170,-0.3480,11.179
2.1600,-7.3610,7.6000,-0.8280,10.613
2.1710,-6.8950,6.5850,-1.1370,9.602
2.1800,-4.6460,3.6730,-1.6590,6.150
2.1920,-0.5030,-1.0130,-2.0850,2.372
2.2010,4.3550,-6.2640,-2.0560,7.901
2.2110,8.8530,-11.4070,-1.4150,14.509
2.2210,12.4400,-14.1170,0.6340,18.827
2.2300,13.6380,-14.0060,3.8960,19.933
2.2400,12.5220,-12.6410,7.6740,19.377
2.2510,10.6690,-11.4530,9.9920,18.570
2.2620,9.5190,-10.3100,8.6940,16.507
2.2700,6.7040,-10.7550,4.7660,13.540
2.2800,5.2230,-11.5900,0.5270,12.723
2.2900,3.4780,-12.5920,-0.9630,13.099
2.2990,2.7310,-12.3040,-0.4020,12.610
2.3110,3.7540,-12.2270,-0.0090,12.790
2.3200,5.4010,-12.7010,0.5320,13.812
2.3290,6.9740,-12.5390,0.9110,14.377
2.3390,7.8700,-11.7450,0.9870,14.172
2.3490,7.8240,-10.6220,0.7380,13.213
2.3590,7.1810,-8.9990,0.6070,11.529
2.3700,6.6060,-8.1090,0.9680,10.504
2.3800,6.4210,-7.5190,1.4130,9.988
2.3900,7.0140,-7.7260,1.4280,10.532
2.4000,7.7420,-8.3190,1.0600,11.413
2.4090,8.2760,-8.7680,0.5390,12.069
2.4200,8.1990,-8.6000,0.0080,11.882
2.4290,7.3710,-8.1780,-0.5780,11.025
2.4410,6.2060,-7.1950,-0.8910,9.543
2.4490,4.9700,-5.9460,-0.9220,7.804
2.4590,3.7550,-4.8130,-0.7700,6.153
2.4690,2.4840,-3.6330,-0.5560,4.436
2.4790,1.1570,-2.3630,-0.4130,2.663
2.4890,-0.0950,-1.2130,-0.4100,1.284
2.5000,-1.3840,-0.3860,-0.6540,1.579
2.5090,-2.2610,0.3560,-0.9990,2.497
2.5190,-2.4970,0.8860,-1.1090,2.872
2.5290,-2.3670,1.2370,-0.9640,2.839
2.5390,-2.2300,1.5230,-0.7250,2.796
2.5490,-2.1080,1.8130,-0.4490,2.816
2.5600,-1.9620,2.1680,-0.0710,2.925
2.5700,-1.9270,2.6160,0.2800,3.261
2.5790,-1.8100,3.1420,0.6890,3.691
2.5900,-1.4950,3.3730,1.0070,3.824
2.6000,-1.5340,3.0290,1.2530,3.619
2.6090,-1.2060,3.0150,1.3430,3.514
2.6190,-0.4560,3.5770,1.3760,3.860
2.6290,0.3410,4.0910,1.3330,4.316
2.6400,1.2910,4.5320,1.3460,4.901
2.6490,1.7650,4.1160,1.1190,4.616
2.6590,1.9520,3.9730,0.0710,4.427
2.6700,2.7050,5.1020,-0.2810,5.782
2.6790,3.4010,5.5230,-0.6500,6.519
2.6890,4.0370,4.7780,-1.0170,6.337
2.7000,4.4430,3.7380,-1.2180,5.933
2.7090,4.5950,3.0020,-1.2600,5.631
2.7190,4.4220,2.4480,-1.1730,5.189
2.7320,3.9050,1.8270,-0.9910,4.424
2.7390,3.1760,1.1720,-0.7300,3.463
2.7490,2.3200,0.5010,-0.4950,2.425
2.7600,1.2330,0.0250,-0.3030,1.270
2.7690,-0.1820,-0.0890,-0.0590,0.211
2.7790,-1.8000,0.1500,0.7180,1.944
2.7890,-2.6510,0.3920,1.3460,2.999
2.8000,-2.8860,0.3060,1.8180,3.425
2.8090,-3.0560,0.1550,2.3130,3.836
2.8190,-2.9080,-0.1250,2.5900,3.896
2.8300,-2.8830,-0.4610,2.7620,4.019
2.8410,-2.7340,-0.6540,2.8570,4.008
2.8500,-2.3880,-0.6940,2.8060,3.749
2.8590,-1.9860,-0.6750,2.6300,3.364
2.8700,-1.6290,-0.5940,2.5550,3.088
2.8800,-1.4610,-0.5170,2.6280,3.051
2.8900,-1.3950,-0.5620,2.6930,3.084
2.9010,-1.2560,-0.8350,2.7050,3.097
2.9090,-1.2880,-1.0920,2.5940,3.095
2.9200,-1.4020,-1.4010,2.0200,2.830
2.9290,-1.3290,-1.7890,1.1010,2.486
2.9380,-1.0510,-2.0700,-0.1910,2.329
2.9490,-1.0150,-1.9790,-1.2850,2.569
2.9590,-0.8840,-1.6280,-1.8060,2.587
2.9690,-0.4610,-1.3560,-2.0680,2.516
2.9790,0.1780,-1.2190,-2.0380,2.381
2.9890,0.3380,-1.1110,-2.3500,2.621
3.0000,0.0460,-1.0640,-2.5490,2.763
3.0090,-0.3900,-0.7620,-2.4290,2.575
3.0190,-0.7560,-0.2260,-2.2170,2.353
3.0280,-0.7180,0.1490,-2.1890,2.309
3.0400,-0.2890,0.3940,-8.1140,8.129
3.0490,-0.4490,2.6160,-4.7990,5.484
3.0590,0.0050,2.6330,-5.6290,6.214
3.0690,3.4920,0.6270,-5.5620,6.597
3.0800,5.7030,-0.0840,-4.9480,7.551
3.0890,5.1250,0.6500,-3.2720,6.115
3.0990,3.4030,0.9220,-2.3220,4.222
3.1090,1.3340,1.3470,-1.6050,2.484
3.1200,-0.1900,0.8780,-1.1330,1.446
3.1290,-1.6320,-0.0510,-0.1990,1.645
3.1390,-2.9250,-0.5100,1.6200,3.382
3.1490,-3.0370,-0.9580,3.8120,4.967
3.1600,-3.0750,-1.0710,4.4460,5.511
3.1710,-3.3940,-0.3720,4.3850,5.558
3.1810,-3.5860,0.7210,4.5220,5.816
3.1900,-3.7330,1.5300,3.8550,5.580
3.2000,-2.0660,0.9370,3.2810,3.989
3.2090,-0.3740,0.7200,2.1720,2.319
3.2190,0.9320,0.7140,1.2850,1.741
3.2290,1.6170,0.4250,1.0970,2.000
3.2400,1.6830,0.2100,1.3530,2.170
3.2490,0.8580,0.2610,1.8710,2.075
3.2580,0.2080,0.5800,2.3810,2.459
3.2680,0.0170,0.8780,1.9280,2.119
3.2800,0.3220,1.0260,1.0670,1.515
3.2890,0.1440,0.6500,0.6940,0.962
3.2980,-0.1430,0.6660,0.2280,0.718
3.3080,-0.4520,0.9380,-0.0520,1.043
3.3180,-0.6150,1.1560,0.1520,1.318
3.3280,-0.3010,1.2950,0.4430,1.401
3.3380,-0.4620,1.2260,0.5150,1.408
3.3480,-0.7130,1.1050,0.4030,1.375
3.3580,-0.9310,0.9440,0.3920,1.383
3.3690,-1.1000,0.8580,0.5200,1.489
3.3780,-1.1920,0.7910,0.8150,1.646
3.3880,-1.2490,0.7820,0.6290,1.602
3.4000,-1.5300,0.6010,-0.0120,1.644
3.4080,-1.5860,0.5870,-0.8000,1.871
3.4180,-1.2010,0.5710,-1.2010,1.792
3.4290,-0.8680,0.2040,-0.8900,1.260
3.4390,-0.4440,0.1920,0.0500,0.486
3.4480,0.0670,0.3530,0.8920,0.962
3.4580,0.6950,0.5200,1.4140,1.659
3.4680,1.0110,0.4670,1.1760,1.620
3.4780,0.8590,0.2640,-0.1550,0.912
3.4880,0.6210,0.4670,-0.3600,0.856
3.4980,0.2330,0.7290,-0.7900,1.100
3.5080,-0.1620,0.8590,-1.2790,1.549
3.5180,-0.7870,0.8520,-1.3250,1.761
3.5280,-1.5040,0.8810,-1.2330,2.135
3.5380,-1.8520,0.9380,-1.0720,2.336
3.5480,-2.2410,1.1210,-1.3260,2.835
3.5580,-2.2350,0.9740,-1.5730,2.901
3.5690,-2.0020,0.9390,-1.0520,2.449
3.5790,-1.8710,0.6390,-0.2590,1.994
3.5880,-1.7820,-0.1180,0.6060,1.886
3.5980,-1.5520,-0.9380,0.8270,1.993
3.6080,-0.9840,-1.6490,0.4720,1.977
3.6180,-0.6530,-0.9380,-0.7330,1.358
3.6280,-1.8160,0.9070,-1.1120,2.315
3.6380,-2.3670,2.2420,-0.6150,3.318
3.6480,-1.6090,2.0000,0.1580,2.572
3.6590,-2.1080,1.4260,-1.0560,2.755
3.6680,-1.2610,0.8070,-2.3740,2.807
3.6780,-0.1320,0.5500,-3.0730,3.125
3.6880,1.3060,0.9920,-3.2240,3.617
3.6990,2.4850,1.5700,-3.7260,4.746
3.7080,3.5740,1.0120,-4.5360,5.863
3.7180,3.4850,1.1870,-4.5110,5.823
3.7280,3.3630,1.0800,-4.6430,5.834
3.7380,2.9190,0.3050,-5.2120,5.982
3.7480,2.0600,-0.1790,-5.8530,6.208
3.7580,1.3450,-0.3050,-6.0430,6.198
3.8900,1.2250,-0.8370,-5.9670,6.149
3.8910,1.1950,-1.5410,-5.9470,6.259
3.8910,0.8260,-1.7600,-5.4750,5.810
3.8920,0.1170,-1.7950,-4.9230,5.241
3.8920,-0.3060,-1.9660,-4.3430,4.777
3.8930,-0.6450,-2.2140,-3.6260,4.297
3.8930,-1.1660,-2.2260,-2.5610,3.588
3.8940,-1.7670,-2.3330,-1.9360,3.509
3.8940,-2.0860,-2.4790,-1.6690,3.645
3.8950,-2.3790,-2.5670,-1.3570,3.754
3.8950,-2.7850,-2.5530,-0.8950,3.883
3.8960,-2.7060,-2.4520,-0.8790,3.756
3.8960,-2.4750,-3.6140,-0.6740,4.432
3.8990,-1.7210,-3.9440,-0.7010,4.360
3.9080,-0.9890,-3.9040,-0.5180,4.061
3.9200,-0.2340,-4.1900,-0.4690,4.223
3.9290,0.8990,-4.6280,-0.1890,4.718
3.9400,1.7980,-4.5760,0.3140,4.927
3.9480,2.2430,-4.1190,0.6840,4.740
3.9600,2.6050,-3.6680,0.7700,4.564
3.9690,3.1340,-3.3140,0.9850,4.666
3.9800,3.8760,-3.1550,1.2090,5.142
3.9900,5.0020,-3.0870,1.4460,6.053
3.9990,6.2010,-3.0490,1.7140,7.119
4.0110,7.2340,-2.8360,2.1570,8.064
4.0200,7.9660,-2.4490,2.8080,8.794
4.0280,8.1720,-1.5880,3.4950,9.029
4.0400,7.9580,-0.4390,3.7400,8.804
4.0490,7.3030,0.4970,3.7120,8.207
4.0600,6.7270,1.1560,3.4480,7.647
4.0690,6.1760,1.4320,2.9970,7.013
4.0790,5.3970,1.5590,2.4100,6.113
4.0880,4.6030,1.7450,1.7820,5.235
4.0990,4.1370,1.7180,1.2750,4.657
4.1090,3.8750,1.5840,0.7460,4.252
4.1200,3.5640,1.6740,0.3440,3.953
4.1300,2.9760,2.0560,0.2040,3.623
4.1400,2.3780,2.4740,0.3160,3.446
4.1510,1.9010,2.7750,0.5530,3.409
4.1590,1.5630,3.0470,0.8620,3.531
4.1690,1.1990,3.5710,1.2260,3.961
4.1800,1.0290,4.1940,1.4610,4.559
4.1890,0.9980,4.6460,1.5310,4.993
4.1980,0.7990,4.9590,1.4670,5.233
4.8390,0.2200,5.5890,1.5670,5.809
4.8410,-0.6320,6.3260,1.8500,6.621
4.8430,-1.5060,7.1260,2.1240,7.587
4.8440,-2.5870,8.1680,2.5300,8.934
4.8440,-6.7680,6.0930,4.9970,10.388
4.8450,-7.3650,6.7060,3.2510,10.478
4.8460,-8.0700,7.1010,1.2320,10.820
4.8460,-8.9180,7.5020,-0.8370,11.684
4.8470,-9.1020,7.8600,-2.4910,12.281
4.8480,-8.3920,8.3260,-3.9360,12.460
4.8480,-6.7100,8.3540,-5.0100,11.829
4.8490,-4.9980,8.2250,-5.4750,11.073
4.8490,-3.8290,8.1870,-5.0410,10.349
4.8500,-3.2470,8.1470,-3.9740,9.629
4.8500,-3.0200,8.0530,-2.8520,9.061
4.8570,-3.1790,7.7710,-1.8400,8.595
4.8670,-4.0060,7.5400,-1.1550,8.616
4.8770,-5.1130,7.5680,-0.7790,9.166
4.8880,-6.2070,7.8410,-0.6070,10.019
4.8970,-6.8190,8.2630,-0.3030,10.718
4.9070,-6.6630,8.9170,-0.5340,11.144
4.9180,-5.7040,9.5320,-0.2290,11.111
4.9270,-4.7260,10.0790,0.0100,11.132
4.9380,-4.3040,10.4450,0.2100,11.299
4.9480,-4.7250,10.8320,0.2750,11.821
4.9580,-5.4140,11.1580,0.2240,12.404
4.9680,-6.0540,11.1610,-0.0060,12.697
4.9780,-6.7810,10.7010,-0.5140,12.679
4.9880,-7.4030,9.9090,-0.9970,12.409
4.9980,-8.2300,9.3840,-0.7030,12.501
5.0070,-9.0160,9.3140,0.2980,12.966
5.0170,-8.6650,9.5510,1.5130,12.984
5.0270,-6.3230,8.7200,2.0500,10.965
5.0370,-2.3610,5.6890,1.2440,6.284
5.0480,2.2370,0.5430,-0.3900,2.335
5.0580,7.0120,-6.3030,-2.2200,9.686
5.0680,10.4730,-12.9790,-3.3410,17.009
5.0780,9.9900,-14.0350,-3.0300,17.492
5.0880,6.9430,-11.8950,-1.4030,13.844
5.0970,4.9030,-11.8510,0.8950,12.856
5.1070,3.0840,-11.7920,2.7300,12.491
5.1170,1.1410,-10.3930,2.8250,10.830
5.1270,0.9630,-11.2320,1.6010,11.386
5.1370,1.3970,-13.2390,0.3950,13.318
5.1470,2.2380,-14.4020,0.8450,14.599
5.1570,4.4000,-14.8230,2.2340,15.623
5.1670,5.9790,-13.7080,3.3980,15.336
5.1770,8.2070,-12.7020,2.9280,15.404
5.1870,7.4920,-13.4400,1.8190,15.494
5.1970,7.8150,-12.0520,0.0450,14.364
5.2070,7.1670,-11.2080,-0.8520,13.331
5.2170,6.0990,-10.2680,-1.2710,12.010
5.2270,5.4170,-10.0500,-1.5240,11.518
5.2370,5.3080,-9.9760,-1.6370,11.418
5.2500,5.2750,-9.9600,-1.5900,11.382
5.2570,5.3400,-10.0890,-1.6280,11.531
5.2670,5.1670,-10.1190,-1.8600,11.513
5.2770,5.0390,-9.8510,-2.0710,11.257
5.2870,5.2120,-9.4890,-2.1050,11.029
5.3050,5.3660,-9.0280,-1.8900,10.671
5.3070,5.0190,-8.2600,-1.5270,9.785
5.3180,4.2520,-7.2920,-1.1060,8.513
5.3280,3.2550,-6.1110,-0.7190,6.961
5.3370,2.2790,-4.8090,-0.5270,5.348
5.3470,1.6280,-3.8110,-0.6760,4.199
5.3570,1.1920,-3.1890,-1.0770,3.571
5.3670,0.7930,-2.7940,-1.3690,3.211
5.3770,0.3090,-2.3490,-1.4470,2.776
5.3870,-0.1870,-1.7390,-1.3160,2.189
5.3970,-0.6250,-1.1150,-1.0260,1.639
5.4070,-1.0170,-0.5760,-0.7500,1.389
5.4170,-1.2690,-0.0360,-0.4080,1.333
5.4270,-1.1300,0.5190,-0.0650,1.245
5.4370,-0.6900,0.9980,0.2250,1.234
5.4470,-0.2620,1.3490,0.3650,1.422
5.4610,0.0270,1.6340,0.4160,1.686
5.4670,0.0250,1.9590,0.4340,2.007
5.4780,-0.3150,2.3550,0.4310,2.415
5.4870,-0.7390,2.7480,0.3880,2.872
5.4970,-1.0450,3.1040,0.3070,3.290
5.5070,-1.2550,3.4440,0.1980,3.671
5.5170,-1.3900,3.7820,0.0390,4.030
5.5280,-1.4010,4.0810,-0.1560,4.318
5.5370,-1.4470,4.2520,-0.3330,4.504
5.5470,-1.6200,4.3200,-0.4550,4.636
5.5570,-1.9260,4.5030,-0.4890,4.922
5.5670,-2.3390,4.6730,-0.5330,5.253
5.5790,-2.6790,4.8220,-0.5510,5.544
5.5870,-2.7700,4.9420,-0.5580,5.693
5.5970,-2.7380,5.0580,-0.5200,5.775
5.6070,-2.5630,5.2110,-0.4690,5.826
5.6170,-2.2670,5.2580,-0.4490,5.743
5.6270,-1.9450,5.1220,-0.5580,5.507
5.6380,-1.6100,4.8600,-0.7830,5.179
5.6470,-1.3080,4.5270,-1.0100,4.819
5.6570,-1.0780,4.1370,-1.3340,4.478
5.6710,-0.8330,3.6310,-1.7270,4.106
5.6770,-0.4650,2.9460,-2.1850,3.697
5.6870,-0.1010,2.1540,-2.6380,3.407
5.6970,0.1720,1.3130,-2.9650,3.247
5.7070,0.3520,0.4100,-3.1600,3.206
5.7170,0.5790,-0.5800,-3.0750,3.182
5.7270,0.8070,-1.5700,-2.8510,3.353
5.7370,0.8490,-2.5230,-2.5190,3.665
5.7470,0.5510,-3.1760,-1.9170,3.750
5.7580,0.0550,-3.3480,-1.0720,3.516
5.7680,-0.4300,-3.1320,-0.0810,3.162
5.7770,-0.8430,-2.7490,0.8480,2.998
5.7870,-1.0900,-2.3410,1.6390,3.059
5.7980,-1.1880,-1.8800,2.3070,3.204
5.8070,-1.2320,-1.3060,2.8230,3.346
5.8170,-1.1920,-0.6900,3.1910,3.476
5.8270,-1.1620,-0.1060,3.4090,3.603
5.8370,-1.0720,0.3620,3.4210,3.603
5.8470,-0.7860,0.6610,3.2480,3.406
5.8570,-0.4530,0.7840,2.9310,3.068
5.8670,-0.1400,0.7050,2.5220,2.622
5.8770,-0.0270,0.7070,1.9650,2.088
5.8870,-0.0610,0.7550,1.3030,1.507
5.8970,-0.0510,0.6990,0.6260,0.940
5.9060,0.0030,0.5580,-0.0190,0.558
5.9170,0.0590,0.3890,-0.5270,0.658
5.9260,0.1750,0.1740,-0.9360,0.968
5.9360,0.3130,-0.2060,-1.3040,1.357
5.9470,0.5030,-0.6920,-1.5830,1.799
