time,wx,wy,wz
1.594,2.29,-2.94,-1.24
1.597,2.53,-3.35,-1.26
1.599,2.66,-3.64,-1.27
1.602,2.72,-3.80,-1.28
1.604,2.67,-3.83,-1.28
1.607,2.52,-3.73,-1.26
1.609,2.30,-3.52,-1.22
1.612,2.03,-3.23,-1.17
1.615,1.71,-2.92,-1.09
1.617,1.38,-2.61,-0.99
1.619,1.05,-2.31,-0.87
1.622,0.75,-2.00,-0.75
1.624,0.48,-1.69,-0.60
1.627,0.25,-1.47,-0.46
1.629,0.05,-1.29,-0.31
1.632,-0.12,-1.13,-0.16
1.634,-0.28,-1.02,-0.02
1.637,-0.41,-0.89,0.11
1.639,-0.54,-0.76,0.23
1.642,-0.66,-0.66,0.31
1.644,-0.76,-0.58,0.36
1.647,-0.85,-0.50,0.38
1.649,-0.93,-0.43,0.38
1.652,-0.99,-0.36,0.36
1.654,-1.02,-0.29,0.31
1.657,-1.04,-0.22,0.23
1.659,-1.03,-0.15,0.13
1.662,-1.01,-0.10,0.01
1.664,-0.98,-0.07,-0.13
1.667,-0.94,-0.08,-0.28
1.669,-0.90,-0.12,-0.41
1.671,-0.88,-0.20,-0.52
1.674,-0.87,-0.28,-0.60
1.677,-0.88,-0.34,-0.64
1.679,-0.90,-0.37,-0.64
1.682,-0.93,-0.39,-0.61
1.688,-0.96,-0.39,-0.56
1.699,-0.99,-0.35,-0.49
1.700,-1.01,-0.31,-0.42
1.701,-1.04,-0.28,-0.34
1.703,-1.06,-0.24,-0.26
1.711,-1.09,-0.19,-0.17
1.713,-1.12,-0.15,-0.07
1.713,-1.14,-0.11,0.02
1.714,-1.16,-0.08,0.12
1.715,-1.18,-0.04,0.21
1.715,-1.18,-0.01,0.28
1.715,-1.17,0.03,0.35
1.718,-1.15,0.07,0.39
1.719,-1.11,0.09,0.42
1.724,-1.07,0.09,0.44
1.725,-1.02,0.08,0.44
1.729,-0.97,0.06,0.43
1.738,-0.91,0.03,0.41
1.740,-0.85,-0.00,0.39
1.747,-0.80,-0.04,0.37
1.748,-0.74,-0.09,0.34
1.750,-0.68,-0.14,0.31
1.750,-0.63,-0.20,0.28
1.751,-0.58,-0.25,0.25
1.753,-0.53,-0.30,0.21
1.754,-0.49,-0.35,0.18
1.755,-0.46,-0.41,0.15
1.756,-0.44,-0.47,0.14
1.756,-0.43,-0.53,0.12
1.758,-0.43,-0.60,0.11
1.764,-0.42,-0.67,0.10
1.765,-0.42,-0.74,0.08
1.766,-0.43,-0.80,0.07
1.767,-0.44,-0.85,0.05
1.770,-0.45,-0.90,0.04
1.774,-0.46,-0.95,0.03
1.775,-0.48,-1.01,0.02
1.780,-0.52,-1.08,0.02
1.781,-0.56,-1.14,0.02
1.782,-0.60,-1.18,0.03
1.785,-0.66,-1.23,0.05
1.787,-0.72,-1.28,0.06
1.790,-0.79,-1.34,0.08
1.792,-0.86,-1.41,0.11
1.796,-0.94,-1.46,0.14
1.797,-1.02,-1.52,0.17
1.799,-1.09,-1.58,0.20
1.805,-1.16,-1.63,0.22
1.806,-1.22,-1.69,0.24
1.812,-1.28,-1.73,0.25
1.820,-1.32,-1.80,0.27
1.823,-1.35,-1.88,0.28
1.825,-1.36,-1.94,0.28
1.825,-1.35,-1.99,0.29
1.826,-1.33,-2.07,0.30
1.828,-1.29,-2.15,0.30
1.828,-1.23,-2.21,0.29
1.829,-1.16,-2.32,0.27
1.829,-1.09,-2.47,0.26
1.855,-1.01,-2.62,0.24
1.857,-0.92,-2.77,0.23
1.859,-0.84,-2.92,0.20
1.860,-0.75,-3.04,0.17
1.863,-0.65,-3.13,0.13
1.865,-0.55,-3.18,0.08
1.866,-0.45,-3.21,0.01
1.868,-0.35,-3.28,-0.05
1.871,-0.26,-3.40,-0.12
1.874,-0.20,-3.54,-0.17
1.875,-0.14,-3.63,-0.24
1.877,-0.08,-3.69,-0.29
1.878,-0.03,-3.70,-0.35
1.880,0.01,-3.68,-0.44
1.881,0.05,-3.64,-0.54
1.882,0.08,-3.58,-0.65
1.886,0.11,-3.50,-0.77
1.891,0.15,-3.39,-0.88
1.893,0.19,-3.19,-0.94
1.894,0.20,-2.90,-0.95
1.895,0.14,-2.56,-0.92
1.896,0.04,-2.14,-0.87
1.897,-0.04,-1.76,-0.85
1.898,-0.07,-1.48,-0.87
1.899,-0.07,-1.29,-0.92
1.899,-0.05,-1.14,-0.97
1.900,-0.04,-1.03,-1.00
1.902,-0.03,-0.95,-1.03
1.904,-0.02,-0.90,-1.05
1.904,-0.02,-0.88,-1.06
1.908,-0.03,-0.87,-1.04
1.915,-0.05,-0.84,-0.98
1.927,-0.04,-0.70,-0.87
1.928,-0.05,-0.48,-0.67
1.928,-0.13,-0.25,-0.35
1.929,-0.25,-0.08,-0.07
1.930,-0.36,0.05,0.12
1.932,-0.49,0.19,0.25
1.933,-0.65,0.34,0.34
1.934,-0.82,0.53,0.45
