time,ax,ay,az,aT
2.8200,4.7810,-0.7270,7.1250,8.611
2.8300,4.8850,-0.5470,7.0410,8.587
2.8400,4.9810,-0.7200,6.8150,8.472
2.8490,4.8940,-0.8770,6.7160,8.356
2.8590,4.4200,-0.9060,6.6170,8.009
2.8690,3.7990,-0.9130,6.5420,7.620
2.8800,3.4200,-0.9320,6.3220,7.248
2.8900,3.1270,-0.6540,6.0840,6.872
2.9000,3.0360,-0.1850,5.8490,6.593
2.9100,3.0820,-0.0060,5.5840,6.378
2.9200,3.1350,-0.0920,5.2670,6.130
2.9320,3.3210,-0.2340,5.1120,6.101
2.9400,3.6640,-0.2100,5.0380,6.233
2.9500,3.9750,-0.3340,5.0560,6.440
2.9600,3.9370,-0.6000,4.6660,6.134
2.9700,3.5240,-0.4100,4.6740,5.868
2.9800,3.2090,0.3560,5.2160,6.134
2.9890,3.1830,0.8660,5.6110,6.509
3.0000,2.9190,1.1680,6.3330,7.070
3.0110,1.7500,1.9670,7.6700,8.109
3.0220,1.7800,2.5170,8.0930,8.660
3.0310,1.3160,2.3660,8.8040,9.211
3.0400,0.8470,2.3360,9.1330,9.465
3.0500,0.6590,2.5550,9.5940,9.950
3.0600,0.3540,3.4730,10.2720,10.849
3.0700,0.5980,4.3160,11.0530,11.881
3.0790,1.0190,5.2890,11.4000,12.608
3.0900,0.9430,5.8130,11.0090,12.485
3.1000,-0.2960,6.1060,10.7590,12.374
3.1100,-1.9450,6.5630,10.7080,12.709
3.1200,-3.6830,6.6220,10.5850,13.018
3.1290,-5.2910,6.1110,10.3660,13.145
3.1410,-6.0030,5.3700,10.2160,13.009
3.1500,-6.0010,4.9290,10.1000,12.740
3.1600,-5.1320,4.7650,10.1140,12.302
3.1710,-2.8300,4.6550,10.2050,11.568
3.1810,1.0680,4.0140,9.8330,10.674
3.1890,5.5830,3.1030,9.2790,11.265
3.2000,9.7650,2.2350,9.2440,13.631
3.2100,13.7460,1.6610,9.7520,16.936
3.2190,18.2690,0.8430,9.8720,20.783
3.2290,23.5390,-0.0440,9.2950,25.308
3.2390,27.8410,-0.7240,7.5900,28.866
3.2500,31.6320,-1.8570,6.3660,32.320
3.2600,35.8260,-4.1430,6.2530,36.603
3.2700,38.1510,-7.6350,5.8240,39.341
3.2800,39.7630,-13.0600,4.6140,42.106
3.2910,41.3590,-19.3580,2.3960,45.728
3.3000,42.9780,-25.9050,-0.8090,50.188
3.3100,45.2580,-31.9520,-3.9180,55.539
3.3200,47.1090,-37.4110,-6.8620,60.547
3.3300,48.8010,-41.7830,-9.2300,64.904
3.3400,47.3700,-43.9810,-10.7650,65.530
3.3490,42.5930,-43.5160,-10.8230,61.846
3.3590,35.1620,-40.9480,-10.2800,54.943
3.3690,27.8260,-36.2190,-9.0250,46.557
3.3790,24.6430,-30.7730,-7.1140,40.061
3.3890,23.1700,-27.2570,-3.6270,35.958
3.3990,22.0010,-24.5070,1.9980,32.994
3.4100,20.4380,-21.8850,7.3040,30.822
3.4190,17.7390,-19.8560,9.2600,28.190
3.4300,13.4700,-19.2260,8.0230,24.808
3.4390,6.7650,-18.0340,5.3380,19.987
3.4500,-0.5160,-17.5380,0.9850,17.573
3.4600,-8.3800,-18.6370,-5.0960,21.060
3.4700,-17.1240,-20.1040,-11.6240,28.853
3.4800,-22.6840,-20.4990,-14.4930,33.835
3.4890,-25.2990,-19.3670,-13.0910,34.446
3.4990,-23.7660,-18.4010,-10.9630,31.994
3.5100,-19.1830,-19.2850,-9.3690,28.769
3.5190,-16.4190,-20.0400,-7.2060,26.891
3.5290,-15.6920,-20.0520,-4.3950,25.839
3.5390,-16.0170,-19.1980,-2.0330,25.085
3.5490,-16.2040,-18.1200,-0.2390,24.310
3.5600,-16.4320,-17.0220,0.8910,23.676
3.5690,-16.2030,-15.9450,1.1460,22.762
3.5800,-15.0420,-14.8050,0.9000,21.125
3.5890,-13.3400,-13.4510,0.1530,18.945
3.5990,-11.0660,-12.4630,-0.7930,16.686
3.6090,-8.9030,-11.8900,-2.0790,14.999
3.6200,-6.8320,-11.4470,-3.2060,13.711
3.6290,-4.6440,-11.1300,-3.8380,12.656
3.6390,-3.5100,-11.0990,-4.3480,12.426
3.6490,-3.6150,-11.0900,-4.4050,12.468
3.6590,-4.5190,-10.7580,-3.9170,12.308
3.6680,-5.2840,-10.2530,-3.2220,11.976
3.6780,-5.2730,-10.0130,-2.9020,11.683
3.6880,-4.8970,-10.0070,-2.7920,11.485
3.6980,-4.5010,-10.1730,-2.5910,11.422
3.7090,-4.0710,-10.2050,-2.3230,11.230
3.7190,-3.4200,-10.1600,-1.9710,10.900
3.7290,-2.7320,-10.2350,-1.5540,10.707
3.7390,-2.5560,-10.1810,-1.0190,10.546
3.7490,-2.8150,-10.1630,-0.4600,10.556
3.7590,-3.3570,-10.1610,-0.0070,10.701
3.7690,-4.4290,-10.1960,0.2660,11.120
3.7790,-5.5650,-10.0500,0.4140,11.495
3.7890,-6.6600,-9.9440,0.4120,11.975
3.7990,-7.6070,-9.9310,0.0110,12.510
3.8090,-8.1110,-10.0640,-0.6670,12.943
3.8190,-7.8640,-10.2330,-1.3470,12.976
3.8290,-7.5990,-10.0580,-2.2300,12.802
3.8390,-7.3320,-9.9990,-3.2020,12.806
3.8490,-7.2610,-9.8350,-4.1040,12.895
3.8590,-7.4310,-9.7520,-4.7030,13.132
3.8690,-7.8390,-9.8860,-4.8750,13.526
3.8790,-8.2370,-9.8040,-4.5130,13.577
3.8890,-8.1280,-9.7700,-3.9510,13.309
3.8990,-8.0210,-9.8170,-3.1180,13.055
3.9090,-8.1140,-9.3090,-2.1440,12.534
3.9190,-7.7550,-8.1850,-1.0720,11.326
3.9290,-6.6380,-6.6110,-0.3070,9.374
3.9390,-4.3400,-5.5230,-0.3270,7.032
3.9490,-0.9500,-4.9470,-0.3340,5.048
3.9590,2.5670,-2.5460,1.0140,3.755
3.9690,7.8900,1.3090,3.1320,8.589
3.9800,15.3560,2.9070,3.0170,15.917
3.9890,21.6710,2.5640,0.6980,21.833
3.9990,24.8220,0.3550,-2.6930,24.970
4.0090,25.6890,-1.4140,-7.1720,26.709
4.0180,24.3660,-2.9660,-11.7390,27.209
4.0280,22.8490,-2.6930,-14.6490,27.275
4.0390,22.2810,-1.0150,-15.3070,27.051
4.0490,22.3390,-0.8010,-13.8430,26.293
4.0590,21.8590,-2.1630,-10.5480,24.367
4.0690,20.1700,-3.9370,-5.4400,21.258
4.0780,17.5280,-4.2910,-0.1280,18.046
4.0890,15.4510,-3.4110,4.3560,16.412
4.0990,14.2720,-1.8400,6.5350,15.804
4.1090,14.2440,-0.8520,5.4810,15.286
4.1190,14.8410,-1.3610,2.3320,15.085
4.1280,14.2180,-2.4830,-1.4600,14.507
4.1390,12.8400,-3.0710,-4.5680,13.970
4.1480,11.5100,-2.8480,-6.3410,13.446
4.1590,10.1830,-1.8520,-6.8230,12.397
4.1690,8.7900,-0.9380,-6.5550,11.005
4.1780,7.5480,-0.2050,-5.7900,9.515
4.1890,6.4800,0.7380,-4.0690,7.687
4.1990,5.7000,1.4200,-1.8620,6.162
4.2090,5.2100,2.0060,0.1750,5.586
4.2180,4.6100,2.5530,1.7930,5.566
6.6520,3.7880,3.0740,3.1160,5.789
6.6530,2.9430,3.8270,4.1980,6.398
6.6540,2.2950,4.5950,4.9570,7.138
6.6540,1.8880,0.9910,1.4610,2.585
6.6550,0.2820,1.1120,1.4040,1.813
6.6550,-0.9120,1.5050,1.3070,2.192
6.6560,-1.9430,2.1440,0.7910,3.000
6.6560,-2.5730,2.6840,0.2180,3.724
6.6570,-2.8840,3.1350,-0.2600,4.268
6.6580,-3.0060,3.4830,-0.5910,4.639
6.6580,-2.9700,3.5880,-0.7240,4.714
6.6590,-2.7980,3.4590,-0.6930,4.503
6.6660,-2.5770,3.3220,-0.5230,4.237
6.6770,-2.4850,3.2940,-0.1960,4.131
6.6860,-2.5590,3.2340,0.2310,4.130
6.6960,-2.7280,3.0710,0.6200,4.154
6.7070,-2.8480,2.9690,0.9610,4.225
6.7170,-2.8670,2.9780,1.0800,4.273
6.7260,-2.9430,2.9920,0.9080,4.294
6.7370,-2.9150,2.8970,0.6120,4.155
6.7470,-2.7220,2.7010,0.2690,3.844
6.7570,-2.4660,2.3350,-0.0900,3.397
6.7670,-2.2030,1.8780,-0.5280,2.943
6.7770,-1.5530,1.2430,-0.9260,2.194
6.7870,-0.6750,0.6990,-1.3200,1.639
6.7970,0.6570,0.2540,-1.4250,1.590
6.8070,0.2930,-0.2510,-1.5080,1.557
6.8170,-0.2630,-0.6120,-1.7090,1.834
6.8270,-0.6230,-0.8810,-1.9820,2.257
6.8370,-0.8050,-1.1290,-2.2850,2.673
6.8460,-0.5820,-1.7820,-2.6100,3.213
6.8560,-0.4250,-2.6410,-2.9240,3.963
6.8670,-0.7810,-3.1920,-3.0300,4.470
6.8760,-1.3510,-3.4250,-2.7640,4.604
6.8870,-1.7900,-3.4970,-2.2390,4.522
6.8970,-2.0950,-3.4170,-1.5770,4.307
6.9080,-2.2760,-3.3450,-0.8240,4.129
6.9170,-2.4990,-3.1610,0.0340,4.030
6.9280,-2.7370,-2.8290,0.9050,4.039
6.9370,-2.7920,-2.3890,1.7360,4.064
8.4820,-2.6480,-2.0270,2.3740,4.093
8.4840,-2.5630,-1.9400,3.3000,4.607
8.4850,-2.4030,-1.6600,4.1860,5.104
8.4850,-1.9910,-1.0840,4.3540,4.909
8.4860,7.6100,-5.5130,3.7790,10.128
8.4860,5.7080,-3.2070,3.4170,7.385
8.4870,2.6690,-0.5220,2.7480,3.866
8.4870,-1.3670,2.5470,2.7470,3.988
8.4880,-4.2280,5.0560,3.4550,7.442
8.4880,-8.6120,8.8350,4.2590,13.052
8.4890,-13.2300,12.5100,5.8360,19.120
8.4900,-17.5510,15.6100,7.0150,24.514
8.4900,-18.8020,15.8950,7.3980,25.708
8.4940,-16.3500,13.2200,6.2080,21.923
8.5040,-12.2850,9.5800,3.5170,15.971
8.5160,-8.8310,6.6700,0.6460,11.086
8.5240,-6.7510,4.6760,-1.7490,8.396
8.5350,-5.9720,3.2270,-3.4990,7.637
8.5440,-6.3630,2.5510,-4.3170,8.101
8.5540,-7.3580,2.7650,-3.9310,8.789
8.5640,-8.4570,3.3120,-2.4540,9.408
8.5760,-9.2860,3.9760,-0.5380,10.116
8.5840,-9.8280,4.2870,1.0830,10.777
8.5940,-9.7140,3.9390,1.8350,10.642
8.6040,-8.8170,3.3140,1.9770,9.624
8.6150,-7.3500,2.8110,2.0860,8.141
8.6240,-5.9200,2.5680,2.4920,6.917
8.6340,-5.0160,2.5970,3.1830,6.484
8.6450,-4.8980,2.9840,4.0290,7.009
8.6540,-5.4380,3.6540,4.7270,8.079
8.6640,-6.3620,4.2700,4.7960,9.039
8.6740,-7.4440,4.3810,3.9910,9.515
8.6850,-8.2690,4.1430,2.7780,9.657
8.6950,-8.9570,3.9040,1.7810,9.932
8.7040,-9.5880,3.8300,1.2330,10.398
8.7140,-10.2100,3.9390,0.9840,10.988
8.7240,-10.7390,4.0700,0.7160,11.507
8.7350,-11.0460,4.0790,0.2920,11.779
8.7440,-11.0650,4.0750,-0.1960,11.793
8.7550,-10.8360,4.1220,-0.6790,11.613
8.7640,-10.7460,4.5700,-0.9380,11.715
8.7750,-10.8400,5.3330,-0.8770,12.113
8.7840,-11.2080,6.3730,-0.5060,12.903
8.7940,-11.6520,7.4230,0.1530,13.816
8.8040,-11.9230,8.5790,1.0590,14.727
8.8140,-11.1730,9.2980,2.0600,14.681
8.8240,-9.7760,8.9640,1.9260,13.403
8.8340,-7.6580,7.9440,0.7200,11.058
8.8440,-5.4510,6.2300,-0.9940,8.338
8.8540,-3.6460,3.7130,-3.0950,6.055
8.8640,-2.9090,1.2880,-4.8520,5.802
8.8740,-2.6850,-0.0760,-5.0640,5.732
8.8840,-1.2230,-1.5920,-4.2240,4.677
8.8940,2.5280,-5.3920,-3.9670,7.156
8.9040,7.2840,-10.0880,-4.6450,13.282
8.9150,12.2740,-13.7300,-4.7120,19.010
8.9240,15.8110,-16.2120,-4.0380,23.003
8.9350,17.1590,-17.8900,-2.7230,24.938
8.9440,17.0260,-20.1030,-2.0660,26.425
8.9550,15.4580,-20.4500,-2.0310,25.715
8.9640,11.4720,-17.7160,-0.9470,21.127
8.9750,6.7340,-13.6820,1.5250,15.325
8.9840,3.4880,-10.1660,4.5100,11.656
