time,wx,wy,wz
0.684,-2.32,-1.19,-1.20
0.686,-2.35,-1.25,-1.12
0.689,-2.37,-1.33,-1.05
0.692,-2.38,-1.41,-1.00
0.694,-2.38,-1.50,-0.95
0.697,-2.37,-1.58,-0.92
0.700,-2.34,-1.66,-0.88
0.701,-2.31,-1.71,-0.86
0.704,-2.26,-1.75,-0.84
0.708,-2.20,-1.77,-0.82
0.717,-2.14,-1.79,-0.81
0.718,-2.06,-1.81,-0.79
0.719,-1.98,-1.83,-0.76
0.720,-1.89,-1.85,-0.74
0.721,-1.79,-1.89,-0.72
0.721,-1.69,-1.92,-0.70
0.726,-1.59,-1.97,-0.69
0.727,-1.48,-2.01,-0.67
0.735,-1.36,-2.07,-0.65
0.736,-1.24,-2.13,-0.65
0.737,-1.12,-2.19,-0.65
0.737,-1.00,-2.25,-0.65
0.739,-0.88,-2.31,-0.66
0.744,-0.76,-2.37,-0.67
0.744,-0.64,-2.44,-0.68
0.747,-0.53,-2.52,-0.70
0.749,-0.43,-2.61,-0.72
0.751,-0.34,-2.71,-0.74
0.754,-0.27,-2.80,-0.76
0.756,-0.21,-2.89,-0.78
0.760,-0.17,-2.98,-0.80
0.761,-0.14,-3.06,-0.83
0.764,-0.13,-3.13,-0.86
0.766,-0.13,-3.18,-0.89
0.769,-0.15,-3.23,-0.91
0.772,-0.18,-3.28,-0.94
0.777,-0.22,-3.32,-0.96
0.778,-0.27,-3.35,-0.98
0.779,-0.33,-3.35,-1.00
0.781,-0.38,-3.34,-1.02
0.784,-0.45,-3.33,-1.03
0.786,-0.53,-3.31,-1.04
0.789,-0.61,-3.29,-1.02
0.791,-0.72,-3.26,-1.01
0.794,-0.82,-3.22,-0.98
0.796,-0.93,-3.18,-0.93
0.799,-1.03,-3.13,-0.89
0.801,-1.14,-3.10,-0.83
0.804,-1.24,-3.05,-0.77
0.806,-1.32,-3.01,-0.71
0.809,-1.39,-2.97,-0.65
0.812,-1.44,-2.92,-0.58
0.830,-1.48,-2.86,-0.50
0.831,-1.50,-2.81,-0.43
0.832,-1.52,-2.75,-0.34
0.832,-1.53,-2.70,-0.25
0.833,-1.54,-2.65,-0.16
0.833,-1.54,-2.59,-0.07
0.834,-1.54,-2.55,0.02
0.834,-1.54,-2.51,0.11
0.835,-1.53,-2.47,0.18
0.836,-1.52,-2.44,0.25
0.840,-1.51,-2.42,0.32
0.841,-1.50,-2.41,0.37
0.850,-1.49,-2.40,0.41
0.851,-1.48,-2.40,0.44
0.852,-1.47,-2.40,0.46
0.853,-1.46,-2.41,0.48
0.854,-1.44,-2.42,0.48
0.856,-1.42,-2.43,0.48
0.861,-1.39,-2.45,0.47
0.861,-1.35,-2.48,0.47
0.864,-1.31,-2.52,0.48
0.866,-1.27,-2.58,0.48
0.870,-1.22,-2.65,0.49
0.872,-1.17,-2.72,0.51
0.874,-1.12,-2.81,0.53
0.877,-1.07,-2.90,0.56
0.878,-1.02,-3.00,0.59
0.881,-0.97,-3.10,0.63
0.884,-0.92,-3.21,0.68
0.886,-0.87,-3.31,0.73
0.889,-0.82,-3.41,0.78
0.892,-0.77,-3.51,0.84
0.894,-0.72,-3.62,0.89
0.897,-0.67,-3.72,0.95
0.899,-0.62,-3.81,1.00
0.902,-0.58,-3.90,1.06
0.904,-0.54,-3.98,1.12
0.906,-0.50,-4.06,1.17
0.910,-0.48,-4.13,1.22
0.911,-0.47,-4.19,1.28
0.914,-0.47,-4.23,1.33
0.917,-0.49,-4.26,1.37
0.919,-0.51,-4.26,1.42
0.921,-0.55,-4.23,1.46
0.932,-0.60,-4.19,1.51
0.934,-0.65,-4.13,1.55
0.934,-0.71,-4.04,1.59
0.935,-0.77,-3.95,1.64
0.936,-0.83,-3.84,1.68
0.936,-0.89,-3.72,1.72
0.960,-0.94,-3.59,1.76
0.962,-0.99,-3.46,1.81
0.962,-1.03,-3.31,1.85
0.963,-1.07,-3.17,1.88
0.964,-1.10,-3.02,1.91
0.964,-1.11,-2.88,1.95
0.965,-1.11,-2.75,1.98
0.966,-1.10,-2.62,2.01
0.967,-1.09,-2.51,2.04
0.967,-1.07,-2.40,2.07
0.968,-1.04,-2.30,2.10
0.969,-1.00,-2.21,2.12
0.970,-0.97,-2.12,2.14
0.972,-0.92,-2.04,2.16
0.974,-0.88,-1.97,2.18
0.978,-0.84,-1.91,2.19
0.979,-0.80,-1.86,2.20
0.983,-0.76,-1.81,2.22
0.984,-0.72,-1.78,2.23
0.986,-0.69,-1.75,2.25
0.992,-0.66,-1.73,2.26
0.993,-0.64,-1.71,2.28
0.993,-0.62,-1.71,2.30
0.997,-0.61,-1.71,2.33
0.999,-0.59,-1.71,2.36
1.001,-0.59,-1.71,2.39
1.004,-0.59,-1.71,2.42
1.007,-0.59,-1.71,2.45
1.012,-0.60,-1.71,2.49
1.013,-0.62,-1.70,2.53
1.014,-0.64,-1.71,2.57
1.016,-0.67,-1.70,2.60
1.018,-0.70,-1.70,2.64
1.021,-0.73,-1.69,2.66
1.024,-0.76,-1.68,2.69
1.030,-0.79,-1.66,2.71
1.031,-0.82,-1.63,2.73
1.032,-0.84,-1.61,2.74
1.033,-0.87,-1.58,2.75
1.036,-0.89,-1.56,2.75
1.039,-0.90,-1.53,2.74
1.042,-0.92,-1.50,2.73
1.048,-0.94,-1.47,2.71
1.050,-0.95,-1.44,2.68
1.050,-0.95,-1.41,2.65
1.051,-0.96,-1.38,2.62
1.053,-0.96,-1.35,2.59
1.056,-0.96,-1.32,2.55
1.060,-0.96,-1.30,2.52
1.061,-0.95,-1.28,2.49
1.064,-0.94,-1.27,2.46
1.066,-0.93,-1.25,2.43
1.069,-0.92,-1.25,2.40
1.071,-0.91,-1.24,2.37
1.076,-0.90,-1.24,2.35
1.077,-0.89,-1.23,2.33
1.078,-0.88,-1.23,2.31
1.081,-0.87,-1.23,2.29
1.084,-0.86,-1.23,2.27
1.088,-0.85,-1.22,2.25
1.091,-0.83,-1.22,2.24
1.092,-0.82,-1.22,2.22
1.093,-0.80,-1.21,2.21
1.096,-0.79,-1.21,2.18
1.100,-0.78,-1.21,2.17
1.101,-0.76,-1.21,2.15
1.103,-0.75,-1.21,2.13
1.106,-0.74,-1.20,2.10
1.116,-0.72,-1.20,2.08
1.117,-0.71,-1.20,2.06
1.118,-0.69,-1.20,2.04
1.119,-0.68,-1.20,2.02
1.119,-0.67,-1.20,2.00
1.121,-0.65,-1.20,1.98
1.124,-0.64,-1.20,1.96
1.135,-0.62,-1.19,1.94
1.136,-0.60,-1.19,1.92
1.137,-0.59,-1.19,1.91
1.137,-0.57,-1.18,1.89
1.137,-0.55,-1.18,1.87
1.138,-0.53,-1.17,1.85
1.144,-0.51,-1.16,1.83
1.145,-0.48,-1.15,1.80
1.146,-0.45,-1.13,1.77
1.149,-0.42,-1.11,1.74
1.151,-0.39,-1.08,1.70
1.154,-0.35,-1.05,1.66
1.156,-0.32,-1.02,1.62
1.160,-0.28,-0.97,1.58
1.161,-0.25,-0.93,1.54
1.164,-0.21,-0.88,1.50
1.166,-0.19,-0.84,1.45
1.169,-0.16,-0.79,1.40
1.171,-0.14,-0.75,1.36
1.177,-0.12,-0.70,1.31
1.178,-0.11,-0.65,1.27
1.179,-0.10,-0.60,1.23
1.181,-0.10,-0.54,1.19
1.184,-0.09,-0.49,1.17
1.186,-0.10,-0.43,1.13
1.191,-0.10,-0.38,1.11
1.192,-0.11,-0.33,1.08
1.194,-0.12,-0.29,1.07
1.196,-0.12,-0.25,1.05
1.199,-0.13,-0.20,1.04
1.201,-0.14,-0.16,1.04
1.204,-0.15,-0.13,1.04
1.206,-0.17,-0.10,1.03
1.210,-0.18,-0.07,1.03
1.212,-0.19,-0.04,1.04
1.213,-0.20,-0.03,1.04
1.216,-0.21,-0.01,1.04
1.219,-0.22,0.00,1.04
1.221,-0.23,0.01,1.04
1.231,-0.24,0.02,1.03
1.232,-0.25,0.02,1.03
1.233,-0.26,0.03,1.02
1.234,-0.27,0.03,1.01
1.235,-0.28,0.03,0.99
1.236,-0.29,0.03,0.98
1.238,-0.30,0.04,0.96
1.241,-0.31,0.04,0.93
1.243,-0.32,0.05,0.91
1.246,-0.33,0.06,0.88
1.248,-0.33,0.07,0.85
1.251,-0.34,0.08,0.82
1.253,-0.34,0.09,0.79
1.256,-0.35,0.10,0.76
1.259,-0.35,0.11,0.73
1.262,-0.36,0.12,0.70
1.263,-0.36,0.13,0.68
1.266,-0.36,0.14,0.65
1.268,-0.37,0.16,0.62
1.271,-0.37,0.17,0.59
1.273,-0.38,0.19,0.57
1.277,-0.38,0.20,0.55
1.278,-0.39,0.22,0.53
1.281,-0.40,0.23,0.51
1.283,-0.41,0.24,0.49
1.286,-0.41,0.25,0.48
1.288,-0.42,0.26,0.46
1.291,-0.43,0.27,0.45
1.293,-0.44,0.27,0.44
1.296,-0.45,0.28,0.42
1.298,-0.46,0.28,0.42
1.301,-0.47,0.28,0.40
1.303,-0.48,0.29,0.39
1.306,-0.49,0.29,0.38
1.312,-0.50,0.29,0.37
1.313,-0.51,0.29,0.35
1.314,-0.52,0.30,0.33
1.316,-0.53,0.30,0.32
1.318,-0.54,0.31,0.30
1.321,-0.55,0.32,0.28
1.324,-0.56,0.32,0.26
1.326,-0.56,0.33,0.24
1.332,-0.58,0.34,0.22
1.333,-0.59,0.35,0.19
1.333,-0.60,0.36,0.16
1.336,-0.61,0.38,0.14
1.338,-0.62,0.39,0.11
1.341,-0.63,0.41,0.08
1.343,-0.64,0.43,0.05
1.345,-0.65,0.46,0.02
1.349,-0.66,0.49,-0.01
1.351,-0.67,0.51,-0.04
1.353,-0.69,0.54,-0.07
1.356,-0.70,0.56,-0.09
1.358,-0.71,0.58,-0.11
1.361,-0.72,0.61,-0.13
1.363,-0.73,0.63,-0.14
1.366,-0.73,0.66,-0.15
1.368,-0.73,0.69,-0.16
1.371,-0.74,0.72,-0.16
1.373,-0.74,0.76,-0.17
1.376,-0.74,0.80,-0.16
1.378,-0.73,0.84,-0.16
1.381,-0.73,0.89,-0.15
1.383,-0.72,0.93,-0.15
1.386,-0.71,0.96,-0.14
1.388,-0.70,0.99,-0.14
1.393,-0.69,1.01,-0.13
1.394,-0.68,1.02,-0.12
1.396,-0.67,1.02,-0.11
1.398,-0.66,1.02,-0.11
1.400,-0.64,1.01,-0.11
1.403,-0.63,1.00,-0.11
1.406,-0.61,0.98,-0.10
1.409,-0.59,0.96,-0.11
1.411,-0.56,0.93,-0.11
1.413,-0.54,0.90,-0.11
1.416,-0.51,0.86,-0.11
1.418,-0.47,0.83,-0.12
1.420,-0.44,0.79,-0.12
1.432,-0.40,0.74,-0.12
1.433,-0.36,0.70,-0.14
1.434,-0.31,0.66,-0.15
1.434,-0.26,0.62,-0.16
1.435,-0.21,0.58,-0.17
1.436,-0.16,0.55,-0.18
1.438,-0.10,0.53,-0.19
1.441,-0.05,0.50,-0.20
1.448,-0.00,0.48,-0.20
1.449,0.04,0.46,-0.20
1.450,0.08,0.44,-0.19
1.451,0.12,0.42,-0.18
1.453,0.16,0.40,-0.16
1.456,0.19,0.39,-0.13
1.459,0.21,0.38,-0.09
1.460,0.24,0.36,-0.05
1.463,0.26,0.36,-0.01
1.466,0.28,0.35,0.04
1.469,0.29,0.35,0.09
1.471,0.31,0.35,0.14
1.476,0.32,0.36,0.19
1.477,0.34,0.37,0.25
1.478,0.35,0.39,0.32
1.481,0.37,0.41,0.38
1.483,0.40,0.43,0.44
1.486,0.42,0.45,0.51
1.489,0.44,0.48,0.57
1.492,0.46,0.50,0.65
1.494,0.48,0.52,0.70
1.496,0.50,0.54,0.76
1.498,0.52,0.55,0.81
1.501,0.54,0.56,0.86
1.503,0.56,0.57,0.90
1.505,0.57,0.56,0.94
1.510,0.59,0.53,0.98
1.511,0.61,0.49,1.01
1.513,0.62,0.44,1.04
1.516,0.64,0.38,1.07
1.518,0.66,0.31,1.10
1.521,0.68,0.23,1.13
1.523,0.71,0.15,1.15
1.528,0.73,0.06,1.18
1.530,0.77,-0.02,1.21
1.530,0.80,-0.11,1.24
1.534,0.83,-0.19,1.26
1.536,0.87,-0.26,1.28
1.538,0.91,-0.33,1.30
1.540,0.94,-0.40,1.30
1.546,0.98,-0.46,1.31
1.548,1.01,-0.52,1.30
1.548,1.05,-0.57,1.29
1.551,1.08,-0.61,1.27
1.553,1.11,-0.64,1.24
1.556,1.14,-0.65,1.20
1.561,1.17,-0.65,1.16
1.564,1.19,-0.63,1.12
1.565,1.21,-0.61,1.06
1.566,1.22,-0.57,1.01
1.568,1.24,-0.53,0.96
1.571,1.25,-0.47,0.91
1.574,1.25,-0.42,0.87
1.576,1.26,-0.34,0.83
1.581,1.25,-0.28,0.80
1.582,1.24,-0.19,0.78
1.583,1.22,-0.10,0.77
1.585,1.20,0.00,0.76
1.588,1.16,0.11,0.76
1.591,1.13,0.22,0.77
1.593,1.09,0.34,0.77
1.596,1.05,0.46,0.79
1.598,1.00,0.56,0.79
1.601,0.95,0.66,0.81
1.603,0.90,0.74,0.82
1.608,0.85,0.80,0.83
1.609,0.80,0.84,0.84
1.616,0.75,0.87,0.85
1.617,0.70,0.87,0.86
1.618,0.66,0.85,0.86
1.621,0.61,0.82,0.86
1.623,0.57,0.78,0.86
1.633,0.52,0.73,0.85
1.634,0.48,0.67,0.84
1.635,0.43,0.59,0.83
1.636,0.39,0.50,0.81
1.636,0.34,0.41,0.79
1.637,0.30,0.32,0.76
1.638,0.26,0.22,0.71
1.640,0.21,0.11,0.65
1.643,0.17,0.02,0.58
1.645,0.14,-0.09,0.50
1.648,0.11,-0.21,0.41
1.650,0.07,-0.33,0.32
1.654,0.03,-0.44,0.21
1.656,-0.01,-0.53,0.10
1.660,-0.05,-0.62,-0.02
1.660,-0.10,-0.70,-0.15
1.663,-0.15,-0.77,-0.27
1.669,-0.20,-0.83,-0.38
1.670,-0.25,-0.87,-0.49
1.670,-0.30,-0.90,-0.60
1.676,-0.36,-0.91,-0.71
1.678,-0.41,-0.90,-0.80
1.679,-0.47,-0.86,-0.89
1.680,-0.53,-0.82,-0.97
1.684,-0.59,-0.76,-1.05
1.685,-0.66,-0.69,-1.11
1.689,-0.73,-0.60,-1.17
1.691,-0.81,-0.50,-1.23
1.693,-0.88,-0.37,-1.27
1.695,-0.96,-0.23,-1.31
1.698,-1.03,-0.07,-1.34
1.701,-1.10,0.10,-1.36
1.703,-1.16,0.28,-1.36
1.705,-1.21,0.45,-1.37
1.709,-1.25,0.62,-1.35
1.716,-1.28,0.78,-1.33
1.717,-1.31,0.92,-1.30
1.718,-1.32,1.05,-1.26
1.719,-1.33,1.15,-1.22
1.721,-1.33,1.22,-1.18
1.724,-1.32,1.26,-1.14
1.731,-1.30,1.27,-1.11
1.732,-1.27,1.23,-1.07
1.733,-1.23,1.16,-1.05
1.733,-1.19,1.04,-1.03
1.735,-1.13,0.88,-1.01
1.738,-1.06,0.68,-1.00
1.741,-0.97,0.44,-1.00
1.744,-0.88,0.17,-1.01
1.745,-0.78,-0.11,-1.02
1.748,-0.67,-0.39,-1.05
1.750,-0.56,-0.68,-1.06
1.753,-0.46,-0.96,-1.10
1.756,-0.36,-1.24,-1.14
1.759,-0.27,-1.49,-1.19
1.761,-0.19,-1.72,-1.24
1.763,-0.13,-1.93,-1.29
1.766,-0.09,-2.12,-1.33
1.768,-0.07,-2.28,-1.37
1.771,-0.09,-2.40,-1.40
1.773,-0.12,-2.50,-1.42
1.776,-0.18,-2.57,-1.42
1.778,-0.25,-2.61,-1.41
1.780,-0.35,-2.60,-1.38
1.783,-0.45,-2.55,-1.33
1.786,-0.56,-2.46,-1.27
1.788,-0.67,-2.33,-1.19
1.790,-0.78,-2.15,-1.10
1.793,-0.88,-1.94,-1.00
1.796,-0.97,-1.72,-0.90
1.798,-1.05,-1.51,-0.79
1.800,-1.10,-1.32,-0.68
1.803,-1.15,-1.15,-0.58
1.805,-1.19,-1.01,-0.47
1.808,-1.21,-0.90,-0.37
1.816,-1.23,-0.80,-0.27
1.818,-1.23,-0.71,-0.19
1.819,-1.22,-0.62,-0.10
1.819,-1.20,-0.53,-0.02
1.820,-1.16,-0.44,0.07
1.824,-1.10,-0.34,0.19
1.835,-1.02,-0.24,0.30
1.836,-0.92,-0.15,0.43
1.837,-0.80,-0.07,0.57
1.837,-0.64,0.01,0.72
1.838,-0.47,0.06,0.87
1.838,-0.26,0.09,1.01
1.840,-0.02,0.09,1.14
1.843,0.22,0.05,1.26
1.846,0.48,-0.03,1.35
1.848,0.73,-0.17,1.42
1.851,0.98,-0.36,1.46
1.853,1.21,-0.62,1.46
1.856,1.42,-0.94,1.42
1.858,1.61,-1.30,1.34
1.860,1.77,-1.68,1.22
1.863,1.90,-2.07,1.04
1.865,2.00,-2.43,0.85
1.868,2.07,-2.75,0.62
1.870,2.10,-3.03,0.38
1.873,2.12,-3.26,0.14
1.878,2.11,-3.44,-0.12
1.879,2.07,-3.56,-0.37
1.881,2.02,-3.61,-0.61
1.883,1.95,-3.62,-0.85
1.885,1.86,-3.58,-1.07
1.888,1.76,-3.50,-1.27
1.892,1.65,-3.38,-1.45
1.894,1.52,-3.23,-1.61
1.895,1.38,-3.06,-1.75
1.898,1.24,-2.87,-1.86
1.901,1.08,-2.66,-1.95
1.903,0.92,-2.44,-2.02
1.905,0.75,-2.19,-2.07
1.908,0.58,-1.92,-2.09
1.913,0.42,-1.63,-2.09
1.914,0.25,-1.33,-2.07
1.916,0.09,-1.01,-2.04
1.919,-0.07,-0.69,-1.99
1.920,-0.22,-0.36,-1.94
1.923,-0.36,-0.04,-1.87
1.928,-0.49,0.28,-1.80
1.929,-0.62,0.58,-1.73
1.932,-0.73,0.86,-1.65
1.943,-0.83,1.12,-1.57
1.944,-0.93,1.37,-1.49
1.944,-1.03,1.61,-1.41
1.945,-1.11,1.83,-1.34
1.945,-1.20,2.04,-1.27
1.945,-1.28,2.24,-1.20
1.948,-1.37,2.42,-1.15
