time,wx,wy,wz
0.033,0.06,-0.02,0.19
0.033,0.06,0.05,0.19
0.034,0.06,0.11,0.19
0.034,0.06,0.16,0.19
0.034,0.06,0.19,0.19
0.034,0.07,0.22,0.19
0.035,0.07,0.24,0.19
0.035,0.08,0.26,0.20
0.037,0.08,0.29,0.20
0.037,0.08,0.33,0.20
0.038,0.08,0.36,0.21
0.038,0.07,0.41,0.22
0.038,0.07,0.46,0.23
0.039,0.06,0.52,0.22
0.039,0.06,0.59,0.22
0.039,0.05,0.66,0.21
0.040,0.04,0.73,0.21
0.040,0.02,0.79,0.19
0.040,0.00,0.85,0.18
0.045,-0.02,0.90,0.16
0.046,-0.06,0.95,0.14
0.046,-0.11,0.99,0.11
0.051,-0.16,1.01,0.07
0.051,-0.23,1.00,0.00
0.056,-0.34,0.87,-0.11
0.057,-0.44,0.70,-0.21
0.059,-0.50,0.58,-0.30
0.062,-0.54,0.49,-0.34
0.064,-0.56,0.43,-0.35
0.066,-0.57,0.39,-0.33
0.069,-0.57,0.38,-0.29
0.071,-0.56,0.39,-0.24
0.074,-0.55,0.41,-0.18
0.076,-0.54,0.43,-0.12
0.079,-0.52,0.44,-0.07
0.081,-0.51,0.43,-0.02
0.084,-0.50,0.39,0.01
0.089,-0.48,0.34,0.04
0.089,-0.47,0.28,0.05
0.091,-0.48,0.22,0.04
0.094,-0.49,0.16,0.02
0.096,-0.49,0.11,-0.01
0.099,-0.47,0.05,-0.05
0.101,-0.45,-0.02,-0.10
0.106,-0.41,-0.08,-0.14
0.106,-0.37,-0.14,-0.19
0.109,-0.33,-0.19,-0.23
0.111,-0.31,-0.23,-0.27
0.114,-0.29,-0.26,-0.30
0.116,-0.28,-0.27,-0.33
0.119,-0.27,-0.28,-0.36
0.122,-0.28,-0.28,-0.40
0.124,-0.29,-0.27,-0.44
0.126,-0.30,-0.26,-0.48
0.129,-0.32,-0.24,-0.53
0.131,-0.34,-0.22,-0.57
0.134,-0.35,-0.19,-0.61
0.136,-0.36,-0.15,-0.65
0.140,-0.38,-0.12,-0.68
0.143,-0.39,-0.09,-0.72
0.144,-0.41,-0.06,-0.75
0.146,-0.43,-0.03,-0.78
0.149,-0.45,-0.00,-0.80
0.151,-0.48,0.03,-0.84
0.155,-0.50,0.07,-0.86
0.156,-0.52,0.13,-0.88
0.159,-0.54,0.18,-0.91
0.161,-0.56,0.23,-0.93
0.163,-0.58,0.29,-0.96
0.166,-0.60,0.34,-0.98
0.171,-0.62,0.38,-1.01
0.172,-0.64,0.42,-1.03
0.174,-0.66,0.45,-1.06
0.176,-0.67,0.49,-1.08
0.179,-0.69,0.51,-1.11
0.181,-0.71,0.54,-1.13
0.184,-0.72,0.57,-1.16
0.186,-0.74,0.61,-1.21
0.191,-0.77,0.69,-1.28
0.192,-0.81,0.78,-1.35
0.194,-0.84,0.87,-1.42
0.196,-0.88,0.95,-1.49
0.199,-0.92,1.01,-1.55
0.201,-0.96,1.05,-1.62
0.221,-1.00,1.08,-1.68
0.222,-1.04,1.09,-1.74
0.222,-1.08,1.09,-1.82
0.223,-1.12,1.08,-1.89
0.223,-1.14,1.06,-1.97
0.223,-1.16,1.04,-2.04
0.224,-1.17,1.02,-2.12
0.224,-1.20,1.00,-2.21
0.224,-1.22,0.97,-2.29
0.226,-1.24,0.94,-2.37
0.230,-1.27,0.91,-2.44
0.231,-1.29,0.88,-2.50
0.234,-1.31,0.85,-2.56
0.236,-1.32,0.83,-2.62
0.239,-1.33,0.81,-2.68
0.242,-1.35,0.81,-2.73
0.244,-1.36,0.80,-2.77
0.246,-1.38,0.78,-2.80
0.248,-1.40,0.77,-2.83
0.251,-1.41,0.75,-2.85
0.254,-1.42,0.74,-2.86
0.256,-1.43,0.73,-2.88
0.258,-1.43,0.72,-2.90
0.261,-1.43,0.72,-2.91
0.263,-1.43,0.71,-2.93
0.267,-1.42,0.70,-2.94
0.272,-1.41,0.68,-2.95
0.273,-1.39,0.66,-2.96
0.275,-1.38,0.63,-2.96
0.276,-1.36,0.62,-2.98
0.279,-1.35,0.61,-2.99
0.281,-1.33,0.62,-3.01
0.284,-1.31,0.63,-3.03
0.286,-1.29,0.65,-3.06
0.290,-1.26,0.68,-3.09
0.291,-1.24,0.70,-3.12
0.295,-1.22,0.72,-3.16
0.296,-1.20,0.75,-3.20
0.298,-1.17,0.75,-3.24
0.301,-1.12,0.73,-3.27
0.304,-1.04,0.67,-3.29
0.307,-0.95,0.60,-3.29
0.309,-0.84,0.52,-3.30
0.311,-0.72,0.44,-3.29
0.314,-0.59,0.36,-3.30
0.316,-0.46,0.31,-3.31
0.318,-0.34,0.28,-3.32
0.321,-0.21,0.27,-3.33
0.324,-0.10,0.27,-3.34
0.327,-0.00,0.27,-3.35
0.328,0.09,0.21,-3.35
0.331,0.17,-0.02,-3.33
0.334,0.25,-0.27,-3.30
0.336,0.34,-0.38,-3.27
0.338,0.44,-0.42,-3.24
0.341,0.55,-0.43,-3.21
0.343,0.67,-0.43,-3.17
0.347,0.78,-0.44,-3.10
0.349,0.89,-0.47,-3.04
0.354,1.00,-0.50,-2.97
0.355,1.09,-0.52,-2.91
0.357,1.18,-0.52,-2.86
0.358,1.26,-0.52,-2.79
0.361,1.33,-0.51,-2.73
0.363,1.38,-0.50,-2.67
0.366,1.42,-0.47,-2.60
0.369,1.46,-0.44,-2.54
0.371,1.48,-0.40,-2.48
0.375,1.50,-0.35,-2.43
0.376,1.50,-0.29,-2.37
0.378,1.49,-0.23,-2.31
0.381,1.48,-0.17,-2.26
0.383,1.45,-0.11,-2.21
0.387,1.42,-0.05,-2.15
0.389,1.38,0.02,-2.10
0.391,1.34,0.09,-2.05
0.393,1.29,0.15,-1.99
0.397,1.24,0.22,-1.93
0.399,1.19,0.28,-1.88
0.401,1.14,0.35,-1.82
0.404,1.09,0.42,-1.75
0.406,1.04,0.48,-1.70
0.408,0.99,0.54,-1.64
0.411,0.94,0.60,-1.59
0.413,0.88,0.65,-1.54
0.416,0.82,0.69,-1.49
0.419,0.76,0.72,-1.45
0.423,0.71,0.74,-1.42
0.423,0.67,0.76,-1.39
0.426,0.62,0.78,-1.36
0.429,0.59,0.80,-1.33
0.431,0.57,0.81,-1.31
0.433,0.54,0.81,-1.29
0.436,0.53,0.80,-1.27
0.439,0.51,0.79,-1.24
0.441,0.51,0.78,-1.22
0.443,0.51,0.75,-1.21
0.447,0.51,0.71,-1.19
0.448,0.52,0.66,-1.17
0.451,0.54,0.60,-1.15
0.453,0.55,0.53,-1.14
0.456,0.58,0.47,-1.12
0.458,0.61,0.40,-1.10
0.461,0.65,0.35,-1.08
0.463,0.69,0.32,-1.06
0.466,0.73,0.30,-1.04
0.468,0.78,0.29,-1.02
0.471,0.83,0.29,-0.99
0.474,0.88,0.31,-0.98
0.476,0.93,0.33,-0.96
0.482,0.97,0.35,-0.94
0.483,1.02,0.37,-0.93
0.484,1.05,0.36,-0.92
0.486,1.07,0.31,-0.92
0.490,1.07,0.22,-0.91
0.491,1.05,0.07,-0.91
0.494,1.02,-0.11,-0.90
0.496,1.00,-0.25,-0.88
0.498,1.00,-0.32,-0.85
0.501,1.01,-0.32,-0.81
0.504,1.03,-0.28,-0.79
0.506,1.04,-0.21,-0.77
0.508,1.05,-0.13,-0.76
0.511,1.06,-0.03,-0.76
0.513,1.06,0.09,-0.77
0.515,1.06,0.22,-0.79
0.520,1.06,0.36,-0.81
0.522,1.04,0.48,-0.84
0.523,1.01,0.60,-0.88
0.526,1.00,0.74,-0.90
0.530,1.01,0.90,-0.92
0.531,1.02,1.07,-0.94
0.533,1.03,1.22,-0.96
0.537,1.06,1.34,-0.98
0.538,1.10,1.42,-1.00
0.542,1.16,1.46,-1.02
0.543,1.22,1.52,-1.03
0.546,1.29,1.61,-1.06
0.549,1.37,1.70,-1.09
0.551,1.45,1.76,-1.13
0.553,1.54,1.82,-1.18
0.556,1.64,1.89,-1.22
0.559,1.73,1.96,-1.28
0.562,1.81,2.00,-1.34
0.563,1.89,2.02,-1.40
0.566,1.96,2.03,-1.46
0.570,2.00,2.01,-1.50
0.571,2.01,1.92,-1.53
0.573,1.97,1.70,-1.55
0.575,1.83,1.26,-1.56
0.578,1.58,0.56,-1.58
0.581,1.28,-0.23,-1.59
0.583,0.99,-0.94,-1.60
0.585,0.77,-1.39,-1.61
0.588,0.66,-1.55,-1.59
0.591,0.63,-1.51,-1.54
0.594,0.64,-1.35,-1.46
0.596,0.64,-1.15,-1.37
0.598,0.61,-0.96,-1.27
0.601,0.53,-0.80,-1.16
0.603,0.42,-0.66,-1.06
0.606,0.26,-0.55,-0.95
0.608,0.08,-0.44,-0.86
0.611,-0.11,-0.33,-0.78
0.613,-0.32,-0.21,-0.72
0.615,-0.53,-0.06,-0.67
0.618,-0.72,0.09,-0.65
0.621,-0.91,0.24,-0.66
0.623,-1.09,0.38,-0.67
0.626,-1.26,0.50,-0.71
0.628,-1.41,0.60,-0.76
0.630,-1.56,0.69,-0.82
0.633,-1.70,0.76,-0.89
0.636,-1.83,0.81,-0.96
0.638,-1.96,0.81,-1.02
0.641,-2.09,0.76,-1.08
0.645,-2.21,0.65,-1.13
0.646,-2.31,0.49,-1.19
0.648,-2.41,0.30,-1.25
0.651,-2.51,0.08,-1.32
0.654,-2.59,-0.12,-1.37
0.656,-2.65,-0.32,-1.42
0.658,-2.71,-0.50,-1.43
0.661,-2.75,-0.65,-1.42
0.663,-2.78,-0.80,-1.39
0.665,-2.80,-0.94,-1.34
0.671,-2.81,-1.08,-1.28
0.672,-2.82,-1.22,-1.23
0.674,-2.82,-1.37,-1.18
0.676,-2.82,-1.50,-1.13
0.678,-2.81,-1.63,-1.10
0.681,-2.79,-1.74,-1.08
0.683,-2.77,-1.82,-1.07
0.686,-2.73,-1.87,-1.07
0.688,-2.67,-1.90,-1.07
0.691,-2.59,-1.98,-1.10
0.694,-2.51,-2.07,-1.12
0.695,-2.41,-2.14,-1.15
0.698,-2.30,-2.21,-1.19
0.701,-2.17,-2.27,-1.25
0.703,-2.03,-2.33,-1.32
0.707,-1.88,-2.40,-1.40
0.708,-1.69,-2.44,-1.48
0.711,-1.47,-2.49,-1.55
0.713,-1.25,-2.56,-1.64
0.716,-1.03,-2.67,-1.72
0.718,-0.80,-2.81,-1.81
0.721,-0.59,-2.96,-1.91
0.723,-0.37,-3.13,-2.00
0.726,-0.17,-3.29,-2.10
0.729,0.04,-3.43,-2.20
0.731,0.23,-3.56,-2.30
0.733,0.41,-3.67,-2.39
0.736,0.58,-3.77,-2.48
0.738,0.73,-3.88,-2.57
0.740,0.86,-4.01,-2.65
0.743,0.99,-4.11,-2.74
0.747,1.11,-4.18,-2.83
0.748,1.21,-4.25,-2.93
0.753,1.30,-4.33,-3.02
0.754,1.38,-4.41,-3.10
0.757,1.43,-4.50,-3.16
0.758,1.47,-4.60,-3.22
0.761,1.49,-4.69,-3.26
0.763,1.49,-4.79,-3.30
0.767,1.48,-4.88,-3.32
0.768,1.45,-4.98,-3.32
0.771,1.39,-5.08,-3.31
0.773,1.30,-5.19,-3.27
0.777,1.19,-5.31,-3.22
0.778,1.05,-5.44,-3.16
0.780,0.89,-5.57,-3.09
0.783,0.71,-5.70,-3.01
0.788,0.50,-5.82,-2.91
0.788,0.29,-5.91,-2.81
0.790,0.07,-6.00,-2.68
0.793,-0.17,-6.07,-2.54
0.795,-0.41,-6.13,-2.40
0.798,-0.65,-6.17,-2.26
0.800,-0.90,-6.18,-2.11
0.803,-1.16,-6.18,-1.96
0.805,-1.42,-6.18,-1.82
0.808,-1.67,-6.17,-1.69
0.811,-1.91,-6.14,-1.56
0.813,-2.14,-6.10,-1.45
0.815,-2.35,-6.05,-1.34
0.818,-2.55,-5.98,-1.25
0.823,-2.72,-5.90,-1.17
0.824,-2.88,-5.82,-1.09
0.825,-3.02,-5.74,-1.02
0.831,-3.15,-5.66,-0.96
0.832,-3.27,-5.60,-0.90
0.833,-3.37,-5.55,-0.84
0.838,-3.46,-5.53,-0.79
0.838,-3.54,-5.51,-0.74
0.840,-3.61,-5.52,-0.71
0.843,-3.67,-5.53,-0.67
0.846,-3.72,-5.56,-0.62
0.848,-3.77,-5.60,-0.59
0.850,-3.81,-5.66,-0.55
0.853,-3.84,-5.74,-0.51
0.856,-3.87,-5.84,-0.47
0.858,-3.88,-5.95,-0.43
0.860,-3.89,-6.08,-0.38
0.863,-3.88,-6.21,-0.32
0.865,-3.87,-6.34,-0.27
0.870,-3.84,-6.47,-0.21
0.871,-3.81,-6.59,-0.14
0.873,-3.76,-6.70,-0.07
0.875,-3.71,-6.81,0.00
0.878,-3.66,-6.90,0.09
0.880,-3.61,-6.98,0.17
0.883,-3.56,-7.06,0.27
0.885,-3.51,-7.12,0.38
0.888,-3.47,-7.16,0.49
0.890,-3.44,-7.20,0.61
0.893,-3.41,-7.22,0.74
0.895,-3.40,-7.25,0.88
0.898,-3.39,-7.25,1.01
0.900,-3.38,-7.25,1.15
0.903,-3.38,-7.24,1.30
0.905,-3.38,-7.23,1.44
0.908,-3.38,-7.21,1.59
0.910,-3.37,-7.20,1.72
0.913,-3.35,-7.19,1.86
0.915,-3.32,-7.19,2.00
0.918,-3.28,-7.19,2.12
0.920,-3.21,-7.20,2.23
0.924,-3.14,-7.21,2.34
0.925,-3.04,-7.22,2.45
0.928,-2.93,-7.22,2.54
0.930,-2.80,-7.21,2.63
0.933,-2.66,-7.18,2.71
0.935,-2.51,-7.13,2.79
0.938,-2.36,-7.07,2.85
0.940,-2.21,-6.98,2.91
0.943,-2.07,-6.88,2.96
0.945,-1.94,-6.76,2.99
0.948,-1.82,-6.62,3.02
0.950,-1.71,-6.46,3.04
0.953,-1.62,-6.27,3.04
0.955,-1.55,-6.07,3.04
0.958,-1.49,-5.85,3.04
0.960,-1.44,-5.62,3.04
0.965,-1.41,-5.38,3.04
0.966,-1.39,-5.14,3.05
0.968,-1.38,-4.91,3.06
0.971,-1.37,-4.68,3.08
0.973,-1.36,-4.46,3.11
0.976,-1.36,-4.24,3.14
0.979,-1.34,-4.02,3.17
0.980,-1.32,-3.80,3.19
0.983,-1.30,-3.59,3.21
0.988,-1.26,-3.39,3.22
0.989,-1.22,-3.19,3.21
0.990,-1.17,-3.00,3.20
0.993,-1.11,-2.82,3.17
0.996,-1.04,-2.64,3.12
0.998,-0.96,-2.47,3.06
1.000,-0.87,-2.32,2.99
1.003,-0.77,-2.17,2.90
1.006,-0.65,-2.03,2.80
1.008,-0.53,-1.91,2.68
1.014,-0.41,-1.80,2.56
1.015,-0.28,-1.72,2.44
1.016,-0.14,-1.64,2.31
1.018,-0.01,-1.58,2.18
1.024,0.12,-1.54,2.04
1.026,0.24,-1.50,1.91
1.026,0.36,-1.47,1.78
1.028,0.47,-1.43,1.65
1.030,0.57,-1.39,1.52
1.033,0.66,-1.34,1.40
1.037,0.74,-1.29,1.29
1.038,0.81,-1.23,1.19
1.041,0.87,-1.16,1.08
1.043,0.92,-1.09,0.99
1.045,0.95,-1.02,0.89
1.048,0.97,-0.93,0.80
1.050,0.99,-0.84,0.72
1.053,0.99,-0.74,0.64
1.055,0.99,-0.64,0.56
1.058,0.98,-0.54,0.48
1.060,0.96,-0.43,0.40
1.063,0.94,-0.33,0.32
1.065,0.91,-0.23,0.24
1.068,0.89,-0.14,0.16
1.070,0.85,-0.05,0.08
1.073,0.82,0.04,0.01
1.075,0.79,0.12,-0.07
1.078,0.77,0.19,-0.15
1.080,0.74,0.26,-0.23
1.083,0.71,0.32,-0.31
1.085,0.68,0.38,-0.40
1.088,0.66,0.43,-0.48
1.090,0.65,0.48,-0.56
1.093,0.63,0.52,-0.65
1.095,0.62,0.57,-0.73
1.098,0.61,0.61,-0.82
1.100,0.60,0.66,-0.90
1.106,0.59,0.70,-0.99
1.107,0.59,0.74,-1.09
1.108,0.59,0.78,-1.19
1.110,0.59,0.83,-1.29
1.113,0.59,0.88,-1.39
1.115,0.59,0.93,-1.49
1.121,0.59,1.00,-1.59
1.121,0.59,1.07,-1.69
1.125,0.58,1.16,-1.79
1.126,0.57,1.26,-1.88
1.128,0.55,1.37,-1.98
1.130,0.52,1.50,-2.07
1.133,0.48,1.65,-2.15
1.137,0.44,1.82,-2.23
1.138,0.39,2.01,-2.31
1.141,0.34,2.21,-2.38
1.143,0.28,2.42,-2.44
1.145,0.20,2.63,-2.50
1.148,0.12,2.82,-2.56
1.151,0.04,3.00,-2.62
1.153,-0.05,3.16,-2.69
1.155,-0.15,3.30,-2.75
1.158,-0.25,3.40,-2.83
1.160,-0.34,3.47,-2.92
1.163,-0.43,3.51,-3.02
1.166,-0.52,3.51,-3.13
1.168,-0.59,3.49,-3.25
1.171,-0.66,3.43,-3.39
1.172,-0.71,3.34,-3.53
1.175,-0.74,3.23,-3.68
1.178,-0.76,3.10,-3.84
1.180,-0.75,2.97,-4.01
1.183,-0.73,2.84,-4.19
1.185,-0.69,2.71,-4.36
1.188,-0.62,2.61,-4.54
1.191,-0.55,2.54,-4.72
1.193,-0.45,2.51,-4.90
1.197,-0.35,2.50,-5.08
1.198,-0.24,2.53,-5.25
1.200,-0.12,2.60,-5.43
1.204,0.00,2.70,-5.60
1.205,0.13,2.83,-5.76
1.208,0.25,2.98,-5.91
1.210,0.37,3.15,-6.04
1.213,0.50,3.34,-6.17
1.215,0.61,3.55,-6.27
1.218,0.73,3.77,-6.37
1.224,0.85,4.00,-6.46
1.225,0.97,4.23,-6.54
1.226,1.10,4.47,-6.61
1.228,1.22,4.70,-6.67
1.230,1.36,4.91,-6.73
1.233,1.50,5.11,-6.78
1.235,1.65,5.30,-6.83
1.238,1.81,5.47,-6.88
1.243,1.99,5.64,-6.94
1.244,2.19,5.79,-7.00
1.245,2.39,5.93,-7.08
1.248,2.61,6.06,-7.15
1.251,2.84,6.15,-7.23
1.253,3.09,6.22,-7.31
1.255,3.34,6.27,-7.39
1.258,3.59,6.30,-7.48
1.260,3.85,6.32,-7.56
1.263,4.12,6.32,-7.64
1.265,4.38,6.31,-7.73
1.269,4.65,6.29,-7.81
1.271,4.91,6.25,-7.89
1.273,5.16,6.19,-7.97
1.275,5.42,6.13,-8.04
1.279,5.66,6.06,-8.10
1.280,5.89,5.97,-8.15
1.282,6.12,5.86,-8.19
1.285,6.34,5.74,-8.21
1.287,6.56,5.60,-8.21
1.290,6.76,5.45,-8.18
1.293,6.96,5.28,-8.14
1.295,7.15,5.09,-8.08
1.297,7.35,4.87,-8.01
1.300,7.55,4.64,-7.92
1.303,7.76,4.39,-7.81
1.305,7.98,4.09,-7.67
1.308,8.18,3.76,-7.48
1.310,8.38,3.39,-7.24
1.312,8.56,3.00,-6.93
1.315,8.73,2.60,-6.57
1.320,8.86,2.22,-6.16
1.320,8.96,1.86,-5.74
1.326,9.02,1.54,-5.31
1.327,9.04,1.27,-4.90
1.329,9.02,1.08,-4.50
1.331,8.96,0.96,-4.13
1.332,8.85,0.89,-3.77
1.335,8.70,0.83,-3.45
1.339,8.51,0.77,-3.14
1.341,8.29,0.74,-2.88
1.343,8.05,0.75,-2.66
1.345,7.78,0.78,-2.47
1.347,7.50,0.80,-2.30
1.350,7.19,0.80,-2.14
1.352,6.85,0.77,-1.96
1.355,6.48,0.69,-1.79
