time,wx,wy,wz
0.018,-0.67,0.23,-0.09
0.019,-0.66,0.26,-0.08
0.019,-0.66,0.27,-0.06
0.019,-0.65,0.29,-0.04
0.020,-0.65,0.29,-0.02
0.020,-0.64,0.30,-0.01
0.020,-0.64,0.31,0.01
0.020,-0.64,0.32,0.03
0.021,-0.64,0.34,0.04
0.021,-0.63,0.36,0.05
0.026,-0.63,0.38,0.06
0.027,-0.63,0.40,0.07
0.047,-0.63,0.41,0.08
0.048,-0.62,0.43,0.09
0.048,-0.62,0.45,0.10
0.048,-0.61,0.46,0.11
0.048,-0.61,0.47,0.12
0.048,-0.60,0.47,0.13
0.049,-0.60,0.47,0.14
0.049,-0.59,0.47,0.14
0.049,-0.58,0.46,0.15
0.049,-0.58,0.45,0.14
0.051,-0.57,0.43,0.15
0.054,-0.57,0.42,0.14
0.056,-0.56,0.40,0.14
0.060,-0.56,0.39,0.13
0.061,-0.56,0.38,0.12
0.064,-0.55,0.37,0.12
0.066,-0.55,0.37,0.11
0.069,-0.55,0.36,0.11
0.072,-0.55,0.36,0.11
0.074,-0.54,0.36,0.11
0.077,-0.55,0.37,0.10
0.079,-0.54,0.37,0.10
0.082,-0.54,0.37,0.09
0.084,-0.54,0.37,0.09
0.086,-0.54,0.37,0.08
0.089,-0.54,0.38,0.08
0.091,-0.53,0.37,0.06
0.094,-0.53,0.37,0.05
0.096,-0.53,0.36,0.03
0.099,-0.53,0.35,0.01
0.101,-0.53,0.34,0.01
0.104,-0.53,0.33,0.00
0.106,-0.53,0.32,0.01
0.121,-0.53,0.32,0.01
0.122,-0.53,0.32,0.01
0.122,-0.52,0.32,0.01
0.122,-0.52,0.31,0.01
0.123,-0.52,0.31,0.01
0.123,-0.53,0.30,0.00
0.125,-0.53,0.29,0.00
0.126,-0.53,0.28,-0.00
0.131,-0.53,0.26,-0.01
0.131,-0.54,0.24,-0.01
0.134,-0.53,0.22,-0.01
0.136,-0.54,0.19,-0.01
0.139,-0.54,0.17,-0.00
0.142,-0.54,0.14,-0.00
0.149,-0.54,0.11,0.01
0.150,-0.54,0.08,0.02
0.150,-0.54,0.06,0.03
0.151,-0.54,0.03,0.04
0.154,-0.54,0.01,0.05
0.156,-0.54,-0.01,0.06
0.160,-0.54,-0.04,0.07
0.162,-0.54,-0.06,0.08
0.164,-0.54,-0.09,0.10
0.166,-0.54,-0.11,0.11
0.169,-0.54,-0.13,0.12
0.171,-0.54,-0.16,0.14
0.174,-0.54,-0.18,0.15
0.176,-0.54,-0.20,0.16
0.179,-0.54,-0.22,0.18
0.183,-0.54,-0.23,0.19
0.184,-0.54,-0.25,0.20
0.186,-0.54,-0.26,0.21
0.189,-0.55,-0.28,0.21
0.191,-0.55,-0.29,0.22
0.194,-0.55,-0.30,0.23
0.196,-0.55,-0.30,0.23
0.199,-0.54,-0.30,0.24
0.201,-0.54,-0.30,0.24
0.204,-0.54,-0.30,0.24
0.206,-0.53,-0.30,0.24
0.220,-0.53,-0.30,0.24
0.221,-0.52,-0.30,0.24
0.222,-0.52,-0.30,0.23
0.222,-0.52,-0.30,0.22
0.222,-0.51,-0.30,0.18
0.223,-0.52,-0.34,0.10
0.223,-0.55,-0.43,0.02
0.226,-0.59,-0.54,-0.06
0.228,-0.63,-0.64,-0.13
0.231,-0.67,-0.71,-0.18
0.233,-0.71,-0.75,-0.24
0.236,-0.75,-0.75,-0.29
0.238,-0.78,-0.74,-0.34
0.241,-0.81,-0.72,-0.40
0.248,-0.84,-0.69,-0.45
0.249,-0.87,-0.68,-0.50
0.249,-0.90,-0.68,-0.55
0.252,-0.93,-0.68,-0.60
0.254,-0.97,-0.67,-0.64
0.256,-0.99,-0.65,-0.68
0.259,-1.01,-0.62,-0.71
0.261,-1.04,-0.58,-0.73
0.264,-1.05,-0.54,-0.75
0.266,-1.08,-0.50,-0.76
0.269,-1.09,-0.47,-0.78
0.271,-1.11,-0.44,-0.80
0.273,-1.13,-0.43,-0.82
0.276,-1.15,-0.43,-0.85
0.279,-1.17,-0.43,-0.89
0.281,-1.19,-0.45,-0.94
0.283,-1.21,-0.48,-0.98
0.286,-1.22,-0.52,-1.02
0.288,-1.24,-0.56,-1.05
0.291,-1.26,-0.59,-1.08
0.299,-1.28,-0.59,-1.11
0.300,-1.31,-0.54,-1.12
0.300,-1.37,-0.42,-1.09
0.301,-1.47,-0.21,-1.01
0.304,-1.56,-0.08,-0.89
0.306,-1.59,-0.11,-0.85
0.309,-1.58,-0.26,-0.89
0.311,-1.52,-0.46,-0.96
0.314,-1.45,-0.68,-1.02
0.316,-1.36,-0.86,-1.08
0.319,-1.27,-0.97,-1.12
0.321,-1.19,-1.00,-1.14
0.324,-1.13,-0.96,-1.14
0.326,-1.08,-0.87,-1.12
0.328,-1.04,-0.76,-1.09
0.331,-1.00,-0.65,-1.04
0.333,-0.95,-0.54,-0.98
0.336,-0.89,-0.46,-0.91
0.338,-0.83,-0.38,-0.84
0.341,-0.76,-0.31,-0.76
0.344,-0.69,-0.24,-0.69
0.348,-0.61,-0.17,-0.61
0.349,-0.54,-0.11,-0.54
0.351,-0.49,-0.06,-0.47
0.353,-0.43,-0.02,-0.40
0.356,-0.39,-0.01,-0.35
0.358,-0.35,-0.02,-0.31
0.361,-0.33,-0.04,-0.27
0.363,-0.31,-0.06,-0.23
0.366,-0.29,-0.09,-0.20
0.368,-0.28,-0.11,-0.17
0.371,-0.26,-0.13,-0.14
0.373,-0.25,-0.14,-0.10
0.376,-0.23,-0.14,-0.07
0.381,-0.22,-0.14,-0.03
0.383,-0.20,-0.12,-0.00
0.384,-0.18,-0.10,0.03
0.386,-0.16,-0.08,0.06
0.388,-0.14,-0.07,0.09
0.391,-0.12,-0.06,0.11
0.393,-0.10,-0.04,0.12
0.396,-0.09,-0.02,0.12
