timestamp,gyro_x,gyro_y,gyro_z
0.033,0.06,0.05,0.19
0.053000000000000005,-0.2740000000000002,0.9479999999999998,-0.04400000000000016
0.07300000000000001,-0.5533333333333333,0.40333333333333343,-0.1999999999999997
0.09300000000000001,-0.4866666666666667,0.17999999999999972,0.026666666666666575
0.11300000000000002,-0.2966666666666666,-0.25000000000000017,-0.29000000000000015
0.133,-0.3466666666666667,-0.2,-0.5966666666666667
0.15300000000000002,-0.4900000000000001,0.05000000000000028,-0.8500000000000001
0.17300000000000001,-0.6500000000000004,0.4350000000000004,-1.0450000000000004
0.19300000000000003,-0.8250000000000004,0.8250000000000013,-1.385000000000001
0.21300000000000005,-0.9840000000000001,1.068,-1.6560000000000001
0.23300000000000004,-1.3033333333333337,0.8599999999999997,-2.5400000000000005
0.253,-1.4166666666666665,0.7433333333333333,-2.8566666666666665
0.273,-1.39,0.66,-2.96
0.29300000000000004,-1.2299999999999998,0.7100000000000002,-3.1400000000000006
0.31300000000000006,-0.6333333333333309,0.38666666666666516,-3.296666666666667
0.3330000000000001,0.22333333333333483,-0.18666666666667128,-3.309999999999999
0.3530000000000001,0.9780000000000024,-0.49400000000000066,-2.9839999999999987
0.3730000000000001,1.4900000000000007,-0.3749999999999986,-2.4549999999999987
0.3930000000000001,1.2899999999999987,0.15000000000000194,-1.9899999999999984
0.41300000000000003,0.8799999999999989,0.6500000000000008,-1.5399999999999991
0.43300000000000005,0.5399999999999998,0.8099999999999998,-1.2899999999999996
0.45300000000000007,0.5500000000000006,0.5299999999999989,-1.1399999999999995
0.4730000000000001,0.8633333333333352,0.30333333333333407,-0.983333333333333
0.4930000000000001,1.029999999999999,-0.05000000000000665,-0.903333333333333
0.5130000000000001,1.06,0.09000000000000721,-0.7700000000000011
0.5330000000000001,1.030000000000001,1.2200000000000033,-0.9600000000000005
0.5530000000000002,1.5400000000000038,1.8200000000000027,-1.1800000000000015
0.5730000000000002,1.9699999999999844,1.699999999999951,-1.5500000000000012
0.5930000000000001,0.636666666666667,-1.4033333333333275,-1.4866666666666637
0.6130000000000001,-0.32000000000001166,-0.20999999999999167,-0.7199999999999972
0.6330000000000001,-1.7000000000000048,0.7600000000000019,-0.8900000000000026
0.6530000000000001,-2.563333333333336,-0.05333333333334074,-1.3533333333333353
0.6730000000000002,-2.82,-1.2950000000000084,-1.2049999999999972
0.6930000000000002,-2.5366666666666604,-2.0400000000000067,-1.1133333333333348
0.7130000000000002,-1.2499999999999838,-2.560000000000008,-1.640000000000006
0.7330000000000002,0.4100000000000126,-3.6700000000000075,-2.390000000000007
0.7530000000000002,1.3000000000000178,-4.330000000000018,-3.020000000000018
0.7730000000000001,1.299999999999997,-5.190000000000004,-3.2699999999999987
0.7930000000000001,-0.17000000000001333,-6.070000000000004,-2.539999999999992
0.8130000000000002,-2.140000000000023,-6.099999999999994,-1.4499999999999877
0.8330000000000002,-3.370000000000004,-5.549999999999999,-0.8399999999999977
0.8530000000000002,-3.840000000000002,-5.740000000000007,-0.509999999999997
0.8730000000000002,-3.7599999999999945,-6.700000000000013,-0.06999999999999224
0.8930000000000002,-3.409999999999999,-7.220000000000003,0.7400000000000155
0.9130000000000001,-3.3499999999999983,-7.19,1.8600000000000079
0.9330000000000002,-2.6599999999999917,-7.179999999999997,2.7100000000000044
0.9530000000000002,-1.6199999999999923,-6.269999999999977,3.04
0.9730000000000002,-1.36,-4.459999999999984,3.110000000000002
0.9930000000000002,-1.109999999999995,-2.8199999999999865,3.1699999999999964
1.0130000000000001,-0.4299999999999978,-1.8183333333333314,2.579999999999998
1.0330000000000001,0.6600000000000045,-1.3399999999999972,1.399999999999994
1.0530000000000002,0.99,-0.7399999999999889,0.6399999999999911
1.0730000000000002,0.8199999999999966,0.04000000000000888,0.009999999999991118
1.0930000000000002,0.6299999999999989,0.5200000000000056,-0.6500000000000089
1.1130000000000002,0.59,0.8800000000000056,-1.390000000000011
1.1330000000000002,0.47999999999999776,1.6500000000000092,-2.1500000000000044
1.153,-0.05,3.16,-2.69
1.173,-0.7200000000000008,3.3033333333333306,-3.5800000000000036
1.193,-0.45,2.51,-4.9
1.213,0.5,3.34,-6.17
1.233,1.5,5.11,-6.78
1.2530000000000001,3.0900000000000274,6.220000000000005,-7.3100000000000085
