timestamp,gyro_x,gyro_y,gyro_z
0.024,0.28,0.31,-0.35
0.044,0.35,0.33333333333333337,-0.44333333333333336
0.064,0.5700000000000001,0.385,-0.39
0.08399999999999999,0.9307142857142857,0.37642857142857145,-0.43357142857142855
0.10399999999999998,0.9966666666666668,0.18000000000000016,-0.43
0.12399999999999997,0.7000000000000005,0.14999999999999972,-0.5099999999999998
0.144,0.5660000000000001,0.21,-0.578
0.16399999999999998,0.3900000000000001,0.20999999999999971,-0.3300000000000003
0.18399999999999997,0.31000000000000005,0.23000000000000007,-0.2100000000000001
0.20399999999999996,0.16000000000000056,0.05000000000000056,-0.010000000000000557
0.22399999999999995,0.07000000000000028,2.7755575615628914e-16,0.09
0.24399999999999997,0.031250000000000035,-0.05812499999999994,0.09
0.26399999999999996,-0.4999999999999989,-0.7000000000000002,0.05999999999999972
0.284,-0.59,-0.61,0.17
0.304,-0.422,-0.156,0.19266666666666668
0.32399999999999995,0.01333333333333241,0.7133333333333318,0.16333333333333352
0.344,0.45,0.82,0.21
0.364,0.7,0.265,0.37
0.38399999999999995,0.8299999999999998,-0.11999999999999966,0.40000000000000013
0.40399999999999997,0.9466666666666664,-0.17666666666666705,0.21666666666666703
0.42399999999999993,1.0349999999999997,-0.09500000000000028,0.045000000000000276
0.44399999999999995,1.179999999999999,0.1399999999999989,-0.05999999999999972
0.46399999999999997,1.2799999999999985,0.419999999999995,-0.10999999999999889
0.48399999999999993,1.4878260869565216,0.7039130434782608,-0.1869565217391304
0.5039999999999999,1.9633333333333336,0.9500000000000034,-0.2999999999999989
0.5239999999999999,1.1400000000000057,0.06333333333333592,-0.2000000000000022
0.5439999999999999,0.6676470588235304,0.025294117647058557,0.01176470588235249
0.564,-0.19117647058823517,0.31117647058823517,0.12941176470588242
0.584,-0.6433333333333333,0.3833333333333333,-0.1
0.604,-1.0,0.16,-0.24
0.6239999999999999,-1.0300000000000007,0.030000000000000554,-0.25
0.6439999999999999,-0.9600000000000001,-0.01,-0.26
0.6639999999999999,-0.7832000000000001,0.16119999999999993,-0.3
0.6839999999999999,-0.2500000000000022,0.3799999999999989,-0.25999999999999945
0.704,-0.1,0.47,-0.35
0.7239999999999999,-0.05,0.47,-0.5299999999999978
0.7439999999999999,-0.09,0.4499999999999989,-1.2033333333333291
0.7639999999999999,-0.10117647058823523,0.5052941176470591,-1.9394117647058817
0.7839999999999999,-0.15,0.22000000000000666,-2.3299999999999934
0.8039999999999999,-0.04600000000000022,-0.11649999999999949,-2.6394999999999995
0.8239999999999998,0.6299999999999983,-2.449999999999974,-3.170000000000002
0.8439999999999999,0.81,-2.8199999999999985,-3.0199999999999996
0.8639999999999999,0.5400000000000019,-2.3500000000000036,-3.02
0.8839999999999999,0.087000000000001,-2.077,-3.0839999999999996
0.9039999999999999,-1.0399999999999938,-0.7600000000000044,-3.539999999999998
0.9239999999999999,-1.689999999999997,-0.64,-3.6000000000000005
0.9439999999999998,-2.0299999999999994,-0.19000000000000222,-3.3200000000000016
0.9639999999999999,-1.9725000000000004,0.08249999999999987,-2.9225000000000008
0.9839999999999999,-1.6487500000000006,-0.2887499999999985,-2.5612500000000002
1.0039999999999998,-1.42,-1.3099999999999912,-2.44
1.0239999999999998,-1.6799999999999933,-1.2800000000000056,-2.3400000000000034
1.0439999999999998,-2.019999999999998,-0.7500000000000052,-1.8400000000000067
